,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
0,1271,0.043273013375295044,0.02675059008654603,0.0,0.07002360346184107,0.021243115656963022,0.06215578284815106,0.2045633359559402,0.05114083398898505,0.1880409126671912,0.06923682140047208,0.003147128245476003,0.13453973249409915,0.0055074744295830055,0.07553107789142408,0.013375295043273014,0.040912667191188044,0.0023603461841070024,0.07081038552321008,0.03855232100708104,0.046420141620771044,0.05428796223446106,0.05035405192761605,0.0007867820613690008,0.0055074744295830055,0.03225806451612903,0.08103855232100708,0.04799370574350905,0.0007867820613690008,0.06215578284815106,0.01730920535011802,0.0007867820613690008,0.0023603461841070024,0.013375295043273014,0.042486231313926044,0.0023603461841070024,0.05035405192761605,0.0,0.06766325727773406,0.0,0.011014948859166011,0.007081038552321007,0.014948859166011016,0.06215578284815106,0.03383162863886703,0.0,0.0,0.01809598741148702,0.06687647521636507,0.0,0.041699449252557044
1,1100,0.04818181818181818,0.035454545454545454,0.0,0.07,0.01818181818181818,0.04727272727272727,0.22,0.05818181818181818,0.21181818181818182,0.04090909090909091,0.0027272727272727275,0.12545454545454546,0.008181818181818182,0.06727272727272728,0.01,0.03909090909090909,0.0027272727272727275,0.06818181818181818,0.046363636363636364,0.05545454545454546,0.06363636363636363,0.05181818181818182,0.0,0.00909090909090909,0.04090909090909091,0.07727272727272727,0.04181818181818182,0.0,0.04727272727272727,0.019090909090909092,0.0027272727272727275,0.0,0.01,0.04181818181818182,0.0018181818181818182,0.04,0.0,0.03636363636363636,0.0027272727272727275,0.01090909090909091,0.005454545454545455,0.025454545454545455,0.07181818181818182,0.03727272727272727,0.0,0.0,0.02181818181818182,0.06818181818181818,0.0027272727272727275,0.04818181818181818
2,1184,0.04814189189189189,0.04560810810810811,0.0,0.060810810810810814,0.019425675675675675,0.036317567567567564,0.18496621621621623,0.057432432432432436,0.20439189189189189,0.05912162162162162,0.0008445945945945946,0.15371621621621623,0.006756756756756757,0.06841216216216216,0.010135135135135136,0.04222972972972973,0.0016891891891891893,0.07685810810810811,0.044763513513513514,0.059966216216216214,0.05912162162162162,0.0633445945945946,0.0,0.008445945945945946,0.04222972972972973,0.06841216216216216,0.044763513513513514,0.0,0.03969594594594594,0.02195945945945946,0.0,0.002533783783783784,0.008445945945945946,0.03125,0.0008445945945945946,0.037162162162162164,0.0,0.05574324324324324,0.004222972972972973,0.01266891891891892,0.0033783783783783786,0.02787162162162162,0.07010135135135136,0.026182432432432432,0.0,0.0008445945945945946,0.02195945945945946,0.0633445945945946,0.002533783783783784,0.0472972972972973
3,1229,0.03824247355573637,0.03336045565500407,0.0,0.0691619202603743,0.01952807160292921,0.05207485760781123,0.20341741253051263,0.05532953620829943,0.1887713588283157,0.06672091131000814,0.0016273393002441008,0.13588283157038242,0.012205044751830757,0.07973962571196094,0.007323026851098454,0.03742880390561432,0.0024410089503661514,0.06997558991049634,0.03824247355573637,0.05777054515866558,0.05777054515866558,0.043938161106590726,0.0,0.010577705451586655,0.03173311635475997,0.07973962571196094,0.043938161106590726,0.0,0.05532953620829943,0.03173311635475997,0.0008136696501220504,0.0008136696501220504,0.01708706265256306,0.04068348250610252,0.0040683482506102524,0.046379170056956874,0.0,0.06509357200976404,0.0024410089503661514,0.01708706265256306,0.005695687550854353,0.013832384052074858,0.06834825061025224,0.01871440195280716,0.0,0.0008136696501220504,0.023596419853539462,0.06672091131000814,0.0008136696501220504,0.03905614320585842
4,1259,0.04130262112787927,0.03653693407466243,0.0,0.06036536934074663,0.026211278792692614,0.06274821286735505,0.19062748212867356,0.057188244638602066,0.187450357426529,0.05321683876092136,0.004765687053216839,0.14853057982525814,0.008737092930897538,0.07307386814932486,0.008737092930897538,0.035742652899126294,0.0023828435266084196,0.08498808578236695,0.04050833995234313,0.050833995234312944,0.057188244638602066,0.05242255758538523,0.0,0.007942811755361398,0.035742652899126294,0.061953931691818905,0.04289118347895155,0.0,0.06433677521842732,0.020651310563939634,0.0,0.0007942811755361397,0.011119936457505957,0.043685464654487687,0.0023828435266084196,0.054011119936457505,0.0,0.05480540111199365,0.003177124702144559,0.011119936457505957,0.005559968228752979,0.018268467037331215,0.0698967434471803,0.019857029388403495,0.0,0.0023828435266084196,0.02779984114376489,0.06830818109610802,0.0,0.04050833995234313
5,1078,0.04730983302411874,0.04823747680890538,0.0,0.07328385899814471,0.01855287569573284,0.04638218923933209,0.18738404452690166,0.05102040816326531,0.18552875695732837,0.06215213358070501,0.0018552875695732839,0.15398886827458255,0.0037105751391465678,0.06771799628942486,0.011131725417439703,0.045454545454545456,0.0018552875695732839,0.06957328385899815,0.045454545454545456,0.05102040816326531,0.05380333951762523,0.05287569573283859,0.0,0.00927643784786642,0.0287569573283859,0.0686456400742115,0.05102040816326531,0.0009276437847866419,0.045454545454545456,0.01948051948051948,0.0018552875695732839,0.0037105751391465678,0.01020408163265306,0.026901669758812616,0.0018552875695732839,0.045454545454545456,0.0,0.061224489795918366,0.0027829313543599257,0.01855287569573284,0.00463821892393321,0.026901669758812616,0.06679035250463822,0.03432282003710575,0.0,0.0009276437847866419,0.01948051948051948,0.07235621521335807,0.0,0.04730983302411874
6,1231,0.041429731925264016,0.02843216896831844,0.0008123476848090983,0.06417546709991877,0.020308692120227456,0.059301380991064176,0.20877335499593827,0.056051990251827784,0.17546709991876522,0.06173842404549147,0.004061738424045491,0.1389114541023558,0.010560519902518278,0.08123476848090982,0.015434606011372868,0.038180341186027617,0.002437043054427295,0.08854589764419171,0.039805036555645816,0.0479285134037368,0.060926076360682375,0.054427294882209584,0.0,0.006498781478472786,0.030869212022745736,0.06661251015434606,0.045491470349309504,0.0,0.056051990251827784,0.011372867587327376,0.003249390739236393,0.002437043054427295,0.016246953696181964,0.04305442729488221,0.005686433793663688,0.04955320877335499,0.0008123476848090983,0.059301380991064176,0.003249390739236393,0.00974817221770918,0.00487408610885459,0.020308692120227456,0.06986190089358245,0.01868399675060926,0.0,0.0016246953696181965,0.02761982128350934,0.05848903330625508,0.0,0.04061738424045491
7,1058,0.043478260869565216,0.034026465028355386,0.0,0.07750472589792061,0.01890359168241966,0.048204158790170135,0.20226843100189035,0.05387523629489603,0.19187145557655955,0.048204158790170135,0.005671077504725898,0.1502835538752363,0.013232514177693762,0.06899810964083176,0.014177693761814745,0.034026465028355386,0.001890359168241966,0.08223062381852551,0.0444234404536862,0.05198487712665406,0.05671077504725898,0.04725897920604915,0.0,0.010396975425330813,0.035916824196597356,0.07183364839319471,0.046313799621928164,0.0,0.05103969754253308,0.02551984877126654,0.001890359168241966,0.002835538752362949,0.012287334593572778,0.031190926275992438,0.007561436672967864,0.04725897920604915,0.0,0.0444234404536862,0.006616257088846881,0.017013232514177693,0.006616257088846881,0.01890359168241966,0.06332703213610585,0.02930056710775047,0.000945179584120983,0.001890359168241966,0.023629489603024575,0.0671077504725898,0.0,0.043478260869565216
8,1052,0.04657794676806084,0.03136882129277566,0.0,0.06844106463878327,0.019961977186311788,0.04277566539923954,0.20437262357414449,0.058935361216730035,0.19391634980988592,0.053231939163498096,0.0019011406844106464,0.1596958174904943,0.010456273764258554,0.07129277566539924,0.011406844106463879,0.04182509505703422,0.0038022813688212928,0.0817490494296578,0.04467680608365019,0.05988593155893536,0.06368821292775666,0.04277566539923954,0.0009505703422053232,0.0038022813688212928,0.027566539923954372,0.06939163498098859,0.05418250950570342,0.0,0.043726235741444866,0.022813688212927757,0.0,0.0009505703422053232,0.010456273764258554,0.03612167300380228,0.006653992395437262,0.04467680608365019,0.0009505703422053232,0.051330798479087454,0.006653992395437262,0.012357414448669201,0.006653992395437262,0.019011406844106463,0.06749049429657794,0.026615969581749048,0.0,0.0,0.024714828897338403,0.06749049429657794,0.0,0.045627376425855515
9,1193,0.04107292539815591,0.030176026823134954,0.0,0.07711651299245599,0.01760268231349539,0.056160938809723386,0.17937971500419111,0.05113160100586756,0.20368818105616093,0.05951383067896061,0.003352891869237217,0.14836546521374686,0.008382229673093043,0.06454316848281642,0.015088013411567477,0.041911148365465216,0.0,0.07208717518860017,0.04107292539815591,0.05280804694048617,0.057837384744341996,0.06370494551550712,0.0,0.0075440067057837385,0.028499580888516344,0.06454316848281642,0.037720033528918694,0.0,0.055322715842414084,0.020117351215423303,0.006705783738474434,0.002514668901927913,0.015088013411567477,0.025146689019279127,0.002514668901927913,0.05113160100586756,0.0,0.055322715842414084,0.0016764459346186086,0.013411567476948869,0.003352891869237217,0.013411567476948869,0.08298407376362113,0.03436714165968147,0.0,0.0008382229673093043,0.024308466051969825,0.06621961441743504,0.0016764459346186086,0.04107292539815591
