,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,649,0.07550077041602465,0.026194144838212634,0.0,0.05701078582434515,0.01078582434514638,0.03389830508474576,0.1617873651771957,0.04468412942989214,0.2295839753466872,0.07087827426810478,0.007704160246533128,0.17565485362095531,0.01694915254237288,0.046224961479198766,0.01386748844375963,0.03852080123266564,0.0015408320493066256,0.0030816640986132513,0.0,0.0724191063174114,0.07395993836671803,0.04314329738058552,0.04930662557781202,0.046224961479198766,0.0015408320493066256,0.01386748844375963,0.03543913713405239,0.09244992295839753,0.04314329738058552,0.03389830508474576,0.012326656394453005,0.0015408320493066256,0.0015408320493066256,0.007704160246533128,0.0,0.02157164869029276,0.0061633281972265025,0.02773497688751926,0.0662557781201849,0.0030816640986132513,0.007704160246533128,0.0015408320493066256,0.01694915254237288,0.08166409861325115,0.032357473035439135,0.0015408320493066256,0.029275808936825885,0.04468412942989214,0.0,0.07395993836671803
1,697,0.07317073170731707,0.03299856527977044,0.0028694404591104736,0.07317073170731707,0.00430416068866571,0.040172166427546625,0.15925394548063126,0.0703012912482066,0.20803443328550933,0.06886657101865136,0.015781922525107604,0.15351506456241032,0.02582496413199426,0.035868005738880916,0.011477761836441894,0.04591104734576758,0.0,0.0,0.0014347202295552368,0.06312769010043041,0.07173601147776183,0.06599713055954089,0.07604017216642754,0.04447632711621234,0.0,0.010043041606886656,0.02582496413199426,0.06456241032998565,0.03873744619799139,0.03873744619799139,0.01291248206599713,0.0014347202295552368,0.0028694404591104736,0.01291248206599713,0.0014347202295552368,0.014347202295552367,0.00860832137733142,0.03873744619799139,0.06456241032998565,0.0014347202295552368,0.00430416068866571,0.0,0.024390243902439025,0.07173601147776183,0.03156384505021521,0.0,0.015781922525107604,0.06169296987087518,0.0,0.07317073170731707
2,689,0.06821480406386067,0.023222060957910014,0.0,0.06966618287373004,0.018867924528301886,0.03918722786647315,0.16981132075471697,0.03483309143686502,0.204644412191582,0.07256894049346879,0.01451378809869376,0.17271407837445574,0.00725689404934688,0.05370101596516691,0.015965166908563134,0.04934687953555878,0.0,0.001451378809869376,0.0,0.07402031930333818,0.07111756168359942,0.033381712626995644,0.03773584905660377,0.05079825834542816,0.0,0.020319303338171262,0.02902757619738752,0.062409288824383166,0.03918722786647315,0.03773584905660377,0.011611030478955007,0.001451378809869376,0.001451378809869376,0.005805515239477504,0.0,0.027576197387518143,0.0043541364296081275,0.033381712626995644,0.06966618287373004,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.02177068214804064,0.09433962264150944,0.03773584905660377,0.0,0.02467343976777939,0.06821480406386067,0.002902757619738752,0.06676342525399129
3,660,0.07424242424242425,0.03636363636363636,0.0015151515151515152,0.07878787878787878,0.013636363636363636,0.03333333333333333,0.12272727272727273,0.05606060606060606,0.2409090909090909,0.06515151515151515,0.00909090909090909,0.1696969696969697,0.021212121212121213,0.045454545454545456,0.024242424242424242,0.03636363636363636,0.0,0.0,0.0,0.06818181818181818,0.07424242424242425,0.048484848484848485,0.051515151515151514,0.03484848484848485,0.0,0.013636363636363636,0.04393939393939394,0.07424242424242425,0.03484848484848485,0.03484848484848485,0.021212121212121213,0.0030303030303030303,0.004545454545454545,0.007575757575757576,0.0,0.01818181818181818,0.00909090909090909,0.03484848484848485,0.06515151515151515,0.0030303030303030303,0.012121212121212121,0.004545454545454545,0.021212121212121213,0.06363636363636363,0.03484848484848485,0.0015151515151515152,0.022727272727272728,0.05606060606060606,0.0,0.07727272727272727
4,652,0.06901840490797546,0.023006134969325152,0.0,0.09355828220858896,0.015337423312883436,0.03374233128834356,0.16411042944785276,0.05061349693251534,0.20552147239263804,0.06288343558282208,0.007668711656441718,0.17638036809815952,0.01687116564417178,0.03834355828220859,0.02607361963190184,0.03834355828220859,0.0,0.0,0.0,0.05214723926380368,0.0736196319018405,0.04754601226993865,0.05521472392638037,0.04141104294478527,0.0,0.015337423312883436,0.024539877300613498,0.06595092024539877,0.05368098159509203,0.03374233128834356,0.023006134969325152,0.0015337423312883436,0.0015337423312883436,0.009202453987730062,0.0,0.015337423312883436,0.010736196319018405,0.024539877300613498,0.05828220858895705,0.003067484662576687,0.012269938650306749,0.0,0.012269938650306749,0.09355828220858896,0.03374233128834356,0.0,0.024539877300613498,0.07822085889570553,0.0015337423312883436,0.06901840490797546
5,555,0.08648648648648649,0.02882882882882883,0.0,0.08468468468468468,0.018018018018018018,0.036036036036036036,0.13333333333333333,0.04684684684684685,0.20540540540540542,0.07747747747747748,0.0,0.17657657657657658,0.01981981981981982,0.04864864864864865,0.02702702702702703,0.04684684684684685,0.0,0.0,0.0,0.06306306306306306,0.09009009009009009,0.04144144144144144,0.05225225225225225,0.04504504504504504,0.0,0.012612612612612612,0.02702702702702703,0.06666666666666667,0.03963963963963964,0.03423423423423423,0.014414414414414415,0.0,0.005405405405405406,0.0036036036036036037,0.0,0.018018018018018018,0.007207207207207207,0.021621621621621623,0.07567567567567568,0.0036036036036036037,0.010810810810810811,0.0036036036036036037,0.021621621621621623,0.06126126126126126,0.032432432432432434,0.0,0.02702702702702703,0.06486486486486487,0.0,0.08288288288288288
6,706,0.0708215297450425,0.031161473087818695,0.0,0.08640226628895184,0.018413597733711047,0.03824362606232295,0.141643059490085,0.0679886685552408,0.21954674220963172,0.07507082152974505,0.0028328611898017,0.1529745042492918,0.0056657223796034,0.053824362606232294,0.012747875354107648,0.026912181303116147,0.0,0.00141643059490085,0.0,0.043909348441926344,0.0708215297450425,0.059490084985835696,0.0764872521246459,0.036827195467422094,0.0,0.0113314447592068,0.042492917847025496,0.06940509915014165,0.03541076487252125,0.039660056657223795,0.0169971671388102,0.0056657223796034,0.0,0.0084985835694051,0.0,0.024079320113314446,0.0,0.026912181303116147,0.06657223796033994,0.00141643059490085,0.0056657223796034,0.0028328611898017,0.021246458923512748,0.09348441926345609,0.031161473087818695,0.00141643059490085,0.015580736543909348,0.07932011331444759,0.00141643059490085,0.0708215297450425
7,646,0.07585139318885449,0.032507739938080496,0.0,0.08359133126934984,0.01393188854489164,0.02786377708978328,0.1780185758513932,0.05263157894736842,0.19349845201238391,0.07739938080495357,0.0046439628482972135,0.14396284829721362,0.020123839009287926,0.05108359133126935,0.017027863777089782,0.03715170278637771,0.0,0.0015479876160990713,0.0,0.058823529411764705,0.07585139318885449,0.05263157894736842,0.04953560371517028,0.05108359133126935,0.0,0.010835913312693499,0.032507739938080496,0.08359133126934984,0.05263157894736842,0.030959752321981424,0.01238390092879257,0.0,0.0030959752321981426,0.007739938080495356,0.0,0.018575851393188854,0.007739938080495356,0.029411764705882353,0.07739938080495357,0.0015479876160990713,0.0046439628482972135,0.0,0.02476780185758514,0.06191950464396285,0.020123839009287926,0.0030959752321981426,0.02476780185758514,0.07275541795665634,0.0,0.07585139318885449
8,752,0.06515957446808511,0.026595744680851064,0.0,0.08111702127659574,0.015957446808510637,0.04654255319148936,0.15824468085106383,0.05851063829787234,0.20611702127659576,0.06914893617021277,0.006648936170212766,0.15691489361702127,0.0013297872340425532,0.05053191489361702,0.013297872340425532,0.03324468085106383,0.0,0.0013297872340425532,0.0,0.057180851063829786,0.06382978723404255,0.04521276595744681,0.0598404255319149,0.05452127659574468,0.0,0.009308510638297872,0.026595744680851064,0.08643617021276596,0.02925531914893617,0.05053191489361702,0.010638297872340425,0.0,0.0013297872340425532,0.009308510638297872,0.0,0.02526595744680851,0.0,0.03324468085106383,0.0678191489361702,0.0,0.007978723404255319,0.0,0.02127659574468085,0.08111702127659574,0.047872340425531915,0.0,0.0199468085106383,0.07845744680851063,0.0013297872340425532,0.06382978723404255
9,655,0.0732824427480916,0.03358778625954199,0.0,0.0717557251908397,0.012213740458015267,0.04885496183206107,0.17404580152671756,0.059541984732824425,0.20763358778625954,0.08091603053435115,0.007633587786259542,0.12366412213740458,0.015267175572519083,0.05343511450381679,0.010687022900763359,0.03358778625954199,0.0,0.0,0.0,0.06259541984732825,0.07480916030534351,0.050381679389312976,0.06564885496183206,0.03816793893129771,0.0,0.013740458015267175,0.03816793893129771,0.08549618320610687,0.04122137404580153,0.04885496183206107,0.00916030534351145,0.0030534351145038168,0.0015267175572519084,0.00916030534351145,0.0015267175572519084,0.015267175572519083,0.007633587786259542,0.044274809160305344,0.07480916030534351,0.0015267175572519084,0.010687022900763359,0.0030534351145038168,0.021374045801526718,0.059541984732824425,0.024427480916030534,0.0,0.01984732824427481,0.059541984732824425,0.0,0.07022900763358779
