,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,630,0.0761904761904762,0.025396825396825397,0.0,0.0761904761904762,0.015873015873015872,0.049206349206349205,0.16825396825396827,0.047619047619047616,0.1984126984126984,0.07936507936507936,0.004761904761904762,0.15714285714285714,0.006349206349206349,0.06031746031746032,0.012698412698412698,0.05396825396825397,0.0015873015873015873,0.0,0.0,0.06507936507936508,0.0746031746031746,0.05714285714285714,0.047619047619047616,0.03650793650793651,0.011111111111111112,0.022222222222222223,0.06984126984126984,0.031746031746031744,0.047619047619047616,0.01904761904761905,0.006349206349206349,0.004761904761904762,0.009523809523809525,0.0031746031746031746,0.025396825396825397,0.004761904761904762,0.03650793650793651,0.0,0.0746031746031746,0.0031746031746031746,0.007936507936507936,0.004761904761904762,0.015873015873015872,0.06507936507936508,0.022222222222222223,0.004761904761904762,0.01904761904761905,0.06190476190476191,0.0015873015873015873,0.07777777777777778
1,722,0.08033240997229917,0.0221606648199446,0.0,0.0886426592797784,0.018005540166204988,0.029085872576177285,0.18975069252077562,0.05124653739612189,0.20637119113573407,0.062326869806094184,0.006925207756232687,0.13850415512465375,0.01662049861495845,0.06509695290858726,0.013850415512465374,0.05124653739612189,0.0,0.004155124653739612,0.0,0.060941828254847646,0.07756232686980609,0.04986149584487535,0.054016620498614956,0.02631578947368421,0.008310249307479225,0.037396121883656507,0.06786703601108034,0.04155124653739612,0.030470914127423823,0.00554016620498615,0.00554016620498615,0.0013850415512465374,0.015235457063711912,0.0,0.037396121883656507,0.012465373961218837,0.037396121883656507,0.0,0.05955678670360111,0.002770083102493075,0.00554016620498615,0.0,0.013850415512465374,0.08587257617728532,0.024930747922437674,0.0,0.01662049861495845,0.07479224376731301,0.0,0.07756232686980609
2,613,0.0799347471451876,0.021207177814029365,0.0,0.0864600326264274,0.011419249592169658,0.04730831973898858,0.18433931484502447,0.04567699836867863,0.18923327895595432,0.06851549755301795,0.0032626427406199023,0.1533442088091354,0.0032626427406199023,0.05872756933115824,0.021207177814029365,0.04730831973898858,0.0,0.0,0.0,0.053833605220228384,0.08156606851549755,0.03915171288743882,0.04567699836867863,0.048939641109298535,0.008156606851549755,0.03425774877650897,0.053833605220228384,0.057096247960848286,0.04730831973898858,0.03099510603588907,0.0,0.0032626427406199023,0.01468189233278956,0.0,0.02773246329526917,0.0016313213703099511,0.03588907014681892,0.0,0.06688417618270799,0.0065252854812398045,0.008156606851549755,0.0,0.009787928221859706,0.07177814029363784,0.021207177814029365,0.0,0.011419249592169658,0.0734094616639478,0.0,0.07830342577487764
3,600,0.08833333333333333,0.01,0.0,0.07833333333333334,0.02,0.05,0.18833333333333332,0.04833333333333333,0.21333333333333335,0.065,0.006666666666666667,0.12,0.006666666666666667,0.06,0.015,0.04,0.0,0.0016666666666666668,0.0,0.05333333333333334,0.09166666666666666,0.05333333333333334,0.051666666666666666,0.041666666666666664,0.008333333333333333,0.03,0.06333333333333334,0.03833333333333333,0.05,0.008333333333333333,0.005,0.0016666666666666668,0.01,0.0,0.03833333333333333,0.0033333333333333335,0.041666666666666664,0.0,0.06166666666666667,0.0,0.006666666666666667,0.0016666666666666668,0.0033333333333333335,0.08833333333333333,0.02666666666666667,0.0,0.01,0.07333333333333333,0.0,0.08166666666666667
4,491,0.08961303462321792,0.018329938900203666,0.0,0.0814663951120163,0.010183299389002037,0.03054989816700611,0.17515274949083504,0.04276985743380855,0.20366598778004075,0.08961303462321792,0.010183299389002037,0.1384928716904277,0.002036659877800407,0.06720977596741344,0.010183299389002037,0.054989816700611,0.0,0.002036659877800407,0.0,0.07128309572301425,0.09368635437881874,0.04480651731160896,0.04480651731160896,0.04073319755600815,0.012219959266802444,0.020366598778004074,0.07535641547861507,0.024439918533604887,0.03054989816700611,0.008146639511201629,0.0,0.0,0.006109979633401222,0.0,0.038696537678207736,0.0,0.018329938900203666,0.0,0.08757637474541752,0.0,0.002036659877800407,0.0,0.018329938900203666,0.06720977596741344,0.04073319755600815,0.0,0.018329938900203666,0.0814663951120163,0.0,0.08757637474541752
5,500,0.098,0.03,0.002,0.07,0.012,0.046,0.198,0.04,0.204,0.056,0.002,0.11,0.026,0.058,0.008,0.026,0.0,0.004,0.0,0.05,0.1,0.044,0.04,0.056,0.014,0.04,0.054,0.036,0.046,0.024,0.002,0.0,0.018,0.002,0.028,0.016,0.026,0.002,0.056,0.006,0.014,0.002,0.018,0.072,0.022,0.0,0.01,0.07,0.002,0.092
6,436,0.10779816513761468,0.027522935779816515,0.0,0.09862385321100918,0.016055045871559634,0.05963302752293578,0.1536697247706422,0.04357798165137615,0.19954128440366972,0.06880733944954129,0.0045871559633027525,0.13302752293577982,0.0,0.045871559633027525,0.0045871559633027525,0.034403669724770644,0.0,0.0,0.0,0.05733944954128441,0.11238532110091744,0.02981651376146789,0.045871559633027525,0.0389908256880734,0.022935779816513763,0.03211009174311927,0.0481651376146789,0.02981651376146789,0.06651376146788991,0.013761467889908258,0.0022935779816513763,0.0022935779816513763,0.0045871559633027525,0.0022935779816513763,0.011467889908256881,0.0,0.0481651376146789,0.0,0.06651376146788991,0.0045871559633027525,0.009174311926605505,0.0022935779816513763,0.016055045871559634,0.07110091743119266,0.027522935779816515,0.0,0.011467889908256881,0.0871559633027523,0.0,0.0963302752293578
7,511,0.10371819960861056,0.0136986301369863,0.0,0.0684931506849315,0.009784735812133072,0.06262230919765166,0.20939334637964774,0.03913894324853229,0.18395303326810175,0.06653620352250489,0.009784735812133072,0.11741682974559686,0.003913894324853229,0.0684931506849315,0.011741682974559686,0.023483365949119372,0.0,0.0,0.0019569471624266144,0.06457925636007827,0.0958904109589041,0.04892367906066536,0.0410958904109589,0.043052837573385516,0.007827788649706457,0.015655577299412915,0.0821917808219178,0.03913894324853229,0.06262230919765166,0.009784735812133072,0.0019569471624266144,0.0019569471624266144,0.009784735812133072,0.0,0.033268101761252444,0.0019569471624266144,0.05675146771037182,0.0,0.06457925636007827,0.005870841487279843,0.0019569471624266144,0.0019569471624266144,0.009784735812133072,0.08414872798434442,0.019569471624266144,0.0,0.009784735812133072,0.050880626223091974,0.0,0.09784735812133072
8,572,0.09090909090909091,0.022727272727272728,0.0,0.07692307692307693,0.01048951048951049,0.0472027972027972,0.1555944055944056,0.06293706293706294,0.19055944055944055,0.07517482517482517,0.012237762237762238,0.14335664335664336,0.013986013986013986,0.055944055944055944,0.005244755244755245,0.03671328671328671,0.0017482517482517483,0.0017482517482517483,0.0,0.06643356643356643,0.09265734265734266,0.04895104895104895,0.06993006993006994,0.045454545454545456,0.013986013986013986,0.027972027972027972,0.06468531468531469,0.038461538461538464,0.045454545454545456,0.0034965034965034965,0.0,0.0017482517482517483,0.006993006993006993,0.0,0.026223776223776224,0.005244755244755245,0.02972027972027972,0.0017482517482517483,0.06643356643356643,0.0,0.0017482517482517483,0.0017482517482517483,0.019230769230769232,0.08041958041958042,0.02972027972027972,0.0,0.01048951048951049,0.07692307692307693,0.0,0.07867132867132867
9,574,0.08885017421602788,0.020905923344947737,0.0,0.08710801393728224,0.010452961672473868,0.03484320557491289,0.1986062717770035,0.027874564459930314,0.19686411149825783,0.078397212543554,0.005226480836236934,0.13588850174216027,0.017421602787456445,0.059233449477351915,0.0156794425087108,0.04355400696864112,0.0,0.0,0.0,0.06968641114982578,0.08885017421602788,0.04006968641114982,0.03484320557491289,0.041811846689895474,0.010452961672473868,0.029616724738675958,0.07142857142857142,0.047038327526132406,0.03484320557491289,0.005226480836236934,0.0017421602787456446,0.003484320557491289,0.008710801393728223,0.0,0.0313588850174216,0.010452961672473868,0.04355400696864112,0.0,0.07142857142857142,0.0,0.006968641114982578,0.0,0.008710801393728223,0.07491289198606271,0.03484320557491289,0.0,0.013937282229965157,0.06968641114982578,0.0,0.08710801393728224
