,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
len,1.0,-0.8986615536449514,-0.42005644896315636,-0.11098899047145966,-0.3286166410814474,0.13183598614261527,0.075408339999574,0.4165341096860244,0.20330897364507383,-0.06584783536622991,0.49242288828430675,0.6024540877306505,-0.4003032274100451,-0.3280672341144214,0.24542299000235188,0.02109729582436002,-0.10792297861075482,-0.40152964910649064,0.4195368605020179,0.4271175636117288,0.07589404748545472,-0.9541431342569874,0.12178216653572964,0.23094816565374668,0.0857211386817913,0.12969128704957625,-0.32231431926571474,0.37407841215366905,0.3014097393805456,0.14130128222256486,-0.24389137765804805,-0.1778902932030002,0.3225965874007713,-0.1432763866335913,0.20742375440487176,0.5360237290226837,-0.1089217149916697,-0.013934345499103353,-0.005891276739472108,0.4472331164650667,-0.14956660805990188,-0.3629148592654926,0.17364982834637568,-0.2121788134216493,0.07231438771099556,0.12974178245847015,0.06765113696481637,0.10485678453701835,-0.22403651884773138,-0.206846880253166,-0.8906870310394747
PUNCT,-0.8986615536449514,1.0,0.07907795721291933,0.1926803809672374,0.26650239613211835,-0.2891822245447272,-0.052845231413418084,-0.2042106489275685,-0.5383636894746225,-0.1638148247501168,-0.2642195079907084,-0.5878004492518001,0.44670936125448024,0.540700450083586,-0.25305447444244245,-0.028253191303981896,0.12565596195085418,0.34497254792715165,-0.3444387623411247,-0.2946774084505365,-0.011956833016916555,0.9729507171008069,-0.4047519355139378,-0.5477860807296133,-0.008503201575578451,-0.20273712946793726,0.43441184205114275,-0.0704435627669254,-0.03861316964636396,-0.22440539178691998,-0.0423599899134807,0.31067340914966884,-0.492730387273579,-0.009482221139829656,-0.004639372167686081,-0.484265633755851,0.3085136960584275,0.18296336451792886,0.12838018480276703,-0.20110209606917592,0.015427828360079785,0.2032669623950406,-0.25751095499047655,-0.14654749523143001,0.0119845302468308,-0.2155027401068421,-0.055447727038392486,-0.08295241818752275,0.07968092442089299,0.16278366655012108,0.9826938955077232
AUX,-0.42005644896315636,0.07907795721291933,1.0,-0.032963356577702385,-0.019093105121605634,0.3962604163856176,0.08908619512394156,-0.6534100471265564,0.5788369469895693,0.44470786402525614,-0.4451980488578191,-0.3926716106559892,-0.10009317515450515,-0.009658471433989327,-0.16083292009779412,0.06956464799670443,-0.07841516626070498,0.34616015885063434,-0.5740485485549446,0.05391734791061855,-0.28275276322400306,0.23707096072834782,0.3208537080082868,0.5438246606833984,-0.3232202092816525,0.07125982178991865,-0.06660110984670947,-0.7516633245854993,-0.3961307237627537,0.2377557499563837,0.6147332240203109,-0.3609807494155389,0.2712340672434531,0.507316261877537,-0.048355586997265776,-0.3203369119632231,-0.04049037172368006,-0.35340078072576914,-0.4309014262475079,-0.44767770308279403,0.3723334264792169,0.5305430458765582,0.20526932108543605,0.905031095356416,-0.3807214057796657,0.2119492747865893,0.15213594183673465,-0.1420620409020328,0.1616879347576019,0.3341878935989997,0.08829912332192213
X,-0.11098899047145966,0.1926803809672374,-0.032963356577702385,1.0,-0.06882288770028097,-0.2473828906923407,0.060349352896696316,0.07447176838034067,-0.550920827474399,-0.6166099634192076,0.23675694821249518,-0.07738547149156061,0.38393576850334754,0.28297305296035996,0.12813971567179686,0.32287688600703157,0.17045742437251202,0.029611845540532845,0.054933016992685726,0.17497986824987677,0.2758166767454807,0.20411926689012244,-0.7133251133847943,-0.5675599776953021,0.21328406728134564,0.09288551323718018,-0.009549551964027623,0.02308678578484597,-0.10251500674369393,-0.08902402540815775,0.07164896250952821,-0.29302525292755827,-0.11282008610465591,-0.2041720048664224,0.38669042049465135,0.18420000008438966,0.36846995397931254,-0.08732554720058325,-0.18721988670383982,0.26755207704284023,-0.19230987971474864,-0.03772469128959568,0.20128078459773682,-0.18752612887082243,0.22643821263330424,-0.08784127372872368,-0.1730587355531028,0.2841260785819611,-0.34678260184416476,0.09767606797898801,0.24596598803659808
ADV,-0.3286166410814474,0.26650239613211835,-0.019093105121605634,-0.06882288770028097,1.0,-0.02082030920145429,0.17240848918680415,-0.07641929177957646,-0.0709618118416133,0.07604304310822521,-0.5826236192975268,0.04199041527231557,-0.01934519541664484,-0.06940193323894585,-0.19528330181537185,0.3369050836786382,0.32054309424203953,-0.3294854213210444,-0.08312497662217709,-0.20863541735997748,-0.45593912379624696,0.27826720853908976,0.1796000822117326,-0.10332682010969817,-0.3252839106051887,0.01963797562903345,-0.460911262742428,-0.11114388538805892,-0.5153016797407391,0.2027691199248063,0.2754255513200649,0.3864891445746249,0.31655699049109026,0.05946545207268631,-0.06342287314778998,-0.07467924034572314,-0.033107667853445356,0.345205370687193,0.19527618146493997,-0.5792302127733178,0.3966559846689817,0.4857660087852975,0.4097452628994922,-0.22334597238524176,-0.04545531265225333,-0.12400031030525206,-0.19272726493267495,-0.577829911534389,0.711020815445472,0.4338840031426958,0.2931249283714093
PART,0.13183598614261527,-0.2891822245447272,0.3962604163856176,-0.2473828906923407,-0.02082030920145429,1.0,0.23377844434374423,-0.30298889849427657,0.576135059219661,0.34213760365196866,-0.0744269488994101,0.24943349687036798,-0.2767686233722524,-0.2615311058130771,-0.30764686584193623,-0.0639433931087021,-0.2546367190523395,-0.15777552763712255,-0.1367375771053324,0.15752192991370373,-0.21670442238706053,-0.2169752165636435,0.5073407704249241,0.5594850867279876,-0.6823250441494383,-0.29233129650162953,0.012074598954752524,-0.3439832105531124,-0.3642341498728112,0.4477858097065068,0.36044620752060474,-0.20939591867743157,0.41291558530533823,-0.1004580318259221,0.09474536653400008,-0.2422364190797365,-0.26924827132572804,-0.10807029509155243,0.06276450501956345,-0.10547893326169004,0.7862038845949172,0.37769680248869153,0.5686264987682893,0.4529725745762392,-0.34470692069651715,0.15396815451569457,0.32013953369568077,-0.0028349786062308144,0.4048867195650743,0.561192782215513,-0.29912289289819455
CCONJ,0.075408339999574,-0.052845231413418084,0.08908619512394156,0.060349352896696316,0.17240848918680415,0.23377844434374423,1.0,-0.1358244209478766,0.09135825470322041,-0.5315191968707981,-0.13831936686953886,0.1037717443407477,-0.37344917585387116,0.1439644031028289,0.14749809573546424,0.15895735950350137,0.234841597837679,-0.4860182833688237,-0.36150296654948694,0.5091510135083891,-0.19782004624138091,-0.07787323161168548,0.09548286070859871,0.10007912189481365,-0.1384509622489672,-0.25652164372942476,0.09605768924239498,-0.08951970720823678,-0.45343986085583593,0.8898264327878354,-0.13601801318289355,0.10640603959461742,-0.045966679042800225,-0.19702002959813222,0.3299258372261514,0.1393439104204208,0.333048133590042,0.7174224750508842,-0.10407401347028139,-0.12182338810320716,-0.037111176745901205,0.053783641037721576,0.3141307660044536,0.16603875381074176,-0.12768880878690367,-0.6783910205430939,0.28155005966587,-0.47326701273906013,0.09816006117080653,0.29164195413684774,0.06739242386806317
NOUN,0.4165341096860244,-0.2042106489275685,-0.6534100471265564,0.07447176838034067,-0.07641929177957646,-0.30298889849427657,-0.1358244209478766,1.0,-0.43524358529740137,-0.3999729345112494,0.5085469326747778,0.18970475474124177,-0.1475916015903071,-0.44069765248791043,-0.1892166155121624,-0.053184641074999796,0.4219419269104225,-0.28842213939052663,0.19239402583134574,0.18545655479067716,0.225138172638362,-0.3245707996236963,-0.39490840176103337,-0.4702487681260548,0.49697269200695593,0.010555044750215412,0.020807004367266336,0.6815654771102073,0.4080823376495927,-0.09054035991940457,-0.6571767894389479,0.3714372054517688,0.16804305612786535,-0.28917949665944875,0.09256296961357816,0.2641779379476917,-0.33035005712309673,0.10236693554305132,0.5632171281880138,0.5524066561744077,-0.21623351145918823,-0.4250408889779035,-0.19733527830722347,-0.6280047767807677,0.08158982013185546,0.08689674845393672,-0.4761293994079644,0.2226878658466838,-0.21696160082600874,-0.5302649100449868,-0.22741078116763358
SCONJ,0.20330897364507383,-0.5383636894746225,0.5788369469895693,-0.550920827474399,-0.0709618118416133,0.576135059219661,0.09135825470322041,-0.43524358529740137,1.0,0.6119530169458339,-0.22004447652210604,0.3300736316116467,-0.4279988831898494,-0.4389235425673414,-0.09430964543058047,-0.16434870612269295,-0.08555608870687001,0.004238202750337431,-0.17792511038730896,0.027596175071095186,-0.2641503278478286,-0.39952562079068143,0.8617993318108,0.9835732786557543,-0.41747169019295544,0.019465348738686102,-0.15530334106956098,-0.46647069211429265,-0.2566721313393084,0.3258163837194685,0.32979929533343294,-0.11742523904724768,0.3493531845843871,0.30111177079122897,-0.20578011153627235,-0.22176213160625305,-0.4567046114087037,-0.23184422515417083,-0.30906452330277556,-0.267766751346083,0.30797417896092494,0.13824379834906003,0.2577176114589852,0.7712811772888402,-0.4058043416297698,0.21953787515306694,0.11874375817976154,-0.15490428861551975,0.31535684561541133,0.15641652736056308,-0.5384748046418968
VERB,-0.06584783536622991,-0.1638148247501168,0.44470786402525614,-0.6166099634192076,0.07604304310822521,0.34213760365196866,-0.5315191968707981,-0.3999729345112494,0.6119530169458339,1.0,-0.3123579566011817,-0.08031343005999149,-0.19207285936277155,-0.20160358870777595,-0.20709480866365376,-0.059821683333840005,-0.3347585452250945,0.23340463710016252,0.04425041438225119,-0.3438521963244242,-0.35918209955299685,-0.06475599624730961,0.6101723449328146,0.618524134965913,-0.38041814941010854,0.1894916027271151,-0.33527883063990005,-0.3387254108669356,-0.01822251053101968,-0.25833295871828993,0.5358451759441893,-0.15875449956089396,0.39724912030003173,0.39201287009635943,-0.3757920152637889,-0.2908101425276809,-0.3352628761496565,-0.517527996344107,-0.10846728546330901,-0.37628606117541696,0.49148666173556527,0.4505108832953362,0.078391880961316,0.4018553676458316,-0.2849581536189106,0.6351132752102909,0.13796753271795859,-0.1465537197146301,0.2901582366485277,0.23487952542107635,-0.25138894824545827
