,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,605,0.08099173553719008,0.02975206611570248,0.0,0.06942148760330578,0.01487603305785124,0.04462809917355372,0.18181818181818182,0.07768595041322314,0.21487603305785125,0.07107438016528926,0.01652892561983471,0.10578512396694215,0.011570247933884297,0.03801652892561983,0.008264462809917356,0.04132231404958678,0.001652892561983471,0.001652892561983471,0.0,0.0512396694214876,0.08264462809917356,0.06776859504132231,0.08429752066115702,0.04297520661157025,0.009917355371900827,0.03801652892561983,0.05454545454545454,0.02809917355371901,0.04628099173553719,0.02975206611570248,0.001652892561983471,0.001652892561983471,0.011570247933884297,0.0,0.019834710743801654,0.008264462809917356,0.03801652892561983,0.0,0.06115702479338843,0.001652892561983471,0.009917355371900827,0.003305785123966942,0.013223140495867768,0.06776859504132231,0.01818181818181818,0.001652892561983471,0.013223140495867768,0.06115702479338843,0.001652892561983471,0.07768595041322314
1,621,0.07085346215780998,0.037037037037037035,0.0,0.07729468599033816,0.00644122383252818,0.043478260869565216,0.1996779388083736,0.033816425120772944,0.18518518518518517,0.06924315619967794,0.014492753623188406,0.1288244766505636,0.01610305958132045,0.06924315619967794,0.00966183574879227,0.01932367149758454,0.0,0.00322061191626409,0.0,0.07407407407407407,0.07246376811594203,0.04669887278582931,0.037037037037037035,0.05152979066022544,0.00966183574879227,0.02576489533011272,0.0821256038647343,0.05314009661835749,0.04508856682769726,0.01610305958132045,0.00322061191626409,0.00322061191626409,0.004830917874396135,0.0,0.037037037037037035,0.011272141706924315,0.03542673107890499,0.001610305958132045,0.06602254428341385,0.0,0.01288244766505636,0.0,0.02254428341384863,0.08695652173913043,0.01932367149758454,0.0,0.024154589371980676,0.05636070853462158,0.0,0.06924315619967794
2,662,0.0634441087613293,0.019637462235649546,0.0030211480362537764,0.06797583081570997,0.010574018126888218,0.04682779456193353,0.2084592145015106,0.04380664652567976,0.1933534743202417,0.07401812688821752,0.012084592145015106,0.1404833836858006,0.021148036253776436,0.054380664652567974,0.0075528700906344415,0.04229607250755287,0.0,0.0,0.0,0.061933534743202415,0.07250755287009064,0.04833836858006042,0.0513595166163142,0.04078549848942598,0.0075528700906344415,0.02416918429003021,0.09214501510574018,0.04833836858006042,0.04833836858006042,0.013595166163141994,0.0015105740181268882,0.0015105740181268882,0.006042296072507553,0.0,0.022658610271903322,0.0075528700906344415,0.04833836858006042,0.0,0.06797583081570997,0.0,0.0015105740181268882,0.0,0.012084592145015106,0.08610271903323263,0.03474320241691843,0.0,0.02416918429003021,0.0634441087613293,0.0030211480362537764,0.06042296072507553
3,540,0.08518518518518518,0.016666666666666666,0.0,0.07037037037037037,0.003703703703703704,0.037037037037037035,0.1814814814814815,0.03518518518518519,0.21296296296296297,0.07777777777777778,0.014814814814814815,0.1425925925925926,0.025925925925925925,0.053703703703703705,0.009259259259259259,0.053703703703703705,0.0,0.001851851851851852,0.0,0.07037037037037037,0.08703703703703704,0.03148148148148148,0.03888888888888889,0.04259259259259259,0.009259259259259259,0.03333333333333333,0.07407407407407407,0.03888888888888889,0.037037037037037035,0.014814814814814815,0.003703703703703704,0.001851851851851852,0.012962962962962963,0.001851851851851852,0.027777777777777776,0.020370370370370372,0.03148148148148148,0.0,0.07407407407407407,0.0,0.009259259259259259,0.0,0.007407407407407408,0.08333333333333333,0.03518518518518519,0.0,0.009259259259259259,0.05740740740740741,0.0,0.08148148148148149
4,636,0.07547169811320754,0.02830188679245283,0.0015723270440251573,0.05660377358490566,0.012578616352201259,0.05188679245283019,0.22955974842767296,0.05345911949685535,0.19339622641509435,0.0660377358490566,0.006289308176100629,0.10220125786163523,0.0047169811320754715,0.07075471698113207,0.0110062893081761,0.03459119496855346,0.0,0.0015723270440251573,0.0,0.05660377358490566,0.07547169811320754,0.06289308176100629,0.06132075471698113,0.05188679245283019,0.0031446540880503146,0.020440251572327043,0.07075471698113207,0.0330188679245283,0.050314465408805034,0.0110062893081761,0.0,0.0,0.0110062893081761,0.0,0.04874213836477988,0.0015723270440251573,0.04716981132075472,0.0,0.05817610062893082,0.0,0.009433962264150943,0.0,0.01729559748427673,0.09748427672955975,0.025157232704402517,0.0,0.014150943396226415,0.055031446540880505,0.0,0.07075471698113207
5,610,0.08360655737704918,0.02459016393442623,0.0,0.07377049180327869,0.00819672131147541,0.03114754098360656,0.1901639344262295,0.05573770491803279,0.2098360655737705,0.07049180327868852,0.011475409836065573,0.12950819672131147,0.009836065573770493,0.05901639344262295,0.006557377049180328,0.04918032786885246,0.0,0.001639344262295082,0.0,0.05573770491803279,0.08032786885245902,0.060655737704918035,0.05573770491803279,0.04918032786885246,0.011475409836065573,0.03114754098360656,0.07704918032786885,0.040983606557377046,0.03114754098360656,0.011475409836065573,0.003278688524590164,0.001639344262295082,0.00819672131147541,0.001639344262295082,0.029508196721311476,0.006557377049180328,0.02459016393442623,0.0,0.06557377049180328,0.003278688524590164,0.006557377049180328,0.0,0.01639344262295082,0.07704918032786885,0.027868852459016394,0.004918032786885246,0.01639344262295082,0.06557377049180328,0.0,0.07868852459016394
6,591,0.07952622673434856,0.02030456852791878,0.001692047377326565,0.06937394247038917,0.021996615905245348,0.030456852791878174,0.23519458544839256,0.04568527918781726,0.18612521150592218,0.06937394247038917,0.011844331641285956,0.11505922165820642,0.023688663282571912,0.06598984771573604,0.011844331641285956,0.04060913705583756,0.0,0.00338409475465313,0.0,0.05583756345177665,0.0829103214890017,0.06091370558375635,0.050761421319796954,0.023688663282571912,0.00338409475465313,0.02030456852791878,0.07614213197969544,0.07106598984771574,0.028764805414551606,0.01015228426395939,0.00338409475465313,0.00338409475465313,0.00676818950930626,0.0,0.038917089678511,0.011844331641285956,0.028764805414551606,0.001692047377326565,0.06598984771573604,0.0,0.00676818950930626,0.001692047377326565,0.01353637901861252,0.09137055837563451,0.018612521150592216,0.0,0.01353637901861252,0.07106598984771574,0.001692047377326565,0.08121827411167512
7,557,0.09515260323159784,0.03231597845601436,0.0,0.07001795332136446,0.00718132854578097,0.05385996409335727,0.17773788150807898,0.059245960502693,0.17773788150807898,0.07899461400359066,0.01436265709156194,0.12926391382405744,0.01615798922800718,0.05565529622980251,0.010771992818671455,0.03770197486535009,0.0,0.003590664272890485,0.0,0.07899461400359066,0.0933572710951526,0.059245960502693,0.06822262118491922,0.03411131059245961,0.010771992818671455,0.01436265709156194,0.06463195691202872,0.03411131059245961,0.05026929982046679,0.012567324955116697,0.0,0.0,0.01436265709156194,0.0,0.01615798922800718,0.010771992818671455,0.05745062836624776,0.0,0.06463195691202872,0.0,0.00718132854578097,0.003590664272890485,0.02154398563734291,0.06283662477558348,0.02333931777378815,0.0,0.00718132854578097,0.05385996409335727,0.0,0.0843806104129264
8,632,0.07278481012658228,0.02531645569620253,0.0,0.0680379746835443,0.00949367088607595,0.04113924050632911,0.1819620253164557,0.05221518987341772,0.18670886075949367,0.06487341772151899,0.014240506329113924,0.14240506329113925,0.012658227848101266,0.07278481012658228,0.012658227848101266,0.0379746835443038,0.0,0.0015822784810126582,0.0,0.0680379746835443,0.07436708860759493,0.06487341772151899,0.056962025316455694,0.06329113924050633,0.007911392405063292,0.022151898734177215,0.07436708860759493,0.03955696202531646,0.04430379746835443,0.015822784810126583,0.0,0.0015822784810126582,0.011075949367088608,0.0,0.030063291139240507,0.004746835443037975,0.04113924050632911,0.0,0.061708860759493674,0.0015822784810126582,0.006329113924050633,0.0,0.012658227848101266,0.08386075949367089,0.022151898734177215,0.0015822784810126582,0.012658227848101266,0.05379746835443038,0.0,0.07120253164556962
9,694,0.06484149855907781,0.023054755043227664,0.0,0.09510086455331412,0.011527377521613832,0.056195965417867436,0.15706051873198848,0.05763688760806916,0.2017291066282421,0.07780979827089338,0.005763688760806916,0.1440922190201729,0.007204610951008645,0.05475504322766571,0.01440922190201729,0.04610951008645533,0.0,0.0,0.0,0.06051873198847262,0.06772334293948126,0.05763688760806916,0.06484149855907781,0.043227665706051875,0.007204610951008645,0.0345821325648415,0.07492795389048991,0.03314121037463977,0.05043227665706052,0.011527377521613832,0.002881844380403458,0.002881844380403458,0.010086455331412104,0.001440922190201729,0.024495677233429394,0.002881844380403458,0.037463976945244955,0.0,0.07492795389048991,0.0,0.010086455331412104,0.002881844380403458,0.012968299711815562,0.07060518731988473,0.012968299711815562,0.0,0.018731988472622477,0.08501440922190202,0.0,0.06340057636887608
