,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,1339,0.035847647498132934,0.022404779686333084,0.0,0.05675877520537715,0.019417475728155338,0.04705003734129948,0.24645257654966393,0.043315907393577296,0.19342793129200897,0.07169529499626587,0.0007468259895444362,0.1075429424943988,0.012696041822255415,0.08513816280806571,0.011202389843166542,0.039581777445855115,0.0,0.0014936519790888724,0.070201643017177,0.033607169529499624,0.0537714712471994,0.04779686333084392,0.061239731142643763,0.0,0.008961911874533234,0.027632561613144136,0.07841672890216579,0.05601194921583271,0.0,0.04705003734129948,0.027632561613144136,0.002987303958177745,0.0037341299477221808,0.020164301717699777,0.0,0.05601194921583271,0.008215085884988798,0.04630321135175504,0.0007468259895444362,0.06870799103808813,0.0014936519790888724,0.010455563853622106,0.0,0.002987303958177745,0.01194921583271098,0.0642270351008215,0.02389843166542196,0.0,0.021657953696788648,0.05675877520537715,0.0007468259895444362,0.03435399551904406
1,1092,0.04395604395604396,0.029304029304029304,0.0,0.04395604395604396,0.020146520146520148,0.05952380952380952,0.25,0.04304029304029304,0.19963369963369965,0.07326007326007326,0.0027472527472527475,0.10531135531135531,0.010073260073260074,0.06684981684981685,0.01098901098901099,0.023809523809523808,0.0009157509157509158,0.0009157509157509158,0.07142857142857142,0.04120879120879121,0.05311355311355311,0.048534798534798536,0.048534798534798536,0.0009157509157509158,0.01098901098901099,0.031135531135531136,0.08699633699633699,0.07234432234432235,0.0,0.057692307692307696,0.016483516483516484,0.0018315018315018315,0.0,0.021062271062271064,0.0009157509157509158,0.03571428571428571,0.00641025641025641,0.0521978021978022,0.0018315018315018315,0.07051282051282051,0.0009157509157509158,0.01098901098901099,0.0,0.0018315018315018315,0.016483516483516484,0.0641025641025641,0.020146520146520148,0.0,0.026556776556776556,0.04945054945054945,0.0,0.04304029304029304
2,1454,0.0343878954607978,0.02269601100412655,0.0,0.054332874828060526,0.01581843191196699,0.05983493810178817,0.26822558459422285,0.033012379642365884,0.1657496561210454,0.07427785419532325,0.002751031636863824,0.10178817056396149,0.009628610729023384,0.09834938101788171,0.011004126547455296,0.035075653370013754,0.0,0.002751031636863824,0.06740027510316368,0.030949105914718018,0.04745529573590096,0.03645116918844567,0.059147180192572216,0.000687757909215956,0.0041265474552957355,0.030949105914718018,0.0921595598349381,0.061898211829436035,0.0,0.059147180192572216,0.02063273727647868,0.000687757909215956,0.001375515818431912,0.02063273727647868,0.0020632737276478678,0.06808803301237965,0.0068775790921595595,0.05639614855570839,0.0,0.07290233837689133,0.000687757909215956,0.008253094910591471,0.0,0.0,0.013755158184319119,0.07221458046767538,0.011004126547455296,0.001375515818431912,0.016506189821182942,0.052269601100412656,0.000687757909215956,0.0343878954607978
3,1336,0.0344311377245509,0.02470059880239521,0.0,0.059880239520958084,0.008982035928143712,0.050149700598802395,0.25149700598802394,0.05389221556886228,0.20059880239520958,0.061377245508982034,0.0029940119760479044,0.09880239520958084,0.010479041916167664,0.0845808383233533,0.014970059880239521,0.03817365269461078,0.0,0.0007485029940119761,0.07335329341317365,0.0344311377245509,0.06062874251497006,0.05538922155688623,0.059880239520958084,0.0,0.0037425149700598802,0.030688622754491017,0.0718562874251497,0.06736526946107785,0.0007485029940119761,0.051646706586826345,0.023952095808383235,0.0014970059880239522,0.004491017964071856,0.023203592814371257,0.0014970059880239522,0.06212574850299401,0.0037425149700598802,0.04565868263473054,0.0,0.059880239520958084,0.0029940119760479044,0.01122754491017964,0.0,0.0014970059880239522,0.011976047904191617,0.061377245508982034,0.02470059880239521,0.0,0.01122754491017964,0.04940119760479042,0.0014970059880239522,0.0344311377245509
4,1314,0.03424657534246575,0.02359208523592085,0.0,0.0639269406392694,0.0136986301369863,0.04642313546423135,0.2511415525114155,0.0426179604261796,0.1902587519025875,0.0669710806697108,0.00228310502283105,0.11339421613394216,0.00532724505327245,0.0852359208523592,0.01141552511415525,0.0334855403348554,0.0,0.00076103500761035,0.0669710806697108,0.03424657534246575,0.05403348554033485,0.0471841704718417,0.06925418569254185,0.0,0.0060882800608828,0.03272450532724505,0.08904109589041095,0.0624048706240487,0.00076103500761035,0.0426179604261796,0.0243531202435312,0.00076103500761035,0.00228310502283105,0.0136986301369863,0.0,0.06012176560121765,0.0045662100456621,0.0517503805175038,0.00076103500761035,0.06621004566210045,0.0015220700152207,0.01141552511415525,0.0,0.00076103500761035,0.01141552511415525,0.0654490106544901,0.015220700152207,0.0015220700152207,0.02054794520547945,0.0624048706240487,0.0,0.03424657534246575
5,1402,0.037089871611982884,0.018544935805991442,0.0007132667617689016,0.05777460770328103,0.007132667617689016,0.052781740370898715,0.2631954350927247,0.04065620542082739,0.1804564907275321,0.06419400855920114,0.0028530670470756064,0.09343794579172611,0.04065620542082739,0.08273894436519258,0.011412268188302425,0.028530670470756064,0.0,0.0007132667617689016,0.06348074179743224,0.03281027104136947,0.04850213980028531,0.0442225392296719,0.06134094151212553,0.0,0.007132667617689016,0.03495007132667618,0.0898716119828816,0.07203994293865906,0.0,0.05492154065620542,0.017118402282453638,0.0007132667617689016,0.0007132667617689016,0.020684736091298145,0.0,0.06419400855920114,0.018544935805991442,0.05492154065620542,0.0,0.06348074179743224,0.003566333808844508,0.007845934379457917,0.0,0.0,0.009272467902995721,0.07061340941512126,0.018544935805991442,0.0014265335235378032,0.016405135520684736,0.049215406562054205,0.0,0.03281027104136947
6,1737,0.028209556706966035,0.024179620034542316,0.0,0.042026482440990214,0.010362694300518135,0.06102475532527346,0.28612550374208406,0.03626943005181347,0.19055843408175013,0.061600460564191134,0.0034542314335060447,0.10132412204951065,0.00978698906160046,0.0846286701208981,0.012089810017271158,0.033966609096142776,0.0,0.0017271157167530224,0.05641911341393207,0.027058146229130685,0.0535405872193437,0.03857225100748417,0.06390328151986183,0.0005757052389176742,0.0069084628670120895,0.03454231433506045,0.09326424870466321,0.06620610247553253,0.0,0.06217616580310881,0.03511801957397812,0.0011514104778353484,0.002302820955670697,0.027058146229130685,0.0005757052389176742,0.059873344847438115,0.004605641911341394,0.06505469199769717,0.0,0.05872193436960276,0.002302820955670697,0.008059873344847437,0.0,0.0011514104778353484,0.012665515256188831,0.06850892343120323,0.018998272884283247,0.002302820955670697,0.017846862406447898,0.03511801957397812,0.0005757052389176742,0.027058146229130685
7,1267,0.04104183109707971,0.027624309392265192,0.0,0.056827150749802685,0.011049723756906077,0.04656669297553275,0.265982636148382,0.036306235201262825,0.1910023677979479,0.06471981057616416,0.0015785319652722968,0.10418310970797158,0.007892659826361484,0.08760852407261246,0.007103393843725336,0.030781373322809787,0.0,0.0015785319652722968,0.0702446724546172,0.037884767166535126,0.0473559589581689,0.0473559589581689,0.05840568271507498,0.0,0.003946329913180742,0.03314917127071823,0.08366219415943173,0.07419100236779795,0.0007892659826361484,0.04814522494080505,0.022099447513812154,0.0023677979479084454,0.0007892659826361484,0.018942383583267563,0.0007892659826361484,0.05130228887134965,0.004735595895816891,0.050513022888713496,0.0,0.05998421468034728,0.0023677979479084454,0.010260457774269928,0.0,0.0015785319652722968,0.016574585635359115,0.08129439621152329,0.018153117600631413,0.0015785319652722968,0.02367797947908445,0.04814522494080505,0.0015785319652722968,0.03867403314917127
8,1175,0.03914893617021276,0.02553191489361702,0.0,0.05276595744680851,0.007659574468085106,0.05106382978723404,0.2663829787234043,0.028085106382978724,0.19063829787234043,0.07574468085106383,0.006808510638297872,0.1046808510638298,0.010212765957446808,0.0774468085106383,0.013617021276595745,0.03574468085106383,0.0,0.002553191489361702,0.07574468085106383,0.03914893617021276,0.04595744680851064,0.033191489361702124,0.06382978723404255,0.0,0.006808510638297872,0.028085106382978724,0.08680851063829788,0.06127659574468085,0.0,0.04851063829787234,0.02723404255319149,0.005106382978723404,0.003404255319148936,0.029787234042553193,0.001702127659574468,0.05702127659574468,0.002553191489361702,0.04170212765957447,0.0,0.07148936170212766,0.002553191489361702,0.01276595744680851,0.0,0.003404255319148936,0.015319148936170212,0.06553191489361702,0.022127659574468085,0.001702127659574468,0.01872340425531915,0.03659574468085106,0.000851063829787234,0.03914893617021276
9,1264,0.037183544303797465,0.03243670886075949,0.0,0.06329113924050633,0.01819620253164557,0.05063291139240506,0.22626582278481014,0.043512658227848104,0.20174050632911392,0.05617088607594937,0.0015822784810126582,0.1281645569620253,0.007911392405063292,0.07753164556962025,0.012658227848101266,0.03955696202531646,0.0,0.0007911392405063291,0.0759493670886076,0.03560126582278481,0.0490506329113924,0.0490506329113924,0.06408227848101265,0.0,0.007120253164556962,0.030063291139240507,0.06645569620253164,0.048259493670886076,0.0,0.05063291139240506,0.03164556962025317,0.0015822784810126582,0.0015822784810126582,0.01740506329113924,0.0007911392405063291,0.051424050632911396,0.005537974683544304,0.0490506329113924,0.0,0.05063291139240506,0.0031645569620253164,0.010284810126582278,0.0007911392405063291,0.0023734177215189874,0.01977848101265823,0.0680379746835443,0.02531645569620253,0.0,0.030854430379746837,0.06329113924050633,0.0,0.037183544303797465
