,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
0,1155,0.04588744588744589,0.03116883116883117,0.0,0.10476190476190476,0.017316017316017316,0.070995670995671,0.2,0.04329004329004329,0.1974025974025974,0.05108225108225108,0.015584415584415584,0.09956709956709957,0.013852813852813853,0.07445887445887446,0.022510822510822513,0.024242424242424242,0.0,0.0025974025974025974,0.07965367965367966,0.03982683982683983,0.050216450216450215,0.047619047619047616,0.03896103896103896,0.003463203463203463,0.03116883116883117,0.07272727272727272,0.03722943722943723,0.0,0.07272727272727272,0.022510822510822513,0.005194805194805195,0.004329004329004329,0.023376623376623377,0.0,0.03896103896103896,0.007792207792207792,0.0632034632034632,0.0,0.048484848484848485,0.0008658008658008658,0.01471861471861472,0.0,0.003463203463203463,0.012121212121212121,0.05454545454545454,0.022510822510822513,0.0,0.0,0.024242424242424242,0.08744588744588745,0.0,0.04329004329004329
1,1182,0.04483925549915398,0.02284263959390863,0.0008460236886632825,0.08037225042301184,0.00676818950930626,0.06175972927241963,0.21996615905245348,0.04230118443316413,0.19796954314720813,0.06683587140439932,0.011844331641285956,0.11421319796954314,0.016074450084602367,0.08460236886632826,0.015228426395939087,0.02284263959390863,0.0,0.001692047377326565,0.08967851099830795,0.04060913705583756,0.04060913705583756,0.049069373942470386,0.02961082910321489,0.00676818950930626,0.03468697123519458,0.07614213197969544,0.05499153976311337,0.001692047377326565,0.06260575296108291,0.02030456852791878,0.0025380710659898475,0.0025380710659898475,0.02707275803722504,0.0,0.0532994923857868,0.01015228426395939,0.05245346869712352,0.0,0.0583756345177665,0.001692047377326565,0.00676818950930626,0.0,0.0008460236886632825,0.016074450084602367,0.06006768189509306,0.01692047377326565,0.0,0.0008460236886632825,0.028764805414551606,0.06937394247038917,0.0025380710659898475,0.04314720812182741
2,1328,0.039909638554216864,0.0286144578313253,0.0,0.0911144578313253,0.012801204819277108,0.05798192771084337,0.20105421686746988,0.050451807228915665,0.19954819277108435,0.07153614457831325,0.01355421686746988,0.1091867469879518,0.012048192771084338,0.0783132530120482,0.015060240963855422,0.023343373493975902,0.0,0.0007530120481927711,0.06551204819277108,0.036897590361445784,0.06099397590361446,0.05572289156626506,0.036897590361445784,0.0037650602409638554,0.02635542168674699,0.0783132530120482,0.0391566265060241,0.0,0.060240963855421686,0.021837349397590362,0.0030120481927710845,0.004518072289156626,0.02710843373493976,0.0007530120481927711,0.04442771084337349,0.008283132530120483,0.051957831325301206,0.0007530120481927711,0.06400602409638555,0.004518072289156626,0.011295180722891566,0.0,0.0015060240963855422,0.01882530120481928,0.06325301204819277,0.02635542168674699,0.0,0.0015060240963855422,0.02033132530120482,0.08132530120481928,0.0015060240963855422,0.039909638554216864
3,1196,0.04431438127090301,0.03177257525083612,0.0,0.0802675585284281,0.019230769230769232,0.06939799331103678,0.2148829431438127,0.04180602006688963,0.1931438127090301,0.07775919732441472,0.011705685618729096,0.10033444816053512,0.005016722408026756,0.06521739130434782,0.00919732441471572,0.03260869565217391,0.0008361204013377926,0.002508361204013378,0.07023411371237458,0.04180602006688963,0.039297658862876256,0.047658862876254184,0.048494983277591976,0.010033444816053512,0.0225752508361204,0.07107023411371237,0.05100334448160535,0.0016722408026755853,0.07107023411371237,0.0225752508361204,0.0016722408026755853,0.0008361204013377926,0.01588628762541806,0.0,0.030100334448160536,0.002508361204013378,0.061036789297658864,0.0,0.07190635451505016,0.0033444816053511705,0.01254180602006689,0.0,0.0033444816053511705,0.01839464882943144,0.052675585284280936,0.027591973244147156,0.0,0.0,0.025919732441471572,0.08277591973244147,0.0033444816053511705,0.043478260869565216
4,1348,0.04154302670623145,0.032640949554896145,0.0,0.09940652818991098,0.014094955489614243,0.07270029673590504,0.21068249258160238,0.03857566765578635,0.18323442136498516,0.0586053412462908,0.009643916913946587,0.11350148367952523,0.009643916913946587,0.07863501483679525,0.019287833827893175,0.03115727002967359,0.0,0.004451038575667656,0.07270029673590504,0.03635014836795252,0.04747774480712166,0.04228486646884273,0.04599406528189911,0.004451038575667656,0.030415430267062313,0.06676557863501484,0.04451038575667656,0.0,0.07937685459940653,0.018545994065281898,0.001483679525222552,0.001483679525222552,0.02225519287833828,0.0,0.04228486646884273,0.004451038575667656,0.06305637982195846,0.000741839762611276,0.05415430267062315,0.002225519287833828,0.010385756676557863,0.0,0.002225519287833828,0.022997032640949554,0.05934718100890208,0.016320474777448073,0.0,0.0,0.026706231454005934,0.08382789317507418,0.002225519287833828,0.040059347181008904
5,947,0.04963041182682154,0.03167898627243928,0.0,0.08764519535374868,0.009503695881731784,0.07391763463569166,0.21752903907074975,0.03695881731784583,0.1700105596620908,0.061246040126715945,0.013727560718057022,0.10242872228088701,0.021119324181626188,0.08130939809926083,0.013727560718057022,0.02006335797254488,0.0,0.0021119324181626186,0.08553326293558607,0.04963041182682154,0.04012671594508976,0.044350580781414996,0.04751847940865892,0.009503695881731784,0.025343189017951427,0.08130939809926083,0.061246040126715945,0.0,0.07180570221752904,0.014783526927138331,0.006335797254487857,0.0021119324181626186,0.01583949313621964,0.0,0.03907074973600845,0.014783526927138331,0.06019007391763464,0.0010559662090813093,0.0559662090813094,0.005279831045406547,0.006335797254487857,0.0010559662090813093,0.0010559662090813093,0.021119324181626188,0.03695881731784583,0.023231256599788808,0.0,0.0,0.02006335797254488,0.06969376979936642,0.0010559662090813093,0.05174234424498416
6,1206,0.03980099502487562,0.03814262023217247,0.0,0.10364842454394693,0.01658374792703151,0.06550580431177445,0.1932006633499171,0.04975124378109453,0.1890547263681592,0.05804311774461028,0.011608623548922056,0.10696517412935323,0.00912106135986733,0.07296849087893864,0.020729684908789386,0.022388059701492536,0.0,0.0008291873963515755,0.06882255389718077,0.0406301824212272,0.05140961857379768,0.05472636815920398,0.04560530679933665,0.004975124378109453,0.029850746268656716,0.08540630182421227,0.04477611940298507,0.0,0.06716417910447761,0.020729684908789386,0.0024875621890547263,0.001658374792703151,0.01990049751243781,0.0,0.03233830845771144,0.004975124378109453,0.05306799336650083,0.0,0.05472636815920398,0.0008291873963515755,0.01824212271973466,0.0,0.0024875621890547263,0.02155887230514096,0.05555555555555555,0.026533996683250415,0.0,0.0,0.01658374792703151,0.09038142620232173,0.0008291873963515755,0.03980099502487562
7,1127,0.049689440993788817,0.027506654835847383,0.0,0.10115350488021295,0.008873114463176575,0.06299911268855368,0.19520851818988466,0.043478260869565216,0.2067435669920142,0.055900621118012424,0.022182786157941437,0.1126885536823425,0.01774622892635315,0.06921029281277728,0.01685891748003549,0.024844720496894408,0.0,0.00354924578527063,0.07985803016858918,0.04525288376220053,0.05767524401064774,0.049689440993788817,0.030168589174800354,0.0044365572315882874,0.030168589174800354,0.07187222715173026,0.03904170363797693,0.0,0.06654835847382432,0.015971606033717833,0.005323868677905945,0.0026619343389529724,0.019520851818988466,0.0,0.03904170363797693,0.01064773735581189,0.05767524401064774,0.0,0.050576752440106475,0.0,0.007985803016858917,0.0,0.001774622892635315,0.019520851818988466,0.08074534161490683,0.019520851818988466,0.0,0.0,0.022182786157941437,0.08074534161490683,0.0,0.04614019520851819
8,1230,0.04552845528455285,0.030894308943089432,0.0,0.09674796747967479,0.015447154471544716,0.08455284552845528,0.2008130081300813,0.04552845528455285,0.17479674796747968,0.052845528455284556,0.012195121951219513,0.0983739837398374,0.013008130081300813,0.0910569105691057,0.02032520325203252,0.032520325203252036,0.0,0.0,0.06016260162601626,0.04227642276422764,0.05121951219512195,0.05365853658536585,0.04065040650406504,0.008130081300813009,0.02113821138211382,0.06504065040650407,0.05040650406504065,0.0,0.08617886178861789,0.01951219512195122,0.0016260162601626016,0.0008130081300813008,0.01951219512195122,0.0008130081300813008,0.041463414634146344,0.00975609756097561,0.07317073170731707,0.0008130081300813008,0.046341463414634146,0.0016260162601626016,0.011382113821138212,0.0,0.0040650406504065045,0.02113821138211382,0.06097560975609756,0.01869918699186992,0.0008130081300813008,0.0,0.013821138211382113,0.07804878048780488,0.0,0.04390243902439024
9,1073,0.045666356011183594,0.035414725069897485,0.0,0.08760484622553588,0.010251630941286114,0.05871388630009319,0.18546132339235788,0.05032618825722274,0.20130475302889095,0.05591798695246971,0.013979496738117428,0.12488350419384903,0.0130475302889096,0.07642124883504194,0.0195712954333644,0.03168685927306617,0.0,0.001863932898415657,0.08760484622553588,0.04380242311276794,0.047530288909599254,0.05312208760484623,0.04193849021435228,0.007455731593662628,0.032618825722273995,0.06057781919850885,0.03727865796831314,0.0,0.05778191985088537,0.0195712954333644,0.0027958993476234857,0.0027958993476234857,0.0260950605778192,0.0,0.032618825722273995,0.008387698042870456,0.05125815470643057,0.0009319664492078285,0.05312208760484623,0.0027958993476234857,0.011183597390493943,0.0,0.0009319664492078285,0.022367194780987885,0.07082945013979497,0.0260950605778192,0.0,0.0,0.03075489282385834,0.07082945013979497,0.0,0.04380242311276794
