,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,913,0.05366922234392114,0.03723986856516977,0.06133625410733844,0.017524644030668127,0.04381161007667032,0.23548740416210295,0.04819277108433735,0.1982475355969332,0.05366922234392114,0.007667031763417305,0.13253012048192772,0.009857612267250822,0.0624315443592552,0.009857612267250822,0.04819277108433735,0.001095290251916758,0.0,0.07228915662650602,0.04928806133625411,0.056955093099671415,0.056955093099671415,0.044906900328587074,0.001095290251916758,0.0065717415115005475,0.023001095290251915,0.08214676889375684,0.04819277108433735,0.0,0.0416210295728368,0.024096385542168676,0.002190580503833516,0.0,0.02190580503833516,0.0,0.040525739320920046,0.0065717415115005475,0.03504928806133625,0.0,0.04819277108433735,0.007667031763417305,0.01642935377875137,0.00547645125958379,0.01642935377875137,0.0700985761226725,0.025191675794085433,0.0032858707557502738,0.02628696604600219,0.056955093099671415,0.0,0.05147864184008762
1,905,0.051933701657458566,0.030939226519337018,0.061878453038674036,0.023204419889502764,0.057458563535911604,0.2276243093922652,0.03867403314917127,0.1867403314917127,0.07292817679558011,0.008839779005524863,0.1138121546961326,0.011049723756906077,0.06961325966850829,0.016574585635359115,0.03535911602209945,0.0022099447513812156,0.0,0.0707182320441989,0.05082872928176796,0.04419889502762431,0.04419889502762431,0.045303867403314914,0.0,0.011049723756906077,0.03314917127071823,0.09060773480662983,0.04751381215469613,0.0,0.057458563535911604,0.01878453038674033,0.0022099447513812156,0.0,0.02430939226519337,0.0011049723756906078,0.032044198895027624,0.0066298342541436465,0.04419889502762431,0.0,0.06961325966850829,0.004419889502762431,0.0066298342541436465,0.009944751381215469,0.019889502762430938,0.06850828729281767,0.016574585635359115,0.0,0.020994475138121547,0.05303867403314917,0.0,0.051933701657458566
2,934,0.05246252676659529,0.023554603854389723,0.06209850107066381,0.011777301927194861,0.06316916488222699,0.24411134903640258,0.04925053533190578,0.19700214132762311,0.057815845824411134,0.006423982869379015,0.09314775160599571,0.0032119914346895075,0.08458244111349036,0.010706638115631691,0.0417558886509636,0.0021413276231263384,0.0,0.07494646680942184,0.04925053533190578,0.06638115631691649,0.061027837259100645,0.05460385438972163,0.0,0.0032119914346895075,0.027837259100642397,0.061027837259100645,0.043897216274089934,0.0,0.059957173447537475,0.018201284796573874,0.0010706638115631692,0.0010706638115631692,0.02569593147751606,0.0,0.057815845824411134,0.0021413276231263384,0.05460385438972163,0.0,0.048179871520342615,0.0021413276231263384,0.010706638115631691,0.0010706638115631692,0.013918629550321198,0.059957173447537475,0.017130620985010708,0.0010706638115631692,0.018201284796573874,0.058886509635974305,0.0,0.05139186295503212
3,901,0.049944506104328525,0.022197558268590455,0.06548279689234185,0.01553829078801332,0.05216426193118757,0.2541620421753607,0.03440621531631521,0.18867924528301888,0.06326304106548279,0.006659267480577136,0.11431742508324085,0.00776914539400666,0.0732519422863485,0.01220865704772475,0.042175360710321866,0.0011098779134295228,0.0,0.07214206437291898,0.051054384017758046,0.03773584905660377,0.03662597114317425,0.05438401775804662,0.0,0.008879023307436182,0.04550499445061043,0.06548279689234185,0.07547169811320754,0.0,0.051054384017758046,0.021087680355160933,0.0011098779134295228,0.0,0.01553829078801332,0.0,0.04772475027746948,0.006659267480577136,0.041065482796892344,0.0,0.06104328523862375,0.003329633740288568,0.008879023307436182,0.003329633740288568,0.014428412874583796,0.06992230854605994,0.018867924528301886,0.0011098779134295228,0.021087680355160933,0.06104328523862375,0.0,0.049944506104328525
4,1124,0.04092526690391459,0.03558718861209965,0.0693950177935943,0.014234875444839857,0.05338078291814947,0.2491103202846975,0.0498220640569395,0.17882562277580072,0.054270462633451956,0.0026690391459074734,0.08718861209964412,0.006227758007117438,0.10498220640569395,0.013345195729537367,0.03469750889679715,0.005338078291814947,0.0,0.06138790035587188,0.04092526690391459,0.05693950177935943,0.05782918149466192,0.05604982206405694,0.0,0.008896797153024912,0.02224199288256228,0.07473309608540925,0.05871886120996441,0.0017793594306049821,0.051601423487544484,0.018683274021352312,0.004448398576512456,0.004448398576512456,0.020462633451957295,0.0,0.06583629893238434,0.006227758007117438,0.05604982206405694,0.0,0.04893238434163701,0.0,0.01601423487544484,0.0035587188612099642,0.019572953736654804,0.06138790035587188,0.015124555160142349,0.0,0.012455516014234875,0.060498220640569395,0.0,0.04181494661921708
5,908,0.053964757709251104,0.034140969162995596,0.06607929515418502,0.011013215859030838,0.05506607929515418,0.23458149779735682,0.03303964757709251,0.18502202643171806,0.053964757709251104,0.0022026431718061676,0.12004405286343613,0.004405286343612335,0.0881057268722467,0.015418502202643172,0.02753303964757709,0.005506607929515419,0.0,0.07048458149779736,0.05066079295154185,0.048458149779735685,0.037444933920704845,0.06387665198237885,0.0,0.006607929515418502,0.02643171806167401,0.07378854625550661,0.040748898678414094,0.0,0.053964757709251104,0.031938325991189426,0.0011013215859030838,0.0011013215859030838,0.00881057268722467,0.0011013215859030838,0.046255506607929514,0.004405286343612335,0.06277533039647577,0.0022026431718061676,0.05286343612334802,0.005506607929515419,0.013215859030837005,0.0022026431718061676,0.014317180616740088,0.07488986784140969,0.024229074889867842,0.0011013215859030838,0.019823788546255508,0.05506607929515418,0.003303964757709251,0.05286343612334802
6,1044,0.044061302681992334,0.032567049808429116,0.05172413793103448,0.018199233716475097,0.07088122605363985,0.25766283524904215,0.02681992337164751,0.1781609195402299,0.06130268199233716,0.005747126436781609,0.1053639846743295,0.008620689655172414,0.07854406130268199,0.008620689655172414,0.027777777777777776,0.0009578544061302681,0.0,0.07567049808429119,0.04310344827586207,0.03065134099616858,0.033524904214559385,0.06130268199233716,0.0,0.0009578544061302681,0.022030651340996167,0.07279693486590039,0.07279693486590039,0.0,0.06800766283524905,0.027777777777777776,0.0,0.0,0.03639846743295019,0.0,0.0421455938697318,0.006704980842911878,0.06130268199233716,0.0,0.05938697318007663,0.0028735632183908046,0.016283524904214558,0.0028735632183908046,0.017241379310344827,0.06321839080459771,0.0210727969348659,0.0,0.02490421455938697,0.05651340996168582,0.0,0.04310344827586207
7,951,0.0473186119873817,0.03470031545741325,0.07465825446898001,0.014721345951629864,0.050473186119873815,0.22923238696109358,0.04416403785488959,0.18506834910620398,0.07045215562565721,0.005257623554153523,0.09674027339642481,0.008412197686645636,0.0904311251314406,0.014721345951629864,0.031545741324921134,0.002103049421661409,0.0010515247108307045,0.06203995793901157,0.0473186119873817,0.03890641430073607,0.05362776025236593,0.050473186119873815,0.0,0.011566771819137749,0.03890641430073607,0.07570977917981073,0.054679284963196635,0.0,0.05152471083070452,0.026288117770767613,0.0010515247108307045,0.0031545741324921135,0.02103049421661409,0.0,0.04942166140904311,0.004206098843322818,0.05152471083070452,0.0,0.06203995793901157,0.0010515247108307045,0.013669821240799159,0.004206098843322818,0.019978969505783387,0.06729758149316509,0.014721345951629864,0.0,0.012618296529968454,0.06519453207150368,0.0010515247108307045,0.0473186119873817
8,1085,0.04331797235023042,0.023963133640552997,0.06175115207373272,0.014746543778801843,0.06820276497695853,0.2626728110599078,0.03870967741935484,0.17327188940092167,0.07004608294930875,0.011981566820276499,0.0912442396313364,0.014746543778801843,0.07096774193548387,0.011059907834101382,0.04055299539170507,0.0027649769585253456,0.0,0.07188940092165899,0.04331797235023042,0.03963133640552995,0.04423963133640553,0.05714285714285714,0.0,0.0018433179723502304,0.025806451612903226,0.07465437788018434,0.0663594470046083,0.0,0.06543778801843318,0.026728110599078342,0.0018433179723502304,0.004608294930875576,0.014746543778801843,0.0,0.054377880184331796,0.011059907834101382,0.053456221198156684,0.0,0.06728110599078341,0.005529953917050691,0.011981566820276499,0.004608294930875576,0.013824884792626729,0.05161290322580645,0.017511520737327188,0.0,0.01566820276497696,0.05806451612903226,0.0,0.0423963133640553
9,1079,0.042632066728452274,0.03521779425393883,0.05931417979610751,0.015755329008341055,0.061167747914735865,0.23076923076923078,0.03985171455050973,0.1872103799814643,0.057460611677479144,0.006487488415199258,0.11862835959221502,0.012048192771084338,0.08063021316033364,0.015755329008341055,0.03429101019462465,0.0009267840593141798,0.0,0.07506950880444857,0.042632066728452274,0.03985171455050973,0.04170528266913809,0.05375347544022243,0.0009267840593141798,0.0074142724745134385,0.033364226135310475,0.07877664504170528,0.06487488415199258,0.0,0.05931417979610751,0.020389249304911955,0.0009267840593141798,0.0027803521779425394,0.020389249304911955,0.0,0.04819277108433735,0.005560704355885079,0.04819277108433735,0.0,0.057460611677479144,0.0009267840593141798,0.013901760889712697,0.004633920296570899,0.019462465245597776,0.061167747914735865,0.029657089898053754,0.0009267840593141798,0.022242817423540315,0.051899907321594066,0.0,0.042632066728452274
