,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,746,0.06166219839142091,0.020107238605898123,0.0,0.0777479892761394,0.01742627345844504,0.05093833780160858,0.17962466487935658,0.06166219839142091,0.2225201072386059,0.05227882037533512,0.013404825737265416,0.10589812332439678,0.00804289544235925,0.08445040214477212,0.010723860589812333,0.022788203753351208,0.0013404825737265416,0.0,0.07372654155495978,0.06166219839142091,0.05227882037533512,0.06300268096514745,0.049597855227882036,0.00938337801608579,0.036193029490616625,0.057640750670241284,0.036193029490616625,0.0013404825737265416,0.049597855227882036,0.0160857908847185,0.002680965147453083,0.0013404825737265416,0.012064343163538873,0.0013404825737265416,0.04423592493297587,0.004021447721179625,0.04825737265415549,0.05093833780160858,0.0013404825737265416,0.006702412868632708,0.0,0.002680965147453083,0.014745308310991957,0.06970509383378017,0.04289544235924933,0.0,0.020107238605898123,0.07372654155495978,0.0,0.06166219839142091
1,946,0.049682875264270614,0.042283298097251586,0.0,0.07928118393234672,0.015856236786469344,0.06871035940803383,0.160676532769556,0.05391120507399577,0.20613107822410148,0.06236786469344609,0.010570824524312896,0.13424947145877378,0.005285412262156448,0.0708245243128964,0.009513742071881607,0.03171247357293869,0.0,0.0,0.0824524312896406,0.04756871035940803,0.046511627906976744,0.06659619450317125,0.040169133192389,0.008456659619450317,0.046511627906976744,0.06025369978858351,0.02959830866807611,0.0,0.06553911205073996,0.022198731501057084,0.0021141649048625794,0.0021141649048625794,0.013742071881606765,0.0,0.02854122621564482,0.005285412262156448,0.05919661733615222,0.05496828752642706,0.0021141649048625794,0.010570824524312896,0.0,0.005285412262156448,0.02854122621564482,0.05919661733615222,0.023255813953488372,0.0,0.026427061310782242,0.07188160676532769,0.0,0.049682875264270614
2,784,0.05739795918367347,0.03316326530612245,0.0,0.08035714285714286,0.01913265306122449,0.04591836734693878,0.2066326530612245,0.05739795918367347,0.2002551020408163,0.05102040816326531,0.003826530612244898,0.1364795918367347,0.00510204081632653,0.06377551020408163,0.01403061224489796,0.026785714285714284,0.0012755102040816326,0.0,0.08801020408163265,0.058673469387755105,0.04591836734693878,0.05994897959183673,0.042091836734693876,0.01020408163265306,0.03443877551020408,0.061224489795918366,0.047193877551020405,0.0,0.044642857142857144,0.030612244897959183,0.0012755102040816326,0.0012755102040816326,0.01403061224489796,0.002551020408163265,0.030612244897959183,0.003826530612244898,0.04591836734693878,0.04974489795918367,0.002551020408163265,0.011479591836734694,0.0,0.0,0.02423469387755102,0.05612244897959184,0.02040816326530612,0.0,0.03188775510204082,0.08035714285714286,0.0012755102040816326,0.05739795918367347
3,776,0.05798969072164949,0.029639175257731958,0.0,0.07860824742268041,0.01804123711340206,0.055412371134020616,0.16752577319587628,0.04896907216494845,0.21391752577319587,0.06829896907216494,0.010309278350515464,0.14304123711340205,0.005154639175257732,0.05670103092783505,0.010309278350515464,0.015463917525773196,0.0,0.0,0.06829896907216494,0.05798969072164949,0.041237113402061855,0.059278350515463915,0.05283505154639175,0.011597938144329897,0.03221649484536082,0.07731958762886598,0.030927835051546393,0.0,0.05283505154639175,0.023195876288659795,0.005154639175257732,0.002577319587628866,0.01804123711340206,0.0,0.02577319587628866,0.001288659793814433,0.04252577319587629,0.06056701030927835,0.003865979381443299,0.00902061855670103,0.0,0.002577319587628866,0.019329896907216496,0.07474226804123711,0.03865979381443299,0.0,0.02190721649484536,0.07860824742268041,0.003865979381443299,0.05798969072164949
4,856,0.054906542056074766,0.026869158878504672,0.0,0.07827102803738317,0.02336448598130841,0.05957943925233645,0.17990654205607476,0.053738317757009345,0.2091121495327103,0.052570093457943924,0.009345794392523364,0.12733644859813084,0.0035046728971962616,0.07593457943925233,0.011682242990654205,0.02570093457943925,0.0011682242990654205,0.0011682242990654205,0.06542056074766354,0.053738317757009345,0.053738317757009345,0.05724299065420561,0.05023364485981308,0.010514018691588784,0.04205607476635514,0.07359813084112149,0.036214953271028034,0.0,0.05841121495327103,0.03154205607476635,0.0011682242990654205,0.0035046728971962616,0.011682242990654205,0.0,0.02336448598130841,0.002336448598130841,0.0514018691588785,0.0514018691588785,0.004672897196261682,0.008177570093457943,0.0,0.0011682242990654205,0.018691588785046728,0.07242990654205607,0.02453271028037383,0.002336448598130841,0.016355140186915886,0.08060747663551401,0.0,0.053738317757009345
5,730,0.06301369863013699,0.03287671232876712,0.0,0.07945205479452055,0.023287671232876714,0.038356164383561646,0.19726027397260273,0.057534246575342465,0.19452054794520549,0.050684931506849315,0.015068493150684932,0.12191780821917808,0.00684931506849315,0.07123287671232877,0.00821917808219178,0.021917808219178082,0.0013698630136986301,0.0,0.07397260273972603,0.06164383561643835,0.06575342465753424,0.057534246575342465,0.05342465753424658,0.01780821917808219,0.024657534246575342,0.06712328767123288,0.03424657534246575,0.0,0.036986301369863014,0.024657534246575342,0.00410958904109589,0.0027397260273972603,0.01780821917808219,0.0013698630136986301,0.0410958904109589,0.0027397260273972603,0.030136986301369864,0.050684931506849315,0.0,0.00821917808219178,0.0,0.00410958904109589,0.0273972602739726,0.07671232876712329,0.024657534246575342,0.0013698630136986301,0.010958904109589041,0.08493150684931507,0.0,0.06164383561643835
6,727,0.06327372764786796,0.0343878954607978,0.0,0.09353507565337002,0.017881705639614855,0.05639614855570839,0.19257221458046767,0.05639614855570839,0.18982118294360384,0.0577716643741403,0.005502063273727648,0.1279229711141678,0.0041265474552957355,0.07015130674002751,0.011004126547455296,0.030261348005502064,0.0,0.0,0.07702888583218707,0.061898211829436035,0.0453920220082531,0.059147180192572216,0.03576341127922971,0.016506189821182942,0.0343878954607978,0.055020632737276476,0.0453920220082531,0.001375515818431912,0.0577716643741403,0.02063273727647868,0.0041265474552957355,0.0041265474552957355,0.015130674002751032,0.0,0.027510316368638238,0.0041265474552957355,0.039889958734525444,0.0577716643741403,0.0,0.011004126547455296,0.0,0.0,0.023383768913342505,0.06327372764786796,0.013755158184319119,0.0,0.033012379642365884,0.08803301237964237,0.0,0.06327372764786796
7,762,0.05905511811023622,0.03280839895013123,0.0,0.07874015748031496,0.030183727034120734,0.06824146981627296,0.17060367454068243,0.06824146981627296,0.22440944881889763,0.049868766404199474,0.007874015748031496,0.11548556430446194,0.003937007874015748,0.05380577427821522,0.010498687664041995,0.028871391076115485,0.0,0.0,0.06430446194225722,0.05905511811023622,0.05511811023622047,0.07086614173228346,0.03937007874015748,0.007874015748031496,0.04330708661417323,0.05643044619422572,0.03280839895013123,0.0,0.06692913385826772,0.013123359580052493,0.0026246719160104987,0.0026246719160104987,0.013123359580052493,0.0013123359580052493,0.023622047244094488,0.0013123359580052493,0.05643044619422572,0.047244094488188976,0.0013123359580052493,0.010498687664041995,0.0,0.003937007874015748,0.01837270341207349,0.06824146981627296,0.031496062992125984,0.0,0.023622047244094488,0.08661417322834646,0.0,0.05905511811023622
8,820,0.05609756097560976,0.02804878048780488,0.0,0.09634146341463415,0.025609756097560974,0.05731707317073171,0.20121951219512196,0.06097560975609756,0.1902439024390244,0.06097560975609756,0.013414634146341463,0.10121951219512196,0.006097560975609756,0.06585365853658537,0.012195121951219513,0.02804878048780488,0.0,0.0,0.07073170731707316,0.054878048780487805,0.04878048780487805,0.07073170731707316,0.036585365853658534,0.00853658536585366,0.024390243902439025,0.06707317073170732,0.04390243902439024,0.0012195121951219512,0.054878048780487805,0.025609756097560974,0.0012195121951219512,0.007317073170731708,0.01097560975609756,0.0,0.032926829268292684,0.003658536585365854,0.04024390243902439,0.05365853658536585,0.0024390243902439024,0.004878048780487805,0.0,0.006097560975609756,0.02195121951219512,0.06341463414634146,0.01951219512195122,0.0012195121951219512,0.025609756097560974,0.10121951219512196,0.0012195121951219512,0.054878048780487805
9,798,0.05889724310776942,0.042606516290726815,0.0,0.07894736842105263,0.020050125313283207,0.040100250626566414,0.17919799498746866,0.06140350877192982,0.21428571428571427,0.046365914786967416,0.012531328320802004,0.13408521303258145,0.006265664160401002,0.05639097744360902,0.010025062656641603,0.02882205513784461,0.0012531328320802004,0.0,0.09523809523809523,0.05639097744360902,0.05639097744360902,0.06641604010025062,0.045112781954887216,0.008771929824561403,0.043859649122807015,0.05639097744360902,0.03258145363408521,0.0,0.03759398496240601,0.023809523809523808,0.0012531328320802004,0.002506265664160401,0.016290726817042606,0.0,0.02631578947368421,0.0037593984962406013,0.02756892230576441,0.046365914786967416,0.005012531328320802,0.011278195488721804,0.0,0.002506265664160401,0.03258145363408521,0.07017543859649122,0.03132832080200501,0.0,0.020050125313283207,0.08145363408521303,0.0012531328320802004,0.05764411027568922
10,840,0.05357142857142857,0.04642857142857143,0.0,0.06428571428571428,0.01904761904761905,0.04880952380952381,0.19404761904761905,0.04523809523809524,0.18452380952380953,0.07261904761904762,0.011904761904761904,0.13452380952380952,0.011904761904761904,0.06666666666666667,0.010714285714285714,0.02738095238095238,0.0011904761904761906,0.0,0.09523809523809523,0.05357142857142857,0.04047619047619048,0.05119047619047619,0.05357142857142857,0.011904761904761904,0.02261904761904762,0.07738095238095238,0.04642857142857143,0.0,0.047619047619047616,0.030952380952380953,0.0011904761904761906,0.0,0.013095238095238096,0.0,0.02857142857142857,0.008333333333333333,0.04285714285714286,0.06666666666666667,0.002380952380952381,0.010714285714285714,0.0011904761904761906,0.0,0.03214285714285714,0.04404761904761905,0.025,0.0,0.02976190476190476,0.07023809523809524,0.0,0.05357142857142857
11,1051,0.04471931493815414,0.04091341579448145,0.0,0.08753568030447194,0.02664129400570885,0.04471931493815414,0.1779257849666984,0.0532825880114177,0.21503330161750714,0.0390104662226451,0.014272121788772598,0.1379638439581351,0.0009514747859181732,0.07421503330161751,0.009514747859181731,0.02759276879162702,0.0009514747859181732,0.0,0.09039010466222645,0.04376784015223597,0.06565176022835395,0.05518553758325404,0.04567078972407231,0.009514747859181731,0.030447193149381543,0.056137012369172214,0.04091341579448145,0.0,0.04567078972407231,0.019029495718363463,0.0009514747859181732,0.0009514747859181732,0.019980970504281638,0.0,0.035204567078972404,0.0009514747859181732,0.04186489058039962,0.037107516650808754,0.0028544243577545195,0.011417697431018078,0.0,0.008563273073263558,0.025689819219790674,0.07421503330161751,0.029495718363463368,0.0009514747859181732,0.03330161750713606,0.09134157944814462,0.0,0.04471931493815414
12,949,0.04741833508956796,0.032665964172813484,0.0,0.0779768177028451,0.020021074815595362,0.02845100105374078,0.18756585879873552,0.0547945205479452,0.2065331928345627,0.0505795574288725,0.004214963119072708,0.14857744994731295,0.01053740779768177,0.07586933614330875,0.011591148577449948,0.03161222339304531,0.001053740779768177,0.0,0.07060063224446786,0.04847207586933614,0.051633298208640675,0.059009483667017915,0.06217070600632244,0.008429926238145416,0.04320337197049526,0.06533192834562697,0.037934668071654375,0.0,0.03161222339304531,0.01685985247629083,0.002107481559536354,0.003161222339304531,0.020021074815595362,0.0,0.0410958904109589,0.008429926238145416,0.026343519494204427,0.04636459430979979,0.001053740779768177,0.007376185458377239,0.0,0.0,0.020021074815595362,0.08851422550052687,0.0410958904109589,0.001053740779768177,0.0273972602739726,0.07903055848261328,0.0,0.04741833508956796
13,935,0.051336898395721926,0.022459893048128343,0.0,0.09304812834224599,0.025668449197860963,0.057754010695187166,0.18823529411764706,0.07058823529411765,0.2106951871657754,0.04171122994652406,0.0074866310160427805,0.1304812834224599,0.0010695187165775401,0.06203208556149733,0.014973262032085561,0.031016042780748664,0.0010695187165775401,0.0,0.08128342245989305,0.0481283422459893,0.06631016042780749,0.06951871657754011,0.040641711229946524,0.012834224598930482,0.034224598930481284,0.0481283422459893,0.038502673796791446,0.0,0.06096256684491978,0.02459893048128342,0.0010695187165775401,0.0042780748663101605,0.012834224598930482,0.0010695187165775401,0.033155080213903745,0.0010695187165775401,0.045989304812834225,0.040641711229946524,0.0,0.0042780748663101605,0.0,0.0,0.019251336898395723,0.07379679144385026,0.025668449197860963,0.0010695187165775401,0.016042780748663103,0.09732620320855614,0.0,0.05026737967914439
14,876,0.0547945205479452,0.0410958904109589,0.001141552511415525,0.07876712328767123,0.01598173515981735,0.0593607305936073,0.1678082191780822,0.06278538812785388,0.2089041095890411,0.05251141552511415,0.00684931506849315,0.12100456621004566,0.001141552511415525,0.08105022831050228,0.010273972602739725,0.023972602739726026,0.0,0.0,0.07191780821917808,0.05136986301369863,0.05707762557077625,0.06621004566210045,0.0547945205479452,0.007990867579908675,0.04680365296803653,0.06963470319634703,0.0228310502283105,0.0,0.06164383561643835,0.02968036529680365,0.001141552511415525,0.001141552511415525,0.01141552511415525,0.0,0.030821917808219176,0.0,0.04337899543378995,0.0502283105022831,0.00228310502283105,0.01598173515981735,0.0,0.005707762557077625,0.02511415525114155,0.06050228310502283,0.0319634703196347,0.0,0.0182648401826484,0.07420091324200913,0.001141552511415525,0.05251141552511415
