,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
len,1.0,-0.923080308279741,-0.2761543375860779,0.13277862891312783,0.4122338213331302,-0.36922560499438034,0.34729145576618253,-0.3004937648767541,-0.3334361490452137,-0.9991614883989058,-0.17855950015404531,0.9704801938661141,0.38132307386393377,0.8087400468300969,0.4433068696213469,0.6746510598402244,-0.0840404516950161,-0.02044002570812682,0.2397682730480026,-0.9862398435509655,0.8402127064912525,-0.39418554255521,0.5800375786102071,0.09573128281455066,-0.6782090867556366,0.9663431738621023,0.005771977339031053,-0.45614199092762486,-0.6764134891884795,0.6327613625819867,-0.12129415540599178,-0.6207331534526541,0.13277862891312783,0.29251228435767174,0.41389861497128755,0.5187083950451216,-0.8423642289487149,0.009665596317872076,0.10262682936733744,-0.47792555957580873,0.6466620151006092,0.10837159575456673,0.5507742959734488,-0.7021814070301052,0.8825873568931438,0.08124259906466141,0.09480893236512002,0.13277862891312783,-0.9556304736730121
PUNCT,-0.923080308279741,1.0,0.33994974316943194,0.25648894240464126,-0.5214624566396954,0.6541958462118734,-0.6798941174984552,0.42765435226604953,-0.054466274317820466,0.9280544898619694,-0.019195550817376807,-0.9721810740797088,-0.38481345887697094,-0.5209493089760583,-0.7531408834552105,-0.43164001262068885,-0.2544332894726418,0.36341468515151976,-0.4673421155063724,0.9732320717843879,-0.7263582044631505,0.01738120803125601,-0.4886323722895213,-0.4711982960300378,0.42862269824816773,-0.8185129627106021,0.07951611572518774,0.0796340594566776,0.882074563633691,-0.7444548699486817,0.4701127540362288,0.8256009741446491,0.25648894240464126,-0.5894655886175968,-0.03253842154498744,-0.7407372271910968,0.6360581183542247,-0.2258320706962265,-0.12964106421530394,0.7603328297598263,-0.5913108465038321,-0.40833825652300637,-0.32380153688350993,0.5384576844159568,-0.9836394446953948,0.010914848718411524,0.10267220436315018,0.25648894240464126,0.9896412962617088
AUX,-0.2761543375860779,0.33994974316943194,1.0,0.08297565132682728,0.5853346250538134,0.7002014881807387,-0.37834407316620905,-0.6444456265530487,-0.07784748107714841,0.3148799929354771,0.7476869363733663,-0.4400056080649363,0.7367990955864971,-0.13469421106589,-0.3778375449442911,-0.5869660546591424,-0.633213879605181,-0.2114838682993588,0.47544142058074834,0.33185287284594667,0.2891321261462953,0.07968373025237788,-0.8866524523055376,-0.23971776111445675,0.5656791244352994,-0.3856931120924426,-0.8650965500442231,-0.12869531092395406,0.6210184891894678,-0.8772380965371304,0.5608802988213917,-0.08379871107438842,0.08297565132682728,0.17879741237871838,0.03707242749745551,-0.7772572464439153,0.5195652610053904,0.6449726657345617,0.8781072330433414,0.5848078019048238,0.5379684580885047,0.34276952640295283,-0.6846486410748792,0.741012306265581,-0.18407275040217277,-0.8815807967554429,0.8912745059285625,0.08297565132682728,0.4125571793536796
X,0.13277862891312783,0.25648894240464126,0.08297565132682728,1.0,-0.3940524713976859,0.7070316931096821,-0.8661177694314104,0.4365916266374455,-0.9768607952970061,-0.12194206437070018,-0.5855897717540094,-0.05239895263006713,-0.13018101973336685,0.6900521121429488,-0.815991186819773,0.6366634358640173,-0.8096451116684344,0.9268290384961575,-0.6753113032199991,0.027486975094396716,0.18234406142244955,-0.9593054393256696,0.28153442761864245,-0.96906189258286,-0.6511895008394322,0.3347466686578301,0.320650172418073,-0.9289059408129188,0.5383890711700283,-0.2583699093203605,0.865544683436108,0.6098865431702494,1.0,-0.8295483011253069,0.9561822039974671,-0.548019330275294,-0.5158416887524467,-0.641302735289771,-0.1798950571552975,0.7241640530270748,0.020116700665860323,-0.8374104630718873,0.6179280644748735,-0.4429099553544286,-0.33333333333333326,0.3329773225166731,0.40917901610367824,1.0,0.13887341252203134
ADV,0.4122338213331302,-0.5214624566396954,0.5853346250538134,-0.3940524713976859,1.0,-0.07792731021668867,0.4178473857750798,-0.9928163661368827,0.24187188750267083,-0.3855697228381997,0.8188792972770124,0.35855899618286036,0.9562826282597905,0.08186105017315666,0.4589828041610871,-0.3592672461836086,-0.13349901263995978,-0.7069791614570208,0.9424154978251248,-0.4456093842480287,0.7389986042332348,0.3192430814602237,-0.477325975915162,0.4102793442656642,0.347175298911646,0.18467361255194775,-0.8920295688618045,0.08519299085090881,-0.2692319274386135,-0.13063634716834222,-0.10452862485844934,-0.8536848825022363,-0.3940524713976859,0.8202177661444118,-0.20659269265627508,0.03225688456192382,0.11602404627304916,0.8994245842351242,0.9018354613140093,-0.2609125867889266,0.8973730675095762,0.828849420399453,-0.518415099645216,0.3592219767609043,0.6646094401103065,-0.8585916834697822,0.5785612094542439,-0.3940524713976859,-0.4189337176032381
PART,-0.36922560499438034,0.6541958462118734,0.7002014881807387,0.7070316931096821,-0.07792731021668867,1.0,-0.9256929935670546,0.04038272936229628,-0.6260001496960231,0.39813172855266654,0.06039371735679816,-0.5812957678719455,0.20112895411982035,0.15967187610770964,-0.9198681503010955,-0.08820007042705848,-0.8948128908138004,0.5390392165183735,-0.2832664148041864,0.5084650047031636,0.02959216817156628,-0.5072260548291846,-0.4750764257690827,-0.8431153487073861,0.06725261408861048,-0.27807437179574995,-0.25836483308316655,-0.582777129748597,0.9323793344089907,-0.8650260332185962,0.9571550133534585,0.5729803275573421,0.7070316931096821,-0.5729434553268252,0.563950550178049,-0.9774415329510214,0.1872395900871845,-0.09399007953941524,0.3309337638113831,0.9813335179752801,0.11401463671523034,-0.4303349114173525,-0.11749443472597898,0.31843993943050075,-0.6088470463644393,-0.2821861108611453,0.7541024572357147,0.7070316931096821,0.6221204810953158
CCONJ,0.34729145576618253,-0.6798941174984552,-0.37834407316620905,-0.8661177694314104,0.4178473857750798,-0.9256929935670546,1.0,-0.39880524043879506,0.7608221712508358,-0.36405523768858944,0.31524256428567415,0.5336106836798913,0.13748452596863042,-0.2635306562343109,0.9944017779761615,-0.18566019363691363,0.8176687602627134,-0.8080203903898403,0.6216200133744916,-0.49721534354817415,0.12947981491750665,0.6899942425403504,0.15312797545744616,0.9625833299392726,0.20134899703542297,0.17103782692166417,-0.12496672526953485,0.675990143176475,-0.8856758339932445,0.6622249097046907,-0.9399790522610925,-0.7944659529236029,-0.8661177694314104,0.8391239644701819,-0.7009782031268216,0.8583150474141447,0.01925521756062478,0.4632635204891125,0.04007959094729333,-0.9646271880785503,0.1490862950896449,0.7388325414288305,-0.20175448240967042,-0.030282315244211058,0.7032876182478556,-0.10166624583975525,-0.49914515776600316,-0.8661177694314104,-0.6005834326146712
NOUN,-0.3004937648767541,0.42765435226604953,-0.6444456265530487,0.4365916266374455,-0.9928163661368827,0.04038272936229628,-0.39880524043879506,1.0,-0.30346852129815727,0.2729160367590142,-0.8813515007622236,-0.2500133222661431,-0.9488328797580516,0.02432362880276736,-0.4289394972126406,0.46633599684401755,0.12104341472218216,0.7423994842829843,-0.9574037141681926,0.33847627474864633,-0.6609470004887851,-0.39169325748885325,0.5740451701240094,-0.4240080210398422,-0.45432277921096104,-0.06586443059073525,0.933089235957305,-0.15546918048745326,0.19892061207073858,0.21467329266972224,0.10122650568762238,0.8156583186555915,0.4365916266374455,-0.8247296906880824,0.27680840453741246,0.027749421722465858,-0.23323589625395574,-0.9417173576676142,-0.9281778660527105,0.21730419776173182,-0.8521742486593198,-0.8573343465096619,0.6161558084897152,-0.46805810515282603,-0.5826776992261927,0.9080076709217413,-0.5870190408175298,0.4365916266374455,0.3156005122545297
SCONJ,-0.3334361490452137,-0.054466274317820466,-0.07784748107714841,-0.9768607952970061,0.24187188750267083,-0.6260001496960231,0.7608221712508358,-0.30346852129815727,1.0,0.3206413521647061,0.5454210757128238,-0.14222851946313203,-0.009052755910704558,-0.8239004840215076,0.6919309397334849,-0.7153524075729342,0.8207004538605378,-0.855149124514778,0.5524571759334241,0.17594684110969228,-0.3791177214088933,0.9874027118216132,-0.3409910946338441,0.9059085957335994,0.7311543525215075,-0.5092662441114675,-0.24966640251027236,0.9856592482644686,-0.3929970790384436,0.15500507697647178,-0.8225586533310273,-0.42920551246809335,-0.9768607952970061,0.704204983128031,-0.9961428610576553,0.4473128610136056,0.6435625636387322,0.5618106885431455,0.09185591149657668,-0.6104710436805669,-0.19811156164978105,0.742971297085183,-0.6637191789998607,0.5295408964015494,0.12630704254771308,-0.2772730718337806,-0.4619731201303829,-0.9768607952970061,0.05914143338714904
VERB,-0.9991614883989058,0.9280544898619694,0.3148799929354771,-0.12194206437070018,-0.3855697228381997,0.39813172855266654,-0.36405523768858944,0.2729160367590142,0.3206413521647061,1.0,0.20403085902368157,-0.9778542584747527,-0.3471917552699902,-0.800968347083211,-0.45865154743222464,-0.6874640510031019,0.05209548513458338,0.01689122319751523,-0.22128973111080896,0.9888075333798085,-0.8175097909522312,0.38731933973524957,-0.6084349771586668,-0.1102505304094568,0.6900143049316293,-0.9692414548712968,-0.039648007708812626,0.44011266002697913,0.6975187494389088,-0.6633342673020537,0.14821167122111958,0.6137101181531113,-0.12194206437070018,-0.28661825551772635,-0.4019889838625951,-0.548153270372626,0.851167857675296,0.01338845206227293,-0.0661391629590141,0.5009040795986743,-0.6168319059641716,-0.09784990440943223,-0.5691665720342984,0.7221955165650568,-0.8820231152393216,-0.11486135248818267,-0.054405584333829075,-0.12194206437070018,0.9625464786413039
