,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,696,0.06609195402298851,0.03735632183908046,0.07183908045977011,0.01867816091954023,0.03017241379310345,0.21982758620689655,0.04597701149425287,0.20545977011494254,0.05028735632183908,0.017241379310344827,0.11494252873563218,0.008620689655172414,0.07040229885057471,0.008620689655172414,0.028735632183908046,0.004310344827586207,0.08045977011494253,0.06465517241379311,0.05172413793103448,0.04885057471264368,0.04597701149425287,0.0,0.008620689655172414,0.03879310344827586,0.0617816091954023,0.04885057471264368,0.028735632183908046,0.010057471264367816,0.0,0.004310344827586207,0.015804597701149427,0.0,0.05028735632183908,0.004310344827586207,0.03735632183908046,0.0,0.04885057471264368,0.0028735632183908046,0.015804597701149427,0.0,0.0014367816091954023,0.01867816091954023,0.08908045977011494,0.014367816091954023,0.0,0.02442528735632184,0.07614942528735633,0.0,0.06609195402298851
1,845,0.05562130177514793,0.027218934911242602,0.05680473372781065,0.021301775147928994,0.04970414201183432,0.24142011834319527,0.047337278106508875,0.2165680473372781,0.05680473372781065,0.008284023668639054,0.09467455621301775,0.010650887573964497,0.06153846153846154,0.011834319526627219,0.029585798816568046,0.001183431952662722,0.05562130177514793,0.05562130177514793,0.06863905325443787,0.05325443786982249,0.05917159763313609,0.0,0.005917159763313609,0.033136094674556214,0.07692307692307693,0.05207100591715976,0.04970414201183432,0.01893491124260355,0.002366863905325444,0.0,0.02603550295857988,0.0,0.028402366863905324,0.008284023668639054,0.05088757396449704,0.0,0.05088757396449704,0.001183431952662722,0.009467455621301775,0.0,0.002366863905325444,0.015384615384615385,0.07810650887573964,0.02485207100591716,0.0,0.015384615384615385,0.06153846153846154,0.0,0.05325443786982249
2,689,0.06966618287373004,0.0420899854862119,0.05224963715529753,0.01741654571843251,0.030478955007256895,0.24238026124818576,0.03773584905660377,0.18722786647314948,0.07402031930333818,0.013062409288824383,0.10304789550072568,0.011611030478955007,0.06676342525399129,0.005805515239477504,0.04644412191582003,0.002902757619738752,0.06966618287373004,0.06821480406386067,0.04354136429608128,0.040638606676342524,0.055152394775036286,0.0,0.0043541364296081275,0.020319303338171262,0.08563134978229318,0.047895500725689405,0.030478955007256895,0.02467343976777939,0.001451378809869376,0.0,0.026124818577648767,0.0,0.040638606676342524,0.00725689404934688,0.02467343976777939,0.0,0.06966618287373004,0.002902757619738752,0.018867924528301886,0.0,0.001451378809869376,0.020319303338171262,0.05660377358490566,0.027576197387518143,0.002902757619738752,0.02467343976777939,0.059506531204644414,0.001451378809869376,0.06821480406386067
3,885,0.05310734463276836,0.020338983050847456,0.04067796610169491,0.01694915254237288,0.04067796610169491,0.2745762711864407,0.04858757062146893,0.20677966101694914,0.05649717514124294,0.006779661016949152,0.10621468926553672,0.00903954802259887,0.07570621468926554,0.007909604519774011,0.03389830508474576,0.0022598870056497176,0.0711864406779661,0.05084745762711865,0.05310734463276836,0.05084745762711865,0.04180790960451977,0.0,0.004519774011299435,0.024858757062146894,0.0768361581920904,0.0655367231638418,0.04067796610169491,0.03389830508474576,0.0011299435028248588,0.0011299435028248588,0.02937853107344633,0.0,0.04745762711864407,0.007909604519774011,0.04519774011299435,0.0,0.05423728813559322,0.0022598870056497176,0.00903954802259887,0.0,0.0022598870056497176,0.011299435028248588,0.08135593220338982,0.02824858757062147,0.0,0.021468926553672316,0.04632768361581921,0.0,0.05310734463276836
4,654,0.07492354740061162,0.0290519877675841,0.07033639143730887,0.022935779816513763,0.04128440366972477,0.191131498470948,0.04434250764525994,0.22782874617737003,0.0672782874617737,0.012232415902140673,0.10703363914373089,0.009174311926605505,0.05504587155963303,0.010703363914373088,0.019877675840978593,0.0,0.0672782874617737,0.07033639143730887,0.05504587155963303,0.053516819571865444,0.05045871559633028,0.0,0.0061162079510703364,0.024464831804281346,0.07492354740061162,0.03211009174311927,0.039755351681957186,0.02599388379204893,0.0030581039755351682,0.0015290519877675841,0.01834862385321101,0.0,0.03058103975535168,0.0061162079510703364,0.03363914373088685,0.0015290519877675841,0.05963302752293578,0.0030581039755351682,0.01834862385321101,0.0,0.0030581039755351682,0.012232415902140673,0.07186544342507645,0.039755351681957186,0.0030581039755351682,0.01834862385321101,0.07186544342507645,0.0,0.07339449541284404
5,957,0.050156739811912224,0.03239289446185998,0.05956112852664577,0.013584117032392894,0.034482758620689655,0.23824451410658307,0.04806687565308255,0.2309299895506792,0.05642633228840126,0.012539184952978056,0.0877742946708464,0.011494252873563218,0.06269592476489028,0.01567398119122257,0.04179728317659352,0.0010449320794148381,0.05851619644723093,0.04806687565308255,0.06896551724137931,0.0522466039707419,0.05956112852664577,0.0,0.006269592476489028,0.03970741901776385,0.05747126436781609,0.06687565308254964,0.03343782654127482,0.027168234064785787,0.0010449320794148381,0.003134796238244514,0.022988505747126436,0.0,0.03761755485893417,0.009404388714733543,0.03761755485893417,0.0,0.050156739811912224,0.0010449320794148381,0.01671891327063741,0.0,0.0010449320794148381,0.01567398119122257,0.07314524555903866,0.029258098223615466,0.0020898641588296763,0.017763845350052248,0.05642633228840126,0.0010449320794148381,0.047021943573667714
6,718,0.06267409470752089,0.01532033426183844,0.05988857938718663,0.01532033426183844,0.05013927576601671,0.2214484679665738,0.054317548746518104,0.22841225626740946,0.05988857938718663,0.013927576601671309,0.09331476323119778,0.008356545961002786,0.06685236768802229,0.016713091922005572,0.036211699164345405,0.002785515320334262,0.08774373259052924,0.06267409470752089,0.06267409470752089,0.06128133704735376,0.05153203342618384,0.001392757660167131,0.009749303621169917,0.016713091922005572,0.07381615598885793,0.03064066852367688,0.04874651810584958,0.011142061281337047,0.0,0.002785515320334262,0.027855153203342618,0.0,0.04317548746518106,0.005571030640668524,0.054317548746518104,0.0,0.05153203342618384,0.001392757660167131,0.008356545961002786,0.0,0.001392757660167131,0.006963788300835654,0.07520891364902507,0.018105849582172703,0.0,0.012534818941504178,0.057103064066852366,0.0,0.05988857938718663
7,807,0.058240396530359353,0.03469640644361834,0.0644361833952912,0.009913258983890954,0.03717472118959108,0.24411400247831475,0.03593556381660471,0.17100371747211895,0.058240396530359353,0.022304832713754646,0.10780669144981413,0.01734820322180917,0.0768277571251549,0.0161090458488228,0.03717472118959108,0.0024783147459727386,0.06691449814126393,0.057001239157372985,0.03717472118959108,0.03965303593556382,0.06691449814126393,0.0,0.011152416356877323,0.026022304832713755,0.06691449814126393,0.07063197026022305,0.03717472118959108,0.027261462205700124,0.0012391573729863693,0.0012391573729863693,0.011152416356877323,0.0024783147459727386,0.04460966542750929,0.01486988847583643,0.04584882280049566,0.0012391573729863693,0.05452292441140025,0.0037174721189591076,0.01486988847583643,0.0,0.0012391573729863693,0.01858736059479554,0.0644361833952912,0.01858736059479554,0.0,0.024783147459727387,0.055762081784386616,0.0012391573729863693,0.057001239157372985
8,900,0.05333333333333334,0.024444444444444446,0.052222222222222225,0.011111111111111112,0.04555555555555556,0.27666666666666667,0.035555555555555556,0.18666666666666668,0.06888888888888889,0.008888888888888889,0.09444444444444444,0.011111111111111112,0.07,0.013333333333333334,0.03666666666666667,0.0011111111111111111,0.06111111111111111,0.05333333333333334,0.03666666666666667,0.03666666666666667,0.06222222222222222,0.0,0.0077777777777777776,0.028888888888888888,0.09111111111111111,0.06111111111111111,0.04555555555555556,0.021111111111111112,0.0,0.0044444444444444444,0.02,0.0,0.04888888888888889,0.006666666666666667,0.04777777777777778,0.0011111111111111111,0.06888888888888889,0.0033333333333333335,0.008888888888888889,0.0,0.0011111111111111111,0.013333333333333334,0.07888888888888888,0.021111111111111112,0.0011111111111111111,0.016666666666666666,0.04666666666666667,0.0011111111111111111,0.05333333333333334
9,743,0.06729475100942127,0.026917900403768506,0.06460296096904442,0.012113055181695828,0.03768506056527591,0.2180349932705249,0.03095558546433378,0.21130551816958276,0.07267833109017496,0.012113055181695828,0.1278600269179004,0.005383580080753701,0.07133243606998654,0.012113055181695828,0.03230148048452221,0.009421265141318977,0.08748317631224764,0.06594885598923284,0.034993270524899055,0.034993270524899055,0.04845222072678331,0.0013458950201884253,0.006729475100942127,0.029609690444145357,0.08613728129205922,0.04306864064602961,0.03768506056527591,0.02288021534320323,0.0026917900403768506,0.009421265141318977,0.017496635262449527,0.0,0.033647375504710635,0.004037685060565276,0.040376850605652756,0.0,0.06729475100942127,0.0013458950201884253,0.013458950201884253,0.0,0.0013458950201884253,0.009421265141318977,0.06729475100942127,0.024226110363391656,0.0,0.02826379542395693,0.06191117092866756,0.0,0.06460296096904442
