,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,791,0.05436156763590392,0.02654867256637168,0.0,0.0632111251580278,0.025284450063211124,0.07585335018963338,0.1972187104930468,0.0493046776232617,0.1934260429835651,0.05056890012642225,0.007585335018963337,0.13274336283185842,0.012642225031605562,0.0632111251580278,0.010113780025284451,0.03413400758533502,0.0025284450063211127,0.07206068268015171,0.056890012642225034,0.04298356510745891,0.05436156763590392,0.0493046776232617,0.0,0.0037926675094816687,0.025284450063211124,0.05941845764854614,0.040455120101137804,0.0695322376738306,0.018963337547408345,0.0025284450063211127,0.0037926675094816687,0.010113780025284451,0.0,0.039190897597977246,0.011378002528445006,0.06826801517067003,0.0,0.05056890012642225,0.0025284450063211127,0.015170670037926675,0.0037926675094816687,0.012642225031605562,0.06573957016434892,0.03034134007585335,0.0012642225031605564,0.01390644753476612,0.06826801517067003,0.0050568900126422255,0.05562579013906448
1,864,0.05555555555555555,0.02546296296296296,0.0,0.06365740740740741,0.016203703703703703,0.05439814814814815,0.19560185185185186,0.04282407407407408,0.21875,0.052083333333333336,0.010416666666666666,0.15393518518518517,0.009259259259259259,0.047453703703703706,0.010416666666666666,0.04513888888888889,0.0011574074074074073,0.0798611111111111,0.05439814814814815,0.04513888888888889,0.04976851851851852,0.056712962962962965,0.0,0.005787037037037037,0.032407407407407406,0.07060185185185185,0.04513888888888889,0.056712962962962965,0.03009259259259259,0.0023148148148148147,0.004629629629629629,0.01273148148148148,0.0,0.027777777777777776,0.008101851851851851,0.037037037037037035,0.0,0.04861111111111111,0.004629629629629629,0.015046296296296295,0.003472222222222222,0.009259259259259259,0.07175925925925926,0.034722222222222224,0.0,0.017361111111111112,0.06481481481481481,0.0,0.05439814814814815
2,802,0.05610972568578554,0.02493765586034913,0.0,0.06483790523690773,0.012468827930174564,0.05361596009975062,0.20698254364089774,0.0399002493765586,0.1745635910224439,0.07481296758104738,0.007481296758104738,0.1371571072319202,0.018703241895261846,0.07605985037406483,0.006234413965087282,0.0399002493765586,0.003740648379052369,0.06109725685785536,0.057356608478802994,0.048628428927680795,0.05236907730673317,0.059850374064837904,0.0,0.006234413965087282,0.02369077306733167,0.0773067331670823,0.04738154613466334,0.05112219451371571,0.02119700748129676,0.0,0.0024937655860349127,0.00997506234413965,0.0,0.0399002493765586,0.01371571072319202,0.04114713216957606,0.0,0.06733167082294264,0.0024937655860349127,0.006234413965087282,0.004987531172069825,0.0199501246882793,0.07107231920199501,0.0199501246882793,0.0,0.02493765586034913,0.06359102244389027,0.0,0.05610972568578554
3,753,0.06108897742363878,0.03187250996015936,0.0013280212483399733,0.08764940239043825,0.014608233731739707,0.049136786188579015,0.19256308100929614,0.05046480743691899,0.18725099601593626,0.055776892430278883,0.010624169986719787,0.13545816733067728,0.013280212483399735,0.06108897742363878,0.0199203187250996,0.04249667994687915,0.00796812749003984,0.05976095617529881,0.06241699867197875,0.03718459495351926,0.05312084993359894,0.05179282868525897,0.0,0.00796812749003984,0.03851261620185923,0.057104913678618856,0.049136786188579015,0.04780876494023904,0.017264276228419653,0.005312084993359893,0.0013280212483399733,0.00796812749003984,0.0,0.033200531208499334,0.00796812749003984,0.049136786188579015,0.0013280212483399733,0.055776892430278883,0.0,0.013280212483399735,0.0026560424966799467,0.017264276228419653,0.0796812749003984,0.02656042496679947,0.0,0.01195219123505976,0.07436918990703852,0.0,0.05976095617529881
4,694,0.06484149855907781,0.0345821325648415,0.001440922190201729,0.07636887608069164,0.012968299711815562,0.04899135446685879,0.17146974063400577,0.043227665706051875,0.1988472622478386,0.07348703170028818,0.010086455331412104,0.15417867435158503,0.005763688760806916,0.07060518731988473,0.01729106628242075,0.0446685878962536,0.001440922190201729,0.08357348703170028,0.06484149855907781,0.04899135446685879,0.05475504322766571,0.03314121037463977,0.0,0.007204610951008645,0.023054755043227664,0.06484149855907781,0.02881844380403458,0.04610951008645533,0.018731988472622477,0.0,0.0,0.012968299711815562,0.0,0.04899135446685879,0.005763688760806916,0.040345821325648415,0.0,0.06772334293948126,0.0,0.010086455331412104,0.0,0.021613832853025938,0.07060518731988473,0.03314121037463977,0.0,0.01729106628242075,0.069164265129683,0.0,0.06484149855907781
5,850,0.05411764705882353,0.03411764705882353,0.0,0.05764705882352941,0.010588235294117647,0.04823529411764706,0.20705882352941177,0.04823529411764706,0.20588235294117646,0.07294117647058823,0.007058823529411765,0.1223529411764706,0.01411764705882353,0.07411764705882352,0.007058823529411765,0.041176470588235294,0.004705882352941176,0.06588235294117648,0.052941176470588235,0.05647058823529412,0.052941176470588235,0.04588235294117647,0.001176470588235294,0.0058823529411764705,0.027058823529411764,0.0811764705882353,0.05176470588235294,0.047058823529411764,0.03411764705882353,0.001176470588235294,0.0,0.023529411764705882,0.001176470588235294,0.03294117647058824,0.00823529411764706,0.04352941176470588,0.001176470588235294,0.06823529411764706,0.007058823529411765,0.012941176470588235,0.0,0.01764705882352941,0.04941176470588235,0.02588235294117647,0.002352941176470588,0.01764705882352941,0.06,0.0,0.05176470588235294
6,800,0.055,0.04,0.0,0.065,0.01,0.06625,0.205,0.03375,0.185,0.07125,0.00875,0.1275,0.00375,0.0675,0.005,0.02875,0.0025,0.07,0.05625,0.03875,0.04125,0.0625,0.0,0.01,0.02125,0.0825,0.045,0.065,0.0175,0.00125,0.0,0.0175,0.0,0.04375,0.00375,0.05375,0.0,0.065,0.005,0.01125,0.00625,0.025,0.0625,0.0225,0.0,0.02125,0.05875,0.00125,0.055
7,711,0.06469760900140648,0.035161744022503515,0.0,0.06188466947960619,0.015471167369901548,0.0450070323488045,0.18706047819971872,0.06188466947960619,0.19127988748241911,0.04781997187060478,0.015471167369901548,0.1350210970464135,0.01969057665260197,0.06610407876230662,0.014064697609001406,0.03375527426160337,0.0028129395218002813,0.08016877637130802,0.06469760900140648,0.06469760900140648,0.06891701828410689,0.05063291139240506,0.0014064697609001407,0.0028129395218002813,0.040787623066104076,0.05485232067510549,0.046413502109704644,0.0450070323488045,0.008438818565400843,0.0014064697609001407,0.0028129395218002813,0.008438818565400843,0.0,0.030942334739803096,0.009845288326300985,0.03656821378340366,0.0,0.04360056258790436,0.0014064697609001407,0.008438818565400843,0.0028129395218002813,0.02531645569620253,0.08438818565400844,0.026722925457102673,0.0028129395218002813,0.01969057665260197,0.052039381153305204,0.0,0.06329113924050633
8,899,0.054505005561735265,0.042269187986651836,0.0011123470522803114,0.06451612903225806,0.017797552836484983,0.06117908787541713,0.24026696329254726,0.04004449388209121,0.17686318131256953,0.05228031145717464,0.0055617352614015575,0.10122358175750834,0.01557285873192436,0.06896551724137931,0.00778642936596218,0.0389321468298109,0.0,0.06229143492769744,0.05116796440489433,0.04338153503893215,0.0389321468298109,0.06229143492769744,0.0,0.006674082313681869,0.021134593993325918,0.06117908787541713,0.07230255839822025,0.06451612903225806,0.02224694104560623,0.0,0.0011123470522803114,0.011123470522803115,0.0011123470522803114,0.03670745272525028,0.013348164627363738,0.06451612903225806,0.0,0.05228031145717464,0.0033370411568409346,0.018909899888765295,0.00778642936596218,0.02224694104560623,0.047830923248053395,0.03670745272525028,0.0,0.008898776418242492,0.06562847608453838,0.0011123470522803114,0.054505005561735265
9,805,0.05714285714285714,0.03354037267080745,0.0,0.07204968944099378,0.008695652173913044,0.05341614906832298,0.18012422360248448,0.05341614906832298,0.2,0.06583850931677018,0.009937888198757764,0.1391304347826087,0.006211180124223602,0.07080745341614907,0.011180124223602485,0.03602484472049689,0.0,0.06583850931677018,0.05714285714285714,0.043478260869565216,0.05714285714285714,0.05217391304347826,0.0,0.012422360248447204,0.034782608695652174,0.07577639751552795,0.040993788819875775,0.05093167701863354,0.018633540372670808,0.0,0.002484472049689441,0.011180124223602485,0.0,0.034782608695652174,0.008695652173913044,0.04720496894409938,0.0,0.06335403726708075,0.0037267080745341614,0.009937888198757764,0.002484472049689441,0.018633540372670808,0.08322981366459627,0.014906832298136646,0.0012422360248447205,0.018633540372670808,0.0670807453416149,0.0,0.055900621118012424
