,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
0,1272,0.036163522012578615,0.02908805031446541,0.05581761006289308,0.01179245283018868,0.050314465408805034,0.2641509433962264,0.036163522012578615,0.1957547169811321,0.06918238993710692,0.0031446540880503146,0.10613207547169812,0.007861635220125786,0.08569182389937106,0.007861635220125786,0.02358490566037736,0.0,0.0015723270440251573,0.0,0.07468553459119497,0.036163522012578615,0.04323899371069182,0.03930817610062893,0.05267295597484277,0.0,0.00550314465408805,0.03537735849056604,0.08490566037735849,0.07468553459119497,0.0,0.0479559748427673,0.019654088050314465,0.0023584905660377358,0.0047169811320754715,0.02437106918238994,0.0,0.0660377358490566,0.0047169811320754715,0.04716981132075472,0.0,0.06761006289308176,0.0031446540880503146,0.0110062893081761,0.0031446540880503146,0.01650943396226415,0.0660377358490566,0.02122641509433962,0.0,0.0,0.02279874213836478,0.05581761006289308,0.0,0.036163522012578615
1,1196,0.039297658862876256,0.0225752508361204,0.038461538461538464,0.025919732441471572,0.0451505016722408,0.25501672240802675,0.047658862876254184,0.18729096989966554,0.06688963210702341,0.0016722408026755853,0.12374581939799331,0.007525083612040134,0.07023411371237458,0.011705685618729096,0.03762541806020067,0.0,0.0008361204013377926,0.0,0.06438127090301003,0.03762541806020067,0.048494983277591976,0.052675585284280936,0.07190635451505016,0.0008361204013377926,0.01588628762541806,0.027591973244147156,0.08528428093645485,0.0677257525083612,0.0,0.04598662207357859,0.02508361204013378,0.0,0.0008361204013377926,0.028428093645484948,0.0,0.04598662207357859,0.006688963210702341,0.033444816053511704,0.0,0.06354515050167224,0.0008361204013377926,0.011705685618729096,0.005852842809364548,0.011705685618729096,0.07441471571906355,0.01588628762541806,0.0,0.0,0.0225752508361204,0.0451505016722408,0.0,0.039297658862876256
2,1060,0.04622641509433962,0.033962264150943396,0.048113207547169815,0.016037735849056604,0.05377358490566038,0.22547169811320755,0.05566037735849057,0.19716981132075473,0.06132075471698113,0.0047169811320754715,0.1179245283018868,0.009433962264150943,0.07547169811320754,0.009433962264150943,0.03018867924528302,0.0009433962264150943,0.0018867924528301887,0.0,0.07075471698113207,0.04433962264150943,0.05377358490566038,0.05660377358490566,0.05566037735849057,0.0,0.007547169811320755,0.03490566037735849,0.07641509433962264,0.05188679245283019,0.0,0.05377358490566038,0.018867924528301886,0.0018867924528301887,0.0037735849056603774,0.016981132075471698,0.0009433962264150943,0.048113207547169815,0.007547169811320755,0.048113207547169815,0.0,0.059433962264150944,0.0018867924528301887,0.013207547169811321,0.0037735849056603774,0.01981132075471698,0.06792452830188679,0.024528301886792454,0.0,0.0009433962264150943,0.017924528301886792,0.04905660377358491,0.0009433962264150943,0.04622641509433962
3,1362,0.03671071953010279,0.03524229074889868,0.05286343612334802,0.016886930983847283,0.04919236417033774,0.2591776798825257,0.04698972099853157,0.18869309838472834,0.05947136563876652,0.006607929515418502,0.11233480176211454,0.006607929515418502,0.06901615271659324,0.011013215859030838,0.027900146842878122,0.0,0.003671071953010279,0.0,0.07048458149779736,0.033773861967694566,0.04772393538913363,0.04919236417033774,0.06534508076358296,0.0,0.008076358296622614,0.028634361233480177,0.08737151248164464,0.055800293685756244,0.0,0.04919236417033774,0.021292217327459617,0.0007342143906020558,0.0007342143906020558,0.022026431718061675,0.0,0.044787077826725405,0.005873715124816446,0.05066079295154185,0.0007342143906020558,0.05726872246696035,0.0007342143906020558,0.013215859030837005,0.004405286343612335,0.021292217327459617,0.07562408223201175,0.022026431718061675,0.0,0.0,0.028634361233480177,0.05433186490455213,0.0014684287812041115,0.035976505139500736
4,1500,0.032,0.032,0.052,0.016666666666666666,0.05533333333333333,0.252,0.048,0.19133333333333333,0.056,0.002,0.11666666666666667,0.008,0.068,0.013333333333333334,0.03333333333333333,0.0,0.0013333333333333333,0.0006666666666666666,0.07133333333333333,0.030666666666666665,0.04666666666666667,0.04933333333333333,0.07133333333333333,0.0,0.005333333333333333,0.034666666666666665,0.07,0.07266666666666667,0.0,0.05533333333333333,0.029333333333333333,0.0026666666666666666,0.004666666666666667,0.020666666666666667,0.0006666666666666666,0.042666666666666665,0.004666666666666667,0.050666666666666665,0.0,0.056,0.002,0.014666666666666666,0.004,0.017333333333333333,0.06866666666666667,0.025333333333333333,0.0006666666666666666,0.002,0.02266666666666667,0.043333333333333335,0.0,0.03133333333333333
5,1139,0.041264266900790166,0.029850746268656716,0.05794556628621598,0.019315188762071993,0.061457418788410885,0.24495171202809482,0.041264266900790166,0.1922739244951712,0.06409130816505706,0.0052677787532923615,0.10623353819139596,0.007901668129938543,0.06672519754170325,0.01141352063213345,0.0324846356453029,0.0,0.0026338893766461808,0.0,0.06321334503950835,0.03950834064969271,0.04038630377524144,0.0456540825285338,0.06584723441615452,0.0,0.012291483757682178,0.0324846356453029,0.08340649692712906,0.05706760316066725,0.0,0.05794556628621598,0.01755926251097454,0.0026338893766461808,0.003511852502194908,0.021071115013169446,0.0,0.041264266900790166,0.004389815627743635,0.056189640035118525,0.000877963125548727,0.061457418788410885,0.0026338893766461808,0.013169446883230905,0.004389815627743635,0.019315188762071993,0.07550482879719052,0.01755926251097454,0.0,0.0,0.014925373134328358,0.058823529411764705,0.0,0.04038630377524144
6,1038,0.04335260115606936,0.03564547206165703,0.05491329479768786,0.017341040462427744,0.04816955684007707,0.24566473988439305,0.028901734104046242,0.18978805394990367,0.06358381502890173,0.002890173410404624,0.11464354527938343,0.009633911368015413,0.08092485549132948,0.014450867052023121,0.038535645472061654,0.0009633911368015414,0.0019267822736030828,0.0,0.05973025048169557,0.04335260115606936,0.041425818882466284,0.030828516377649325,0.07418111753371869,0.0,0.010597302504816955,0.028901734104046242,0.07225433526011561,0.06358381502890173,0.0,0.052986512524084775,0.022157996146435453,0.0009633911368015414,0.002890173410404624,0.019267822736030827,0.0,0.05684007707129094,0.0019267822736030828,0.052986512524084775,0.0,0.06069364161849711,0.0019267822736030828,0.015414258188824663,0.002890173410404624,0.014450867052023121,0.07707129094412331,0.018304431599229287,0.0,0.0,0.028901734104046242,0.046242774566473986,0.0,0.04335260115606936
7,1211,0.042939719240297276,0.0305532617671346,0.042939719240297276,0.023947151114781174,0.06606110652353427,0.22873658133773742,0.054500412881915775,0.20809248554913296,0.058629232039636665,0.008257638315441783,0.10569777043765483,0.007431874483897605,0.06606110652353427,0.007431874483897605,0.022295623451692816,0.0008257638315441783,0.0033030553261767133,0.0,0.08175061932287365,0.037159372419488024,0.05532617671345995,0.05615194054500413,0.058629232039636665,0.0,0.008257638315441783,0.038810900082576386,0.07927332782824112,0.05532617671345995,0.0,0.07184145334434351,0.018166804293971925,0.0016515276630883566,0.0033030553261767133,0.011560693641618497,0.0008257638315441783,0.04459124690338563,0.00495458298926507,0.061932287365813375,0.0008257638315441783,0.05615194054500413,0.0008257638315441783,0.014037985136251032,0.011560693641618497,0.014037985136251032,0.057803468208092484,0.02064409578860446,0.0,0.0008257638315441783,0.017341040462427744,0.04046242774566474,0.0,0.042113955408753095
8,1060,0.05,0.024528301886792454,0.04245283018867924,0.020754716981132074,0.05,0.2537735849056604,0.038679245283018866,0.17830188679245282,0.057547169811320756,0.0047169811320754715,0.12924528301886792,0.005660377358490566,0.07169811320754717,0.012264150943396227,0.035849056603773584,0.0,0.012264150943396227,0.0,0.07547169811320754,0.04622641509433962,0.045283018867924525,0.04339622641509434,0.07452830188679245,0.0,0.0037735849056603774,0.029245283018867925,0.07452830188679245,0.059433962264150944,0.0,0.05188679245283019,0.017924528301886792,0.0,0.002830188679245283,0.02358490566037736,0.0009433962264150943,0.05377358490566038,0.0037735849056603774,0.03679245283018868,0.0,0.05471698113207547,0.0009433962264150943,0.011320754716981131,0.002830188679245283,0.013207547169811321,0.07641509433962264,0.024528301886792454,0.0,0.0009433962264150943,0.016037735849056604,0.04433962264150943,0.0018867924528301887,0.04905660377358491
9,1144,0.04108391608391608,0.03583916083916084,0.05332167832167832,0.01048951048951049,0.05244755244755245,0.26573426573426573,0.0472027972027972,0.16083916083916083,0.06293706293706294,0.0017482517482517483,0.10839160839160839,0.006993006993006993,0.08566433566433566,0.013986013986013986,0.032342657342657344,0.0,0.0,0.0,0.08129370629370629,0.04020979020979021,0.051573426573426576,0.049825174825174824,0.07342657342657342,0.0,0.005244755244755245,0.016608391608391608,0.07867132867132867,0.0673076923076923,0.0,0.051573426573426576,0.026223776223776224,0.0008741258741258741,0.0,0.019230769230769232,0.0,0.05506993006993007,0.004370629370629371,0.05506993006993007,0.0,0.06118881118881119,0.0034965034965034965,0.013986013986013986,0.0026223776223776225,0.021853146853146852,0.057692307692307696,0.01486013986013986,0.0,0.0017482517482517483,0.016608391608391608,0.04020979020979021,0.0017482517482517483,0.04108391608391608
