,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,605,0.07768595041322314,0.03801652892561983,0.0,0.06942148760330578,0.011570247933884297,0.02975206611570248,0.18181818181818182,0.0512396694214876,0.20826446280991737,0.06942148760330578,0.011570247933884297,0.15041322314049588,0.013223140495867768,0.06611570247933884,0.01818181818181818,0.02975206611570248,0.0,0.001652892561983471,0.0,0.06115702479338843,0.07933884297520662,0.05619834710743802,0.05785123966942149,0.024793388429752067,0.001652892561983471,0.006611570247933884,0.02975206611570248,0.0859504132231405,0.04132231404958678,0.024793388429752067,0.02975206611570248,0.0,0.003305785123966942,0.011570247933884297,0.0,0.04462809917355372,0.008264462809917356,0.024793388429752067,0.0,0.06446280991735537,0.001652892561983471,0.01487603305785124,0.003305785123966942,0.019834710743801654,0.06611570247933884,0.03471074380165289,0.0,0.01818181818181818,0.05785123966942149,0.0,0.07768595041322314
1,740,0.06621621621621622,0.025675675675675677,0.0,0.08108108108108109,0.014864864864864866,0.0445945945945946,0.21486486486486486,0.05,0.21621621621621623,0.04594594594594595,0.008108108108108109,0.12837837837837837,0.02027027027027027,0.05,0.01891891891891892,0.02972972972972973,0.0,0.0,0.0,0.060810810810810814,0.06621621621621622,0.05405405405405406,0.052702702702702706,0.03648648648648649,0.0,0.014864864864864866,0.02837837837837838,0.062162162162162166,0.0472972972972973,0.04594594594594595,0.00945945945945946,0.0013513513513513514,0.002702702702702703,0.012162162162162163,0.0013513513513513514,0.033783783783783786,0.016216216216216217,0.04864864864864865,0.0013513513513513514,0.04594594594594595,0.002702702702702703,0.00945945945945946,0.004054054054054054,0.014864864864864866,0.0945945945945946,0.0445945945945946,0.002702702702702703,0.013513513513513514,0.060810810810810814,0.0,0.062162162162162166
2,722,0.07479224376731301,0.030470914127423823,0.0,0.07340720221606649,0.009695290858725761,0.0443213296398892,0.18698060941828254,0.045706371191135735,0.2077562326869806,0.08033240997229917,0.009695290858725761,0.13157894736842105,0.018005540166204988,0.05955678670360111,0.0110803324099723,0.03462603878116344,0.0,0.0,0.0013850415512465374,0.06509695290858726,0.07063711911357341,0.0443213296398892,0.054016620498614956,0.02631578947368421,0.0,0.006925207756232687,0.027700831024930747,0.07894736842105263,0.05263157894736842,0.04016620498614958,0.015235457063711912,0.0,0.0013850415512465374,0.006925207756232687,0.0,0.030470914127423823,0.009695290858725761,0.037396121883656507,0.0,0.07756232686980609,0.004155124653739612,0.015235457063711912,0.0013850415512465374,0.015235457063711912,0.0817174515235457,0.03185595567867036,0.0013850415512465374,0.018005540166204988,0.06786703601108034,0.0,0.07063711911357341
3,822,0.06326034063260341,0.037712895377128956,0.0036496350364963502,0.07542579075425791,0.012165450121654502,0.03527980535279805,0.21532846715328466,0.057177615571776155,0.19951338199513383,0.07177615571776155,0.0024330900243309003,0.1192214111922141,0.021897810218978103,0.052311435523114354,0.012165450121654502,0.031630170316301706,0.0,0.0,0.0,0.07542579075425791,0.058394160583941604,0.05596107055961071,0.06204379562043796,0.032846715328467155,0.0,0.0036496350364963502,0.029197080291970802,0.07542579075425791,0.057177615571776155,0.03527980535279805,0.024330900243309004,0.0036496350364963502,0.004866180048661801,0.012165450121654502,0.0,0.015815085158150853,0.014598540145985401,0.040145985401459854,0.0,0.06569343065693431,0.0012165450121654502,0.012165450121654502,0.0024330900243309003,0.02068126520681265,0.072992700729927,0.03527980535279805,0.0024330900243309003,0.010948905109489052,0.06690997566909976,0.0024330900243309003,0.06204379562043796
4,651,0.0706605222734255,0.041474654377880185,0.0,0.07987711213517665,0.016897081413210446,0.039938556067588324,0.18125960061443933,0.05069124423963134,0.1889400921658986,0.06605222734254992,0.006144393241167435,0.1336405529953917,0.013824884792626729,0.06451612903225806,0.013824884792626729,0.041474654377880185,0.0,0.0,0.0,0.0629800307219662,0.07373271889400922,0.05069124423963134,0.053763440860215055,0.04915514592933948,0.0,0.0015360983102918587,0.02304147465437788,0.055299539170506916,0.047619047619047616,0.039938556067588324,0.021505376344086023,0.0030721966205837174,0.0015360983102918587,0.009216589861751152,0.0,0.03686635944700461,0.007680491551459293,0.03533026113671275,0.0,0.0629800307219662,0.004608294930875576,0.013824884792626729,0.0,0.026113671274961597,0.07219662058371736,0.026113671274961597,0.0030721966205837174,0.018433179723502304,0.07526881720430108,0.0,0.06912442396313365
5,784,0.06505102040816327,0.02295918367346939,0.0,0.07653061224489796,0.011479591836734694,0.04846938775510204,0.18239795918367346,0.05357142857142857,0.22959183673469388,0.05994897959183673,0.0012755102040816326,0.15178571428571427,0.003826530612244898,0.058673469387755105,0.015306122448979591,0.04974489795918367,0.0,0.003826530612244898,0.0,0.06887755102040816,0.0625,0.061224489795918366,0.058673469387755105,0.039540816326530615,0.0,0.008928571428571428,0.02806122448979592,0.06887755102040816,0.025510204081632654,0.04846938775510204,0.02423469387755102,0.002551020408163265,0.002551020408163265,0.012755102040816327,0.0,0.02806122448979592,0.002551020408163265,0.042091836734693876,0.0,0.05739795918367347,0.002551020408163265,0.01020408163265306,0.002551020408163265,0.007653061224489796,0.08290816326530612,0.03316326530612245,0.0,0.02295918367346939,0.06377551020408163,0.0012755102040816326,0.061224489795918366
6,734,0.0667574931880109,0.02316076294277929,0.0,0.0776566757493188,0.017711171662125342,0.043596730245231606,0.20708446866485014,0.055858310626702996,0.19482288828337874,0.0653950953678474,0.008174386920980926,0.14577656675749318,0.013623978201634877,0.05313351498637602,0.005449591280653951,0.04632152588555858,0.0,0.0027247956403269754,0.0,0.0667574931880109,0.0653950953678474,0.055858310626702996,0.06130790190735695,0.03678474114441417,0.0,0.006811989100817439,0.031335149863760216,0.06267029972752043,0.04495912806539509,0.04223433242506812,0.01226158038147139,0.004087193460490463,0.0,0.01226158038147139,0.0013623978201634877,0.02861035422343324,0.009536784741144414,0.051771117166212535,0.0,0.05994550408719346,0.0,0.006811989100817439,0.0027247956403269754,0.014986376021798364,0.08583106267029973,0.027247956403269755,0.0013623978201634877,0.014986376021798364,0.07220708446866485,0.0,0.0653950953678474
7,799,0.057571964956195244,0.023779724655819776,0.0,0.06382978723404255,0.011264080100125156,0.04380475594493116,0.21526908635794745,0.05006257822277847,0.18523153942428036,0.0951188986232791,0.006257822277847309,0.12891113892365458,0.007509386733416771,0.06758448060075094,0.007509386733416771,0.04130162703379224,0.0,0.0037546933667083854,0.0,0.06132665832290363,0.060075093867334166,0.04505632040050062,0.052565707133917394,0.04130162703379224,0.0,0.007509386733416771,0.02252816020025031,0.08010012515644556,0.0625782227784731,0.0425531914893617,0.023779724655819776,0.0025031289111389237,0.0037546933667083854,0.012515644555694618,0.0,0.04130162703379224,0.0037546933667083854,0.04130162703379224,0.0,0.09261576971214018,0.0025031289111389237,0.007509386733416771,0.0012515644555694619,0.01376720901126408,0.0688360450563204,0.030037546933667083,0.0012515644555694619,0.010012515644555695,0.06132665832290363,0.0,0.05381727158948686
8,662,0.0649546827794562,0.028700906344410877,0.0015105740181268882,0.08157099697885196,0.010574018126888218,0.0513595166163142,0.18429003021148035,0.052870090634441085,0.20090634441087613,0.07250755287009064,0.006042296072507553,0.14652567975830816,0.006042296072507553,0.061933534743202415,0.022658610271903322,0.03172205438066465,0.0015105740181268882,0.004531722054380665,0.0,0.08157099697885196,0.06948640483383686,0.0513595166163142,0.05740181268882175,0.03474320241691843,0.0,0.013595166163141994,0.022658610271903322,0.07250755287009064,0.027190332326283987,0.054380664652567974,0.021148036253776436,0.0030211480362537764,0.0015105740181268882,0.013595166163141994,0.0,0.030211480362537766,0.0015105740181268882,0.045317220543806644,0.0,0.0649546827794562,0.0,0.00906344410876133,0.006042296072507553,0.01661631419939577,0.0755287009063444,0.0256797583081571,0.0015105740181268882,0.015105740181268883,0.05740181268882175,0.0015105740181268882,0.0649546827794562
9,754,0.07427055702917772,0.042440318302387266,0.0,0.07427055702917772,0.017241379310344827,0.05968169761273209,0.1909814323607427,0.04509283819628647,0.17374005305039789,0.07427055702917772,0.005305039787798408,0.1220159151193634,0.011936339522546418,0.07029177718832891,0.01856763925729443,0.038461538461538464,0.0,0.002652519893899204,0.0,0.06763925729442971,0.0636604774535809,0.034482758620689655,0.05172413793103448,0.04376657824933687,0.0,0.009283819628647215,0.03713527851458886,0.07824933687002653,0.042440318302387266,0.05570291777188329,0.011936339522546418,0.001326259946949602,0.003978779840848806,0.007957559681697613,0.0,0.03050397877984085,0.007957559681697613,0.050397877984084884,0.001326259946949602,0.07427055702917772,0.002652519893899204,0.009283819628647215,0.002652519893899204,0.026525198938992044,0.05968169761273209,0.01856763925729443,0.0,0.013262599469496022,0.06763925729442971,0.001326259946949602,0.0649867374005305
