,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
len,1.0,-0.9264416745957517,0.1293865631695347,-0.2731639100612693,0.053340919869300646,0.2914017994006717,-0.5533955467296205,0.2636292941936468,0.3431280988361774,-0.0981148854320666,0.19974782033951874,0.0971113315350295,0.032454383256595595,0.22314416655797759,-0.12005142457835291,-0.034852232934312374,0.20509720305691165,0.43675014230758086,0.017053935253702555,-0.2763330373746331,0.3457121687812821,-0.9112654900637784,0.34150221207178355,0.2362073123671356,0.2870510477756351,-0.02658461144637723,0.241212206761111,0.35303608302219885,0.49715346440332564,-0.25529908942558877,-0.508642948534102,-0.13103097169981845,0.47438050418741096,0.06337917682530188,0.11961737671954151,0.3319964879641385,-0.035251558516545906,0.06973858563476189,-0.24197423797923565,-0.10735565590909041,0.26056988639740675,0.37605935722406086,0.17593668284751457,-0.0029679976040263697,-0.08915387806553417,-0.3324476628544351,0.39814418342362656,0.05801590751388056,0.008461499918028165,0.08638142186511555,0.5191996000810747,-0.9190985381598784
PUNCT,-0.9264416745957517,1.0,-0.19407412745762254,0.49797230740036286,-0.06955482927627718,-0.2684991993227636,0.5209432622505545,-0.25371830444487947,-0.4931725184930868,0.07410774307802562,-0.12582579985665504,0.0020418406313287784,0.022378712645792834,-0.20019982480929774,0.0639336844815673,0.04408255440318695,-0.33345758305519163,-0.473293168339122,-0.024096197462838146,0.29532787368066205,-0.31118965480607835,0.9760451418220767,-0.4346392081131252,-0.3424990673957819,-0.29601908876593863,0.00782599266377584,-0.15486879152396527,-0.3586944354522251,-0.47187944220675665,0.17046952875700164,0.4607307642966299,0.14646029368307506,-0.48929741322496945,0.0010736103215622324,-0.1972901165192366,-0.3083009079853809,-0.01822769380753418,0.05867996653831396,0.3996812967767625,0.038816806573987284,-0.21388550244128537,-0.4131356374707662,-0.20517471801348772,-0.10076277215745899,-0.01850705387763975,0.4441965192252006,-0.5261605065398853,-0.15888946035819415,0.07981907051228071,-0.07094354445201191,-0.5682009908199988,0.9504070208201802
AUX,0.1293865631695347,-0.19407412745762254,1.0,-0.30338743354984454,-0.07750974058535764,-0.14133256421412035,0.11906880083895935,0.13925255810716122,-0.10223934262951861,-0.4646540192780677,0.047597222360180796,0.030079395105966914,-0.16422016481323828,0.2007032970733723,0.533980714157957,-0.30447444920776884,0.0033002141966786943,0.20993155532958782,0.12808452497829598,0.011984345201302052,-0.29429911300793216,-0.18320564994855892,0.09051992019288964,-0.1231658066199608,-0.03412019826861621,-0.0750925158700547,-0.3965153297142816,0.1938492335372209,0.19553642434611995,0.1488192299531808,0.1783425189529832,0.4192120599560525,0.03277382338080569,0.38743432249618054,0.0893622916283826,-0.15335857106721537,-0.10135186295570132,-0.25407643375402617,0.0804535512741328,0.030998810993562647,0.058128273550934535,0.23945702351780093,0.6331416203024115,0.4326419880959031,0.7364234694918288,-0.07079284308534853,0.05233022144655184,0.08324907073016746,-0.4774231387818748,-0.21199893525238842,0.2371733231089066,-0.07197204538298292
X,-0.2731639100612693,0.49797230740036286,-0.30338743354984454,1.0,0.018675234677433518,-0.29527305653085295,0.1001472128315972,-0.14858382246546584,-0.08093240619430483,-0.16972083839578717,0.42297043198922585,-0.24958944367343727,0.24261040850491974,-0.2960105676495773,-0.3543834997104002,0.12607526484630383,-0.16174454678188904,-0.1215624435343167,-0.21522458989532942,-0.10624885461940077,-0.4198596047725491,0.47066782245154953,-0.14961829869415125,0.09493390163219696,0.060147321204273727,-0.08724774747597361,0.20236384118106818,-0.2773205382244,-0.1510892850985852,-0.0835100760387599,-0.02571875894384818,-0.10553144870585926,-0.05140903099675293,0.31512026401323995,-0.110794735600697,-0.12123530705053276,-0.12110263889979873,0.020684833613452237,0.23949834742252943,-0.12159091672002428,0.32790152182383764,-0.22713383558234232,-0.12313568267471836,-0.3141222342115967,-0.4665432367086039,0.38536108981084044,-0.529838580126618,-0.35705069961840336,0.09605542866067647,-0.02858334686761821,-0.2423084949620744,0.4186439688294043
ADV,0.053340919869300646,-0.06955482927627718,-0.07750974058535764,0.018675234677433518,1.0,-0.05135577239416138,-0.14959942810349702,-0.5950053493531222,0.4528937752953348,0.3185504021715062,-0.17888507854884111,-0.21719641656928654,0.17875841758872232,-0.2624797569953483,-0.32895626323352817,0.8116793875288282,-0.13003222279064883,0.03835146282541128,-0.243325570544452,0.019601425489502746,-0.2377912625907289,-0.14584367587154598,0.11471793452646292,0.45812560995191187,-0.09859815802660116,0.462052276798871,0.45518684774370266,-0.2066564890362835,-0.3880388584049763,-0.0197410494936504,-0.19583411023967257,-0.03949698455702216,-0.07508565922841651,-0.2090588194288163,-0.16277029214765001,-0.2932106393908137,-0.4582763294356864,-0.1385087137641813,-0.31788553102249884,0.0419841946173551,-0.20532273223890848,-0.07127318816946634,-0.05301624145105032,-0.06913683613626474,-0.08936822526521196,-0.036859750264166595,0.07123069031734947,0.11312389512786042,-0.07061913691733966,0.8428114931232085,0.29989795177453477,-0.007519272363726911
PART,0.2914017994006717,-0.2684991993227636,-0.14133256421412035,-0.29527305653085295,-0.05135577239416138,1.0,-0.5711344747957068,-0.0025830533377884045,-0.02152062782257649,0.05741258410925146,-0.08889731947893667,0.4555985933661942,0.1731303332336249,0.08296776990523483,-0.17465958288164815,-0.09941554733940713,0.2863511169360148,0.1753506796155181,0.07948320417003087,0.0477681898897035,0.39645011183009815,-0.18457283871276137,0.23155863667460605,-0.21814076286565665,0.06656499606301318,-0.05837357127720586,0.01488909596475588,0.2341796976973666,0.001197445550090832,-0.09169958989905033,-0.533836518344971,0.011291260992784838,-0.22755396819966786,0.017505034199741903,-0.2807704425728383,0.4751658543956178,-0.23413023643133954,0.011770336004976194,-0.24834462200771032,-0.07603809607635802,-0.020491335231272112,0.03705626538859078,-0.261163867979522,0.4794024757982066,0.07171894117906562,0.10344750076545826,0.09422317534300179,0.2836307671122326,0.33191089831037024,0.36676829598774197,0.137254398062791,-0.39839443145720893
CCONJ,-0.5533955467296205,0.5209432622505545,0.11906880083895935,0.1001472128315972,-0.14959942810349702,-0.5711344747957068,1.0,-0.036065610226736065,-0.28609673992808,-0.05047825854947778,-0.28808207328317026,-0.2154286044544833,-0.275190747394349,-0.1162051653607583,0.33746505901874735,0.062088211330761076,-0.41367447087155934,-0.44535035821213714,-0.03432421492766591,0.07493379458959122,-0.20464161253236302,0.48174493895622283,-0.4664934056317939,-0.1667188997979182,-0.11385843729449564,-0.0500197724097276,0.044847362672929596,-0.3478638282468452,-0.23358848926219625,0.30974520542638345,0.9785596855026067,0.30428107440548857,0.07224158148617714,0.11655550513945143,0.08006924349132363,-0.12105728586858872,0.17888564933301826,0.022909733126608416,0.5013759404204667,0.29312947468994854,-0.31712392940300316,-0.507671092933326,0.21624913632710172,-0.3946215666771201,0.0892942348851901,-0.21088923209491361,-0.17214692972375173,0.03156657802294014,-0.18178525955556202,-0.37190155471117337,-0.08855901010258839,0.5024069623197346
NOUN,0.2636292941936468,-0.25371830444487947,0.13925255810716122,-0.14858382246546584,-0.5950053493531222,-0.0025830533377884045,-0.036065610226736065,1.0,-0.17273031689038942,-0.6834615812735105,0.13863835073696346,0.01775306242120631,-0.7527427856581229,0.44292533787364463,0.5987813909458664,-0.3984801233164055,0.18139305024763033,-0.04380580292683828,0.330402506313928,-0.14307519141801794,0.3859919117546453,-0.14347724530919181,0.10670684160786596,-0.2266615539246319,0.4494147733563922,-0.3374330780130775,-0.4730949181880869,0.12415453621035187,0.835287592578045,0.15600920307334107,0.0349885975756585,-0.019003991250138248,0.4417629829128406,0.019661973790503516,0.5401718511709791,0.1810835369639578,0.7224467449478011,0.21386437504936373,-0.08361877425447448,0.2162452258849588,0.18453789344834753,0.2153796355042555,0.10286975494609336,0.09635728558400558,0.04017477369707048,-0.4600871033374255,-0.15614908596820257,-0.14489880091967558,-0.3687638557999742,-0.678634324987862,-0.27493284461580914,-0.27961516487005805
SCONJ,0.3431280988361774,-0.4931725184930868,-0.10223934262951861,-0.08093240619430483,0.4528937752953348,-0.02152062782257649,-0.28609673992808,-0.17273031689038942,1.0,0.0796790744886125,-0.09972684002490648,-0.648936976056572,0.1559165082633974,0.059379660222383494,-0.3175753555504267,0.3495477631958395,0.3121183222586313,0.2010175213274585,-0.23271517634921246,-0.6359051170597412,-0.014029017684676483,-0.5423631572477539,0.7126390730272048,0.9263239083582904,-0.11695982902311086,0.2613133815072738,0.4382538442324867,-0.035397633226980134,-0.0006367233917574487,0.004132198439880697,-0.2807868703524804,-0.3421792967832241,0.12567493706440624,-0.04000640690067326,0.1820656267768356,-0.053704890862790754,-0.25936083507677454,-0.08054162521004594,-0.4754353032740276,0.04088054908375505,-0.09861906791141456,0.06844051598983422,-0.218311730473471,-0.09595846732227159,-0.08404723113819998,-0.2512871107557436,0.05431986706484927,0.1016744117634319,-0.33766225370932307,0.3862434075087538,0.3773794694443344,-0.3827054509115916
VERB,-0.0981148854320666,0.07410774307802562,-0.4646540192780677,-0.16972083839578717,0.3185504021715062,0.05741258410925146,-0.05047825854947778,-0.6834615812735105,0.0796790744886125,1.0,-0.28263104395016986,0.12318990324996214,0.5016861718722692,-0.19859603954527255,-0.5647202095930848,0.3370443814718063,-0.09419272313548215,0.06970803477885149,-0.3238184757575796,0.22806872645985699,0.18352099793601676,-0.0223686434183093,-0.19658629172790937,0.07506290113742366,-0.448342128740905,0.44303485711619733,0.4189402766485705,-0.008868140751532796,-0.6819850352865434,-0.3397770018411676,-0.04838854541762749,-0.27276058422472815,-0.29535114639353616,-0.34906816042458877,-0.37869752313024846,0.06850782823234355,-0.3999991623926869,0.08230812942426123,0.013713820867794258,-0.3070138672099198,-0.28118792996241676,-0.09205306572214367,-0.41185049603066765,-0.25671938405072303,-0.12726052575735483,0.31951109775159303,0.4031950182601947,0.26911652230959854,0.45135940673348396,0.4472739153617538,0.14620280370985855,0.10546103533634013
