,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,630,0.0746031746031746,0.03650793650793651,0.0,0.07301587301587302,0.015873015873015872,0.0380952380952381,0.15396825396825398,0.06349206349206349,0.19206349206349208,0.07301587301587302,0.009523809523809525,0.15396825396825398,0.009523809523809525,0.06190476190476191,0.009523809523809525,0.04126984126984127,0.0,0.0031746031746031746,0.06825396825396825,0.07301587301587302,0.06349206349206349,0.06825396825396825,0.044444444444444446,0.0015873015873015873,0.004761904761904762,0.04126984126984127,0.05873015873015873,0.03333333333333333,0.03492063492063492,0.014285714285714285,0.0015873015873015873,0.004761904761904762,0.006349206349206349,0.0,0.023809523809523808,0.006349206349206349,0.03492063492063492,0.0,0.06984126984126984,0.0,0.012698412698412698,0.0,0.01904761904761905,0.07142857142857142,0.026984126984126985,0.0,0.014285714285714285,0.0746031746031746,0.0,0.07301587301587302
1,719,0.07788595271210014,0.03616133518776078,0.0013908205841446453,0.07649513212795549,0.016689847009735744,0.054242002781641166,0.1780250347705146,0.04450625869262865,0.18915159944367177,0.05006954102920723,0.011126564673157162,0.14603616133518776,0.016689847009735744,0.061196105702364396,0.008344923504867872,0.03894297635605007,0.0013908205841446453,0.005563282336578581,0.0737134909596662,0.07093184979137691,0.0458970792767733,0.0458970792767733,0.04450625869262865,0.0,0.012517385257301807,0.03894297635605007,0.0737134909596662,0.0458970792767733,0.05285118219749652,0.009735744089012517,0.0027816411682892906,0.0,0.005563282336578581,0.0013908205841446453,0.015299026425591099,0.008344923504867872,0.059805285118219746,0.0,0.05006954102920723,0.0,0.009735744089012517,0.0027816411682892906,0.02642559109874826,0.0584144645340751,0.01808066759388039,0.0013908205841446453,0.016689847009735744,0.07649513212795549,0.004172461752433936,0.0737134909596662
2,597,0.07872696817420435,0.03350083752093802,0.0,0.07537688442211055,0.010050251256281407,0.04187604690117253,0.152428810720268,0.06197654941373534,0.22948073701842547,0.06700167504187604,0.0033500837520938024,0.15912897822445563,0.011725293132328308,0.04690117252931323,0.01675041876046901,0.02680067001675042,0.0,0.0,0.07035175879396985,0.07705192629815745,0.05360134003350084,0.06030150753768844,0.023450586264656615,0.0,0.006700167504187605,0.04690117252931323,0.08040201005025126,0.03015075376884422,0.04355108877721943,0.01340033500837521,0.0033500837520938024,0.0,0.01340033500837521,0.0,0.01507537688442211,0.0033500837520938024,0.04020100502512563,0.0,0.06700167504187604,0.0033500837520938024,0.01340033500837521,0.0033500837520938024,0.021775544388609715,0.08375209380234507,0.023450586264656615,0.0016750418760469012,0.018425460636515914,0.06030150753768844,0.0,0.07872696817420435
3,640,0.0734375,0.0234375,0.0,0.090625,0.01875,0.059375,0.1515625,0.0484375,0.2015625,0.065625,0.0046875,0.171875,0.009375,0.0515625,0.021875,0.04375,0.0,0.0015625,0.08125,0.075,0.05,0.0578125,0.0265625,0.0,0.0078125,0.021875,0.0609375,0.021875,0.0546875,0.0046875,0.0046875,0.003125,0.00625,0.0,0.0171875,0.0078125,0.0453125,0.0,0.0609375,0.00625,0.0,0.003125,0.0234375,0.090625,0.028125,0.0,0.01875,0.0828125,0.0,0.071875
4,619,0.0791599353796446,0.025848142164781908,0.0,0.08562197092084006,0.01615508885298869,0.048465266558966075,0.1421647819063005,0.050080775444264945,0.21647819063004847,0.0791599353796446,0.008077544426494346,0.14054927302100162,0.009693053311793215,0.0630048465266559,0.012924071082390954,0.0420032310177706,0.0,0.0,0.0630048465266559,0.07431340872374798,0.046849757673667204,0.051696284329563816,0.03877221324717286,0.0,0.008077544426494346,0.045234248788368334,0.06623586429725363,0.025848142164781908,0.051696284329563816,0.014539579967689823,0.0016155088852988692,0.006462035541195477,0.009693053311793215,0.0,0.022617124394184167,0.006462035541195477,0.03877221324717286,0.0,0.07592891760904685,0.004846526655896607,0.004846526655896607,0.0016155088852988692,0.025848142164781908,0.061389337641357025,0.030694668820678513,0.0,0.01615508885298869,0.07108239095315025,0.0,0.08077544426494346
5,705,0.07659574468085106,0.032624113475177303,0.0,0.07801418439716312,0.014184397163120567,0.04539007092198582,0.17163120567375886,0.06524822695035461,0.19574468085106383,0.059574468085106386,0.005673758865248227,0.1347517730496454,0.02127659574468085,0.062411347517730496,0.009929078014184398,0.024113475177304965,0.0,0.0028368794326241137,0.05815602836879433,0.06666666666666667,0.05531914893617021,0.06950354609929078,0.0425531914893617,0.0,0.009929078014184398,0.028368794326241134,0.06382978723404255,0.032624113475177303,0.04822695035460993,0.014184397163120567,0.0028368794326241137,0.0014184397163120568,0.009929078014184398,0.0,0.029787234042553193,0.009929078014184398,0.05815602836879433,0.0,0.05390070921985816,0.0,0.005673758865248227,0.005673758865248227,0.024113475177304965,0.08085106382978724,0.029787234042553193,0.0,0.01702127659574468,0.06950354609929078,0.0,0.075177304964539
6,666,0.08108108108108109,0.024024024024024024,0.0,0.06756756756756757,0.018018018018018018,0.03303303303303303,0.16966966966966968,0.05555555555555555,0.20270270270270271,0.08258258258258258,0.013513513513513514,0.13363363363363365,0.013513513513513514,0.06456456456456457,0.012012012012012012,0.04504504504504504,0.0,0.0,0.06006006006006006,0.08408408408408409,0.06306306306306306,0.05855855855855856,0.03903903903903904,0.0,0.010510510510510511,0.03453453453453453,0.05555555555555555,0.04054054054054054,0.03903903903903904,0.01951951951951952,0.0015015015015015015,0.0045045045045045045,0.006006006006006006,0.0,0.03453453453453453,0.012012012012012012,0.03153153153153153,0.0,0.07957957957957958,0.0,0.006006006006006006,0.0,0.018018018018018018,0.07357357357357357,0.01951951951951952,0.0,0.013513513513513514,0.06606606606606606,0.0,0.07207207207207207
7,643,0.07931570762052877,0.027993779160186624,0.0,0.08709175738724728,0.02177293934681182,0.04510108864696734,0.18973561430793157,0.06376360808709176,0.16951788491446346,0.05754276827371695,0.00933125972006221,0.1166407465007776,0.03576982892690513,0.05598755832037325,0.006220839813374806,0.03576982892690513,0.0,0.0015552099533437014,0.060653188180404355,0.07620528771384137,0.05909797822706065,0.07153965785381027,0.041990668740279936,0.0,0.007776049766718507,0.02021772939346812,0.060653188180404355,0.05443234836702955,0.04510108864696734,0.00933125972006221,0.0015552099533437014,0.0015552099533437014,0.02021772939346812,0.0,0.03421461897356143,0.015552099533437015,0.049766718506998445,0.0,0.05287713841368585,0.0,0.003110419906687403,0.003110419906687403,0.02177293934681182,0.05598755832037325,0.013996889580093312,0.0,0.00933125972006221,0.08553654743390357,0.003110419906687403,0.07776049766718507
8,649,0.07550077041602465,0.03543913713405239,0.0,0.08166409861325115,0.01848998459167951,0.053929121725731895,0.17411402157164868,0.05238828967642527,0.18798151001540833,0.061633281972265024,0.007704160246533128,0.1448382126348228,0.004622496147919877,0.06471494607087827,0.012326656394453005,0.04160246533127889,0.0,0.0030816640986132513,0.053929121725731895,0.07395993836671803,0.05238828967642527,0.05238828967642527,0.04160246533127889,0.0,0.007704160246533128,0.03697996918335902,0.06933744221879815,0.03697996918335902,0.05855161787365177,0.01386748844375963,0.0015408320493066256,0.0030816640986132513,0.009244992295839754,0.0,0.026194144838212634,0.0015408320493066256,0.046224961479198766,0.0015408320493066256,0.060092449922958396,0.0030816640986132513,0.01078582434514638,0.009244992295839754,0.023112480739599383,0.07704160246533127,0.02465331278890601,0.0,0.007704160246533128,0.06317411402157165,0.0030816640986132513,0.07395993836671803
9,615,0.0910569105691057,0.030894308943089432,0.0,0.09268292682926829,0.014634146341463415,0.061788617886178863,0.14308943089430895,0.04715447154471545,0.2048780487804878,0.07642276422764227,0.0065040650406504065,0.14471544715447154,0.014634146341463415,0.04227642276422764,0.01951219512195122,0.032520325203252036,0.0,0.0,0.07317073170731707,0.08617886178861789,0.03739837398373984,0.04715447154471545,0.032520325203252036,0.0,0.0065040650406504065,0.026016260162601626,0.06016260162601626,0.030894308943089432,0.06666666666666667,0.013008130081300813,0.0,0.0016260162601626016,0.00975609756097561,0.0,0.016260162601626018,0.0065040650406504065,0.04227642276422764,0.0,0.07154471544715447,0.0032520325203252032,0.014634146341463415,0.0032520325203252032,0.01788617886178862,0.07967479674796749,0.026016260162601626,0.0032520325203252032,0.013008130081300813,0.07642276422764227,0.0,0.08292682926829269
