,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
0,1246,0.044141252006420544,0.026484751203852328,0.07624398073836276,0.01043338683788122,0.06741573033707865,0.2231139646869984,0.0521669341894061,0.1958266452648475,0.06179775280898876,0.008025682182985553,0.09550561797752809,0.01043338683788122,0.08507223113964688,0.008025682182985553,0.028089887640449437,0.0,0.0008025682182985554,0.07463884430176565,0.04253611556982344,0.048956661316211875,0.058587479935794544,0.0449438202247191,0.0,0.004815409309791332,0.036115569823434994,0.06902086677367576,0.04975922953451043,0.0,0.06982343499197431,0.01765650080256822,0.0016051364365971107,0.0040128410914927765,0.028089887640449437,0.0,0.04173354735152488,0.006420545746388443,0.05537720706260032,0.05377207062600321,0.002407704654895666,0.006420545746388443,0.0008025682182985554,0.02086677367576244,0.06982343499197431,0.021669341894060994,0.0,0.0016051364365971107,0.016853932584269662,0.07062600321027288,0.0008025682182985554,0.04333868378812199
1,993,0.0513595166163142,0.04028197381671702,0.08358509566968782,0.006042296072507553,0.04934541792547835,0.22356495468277945,0.04632426988922457,0.19234642497482377,0.05840886203423968,0.011077542799597181,0.1148036253776435,0.0030211480362537764,0.07653575025176233,0.011077542799597181,0.026183282980866064,0.0,0.0030211480362537764,0.05740181268882175,0.04934541792547835,0.0513595166163142,0.0513595166163142,0.045317220543806644,0.0,0.013091641490433032,0.03726082578046324,0.07955689828801611,0.044310171198388724,0.002014098690835851,0.0473313192346425,0.025176233635448138,0.0010070493454179255,0.004028197381671702,0.012084592145015106,0.002014098690835851,0.044310171198388724,0.0010070493454179255,0.04229607250755287,0.054380664652567974,0.0,0.014098690835850957,0.0,0.022155085599194362,0.08862034239677745,0.027190332326283987,0.0,0.0,0.014098690835850957,0.07452165156092648,0.0030211480362537764,0.0513595166163142
2,995,0.05025125628140704,0.027135678391959798,0.0763819095477387,0.008040201005025126,0.05125628140703518,0.21608040201005024,0.04623115577889447,0.1879396984924623,0.05728643216080402,0.010050251256281407,0.135678391959799,0.005025125628140704,0.08040201005025126,0.008040201005025126,0.02914572864321608,0.0,0.0,0.07738693467336684,0.04924623115577889,0.05226130653266332,0.05125628140703518,0.05226130653266332,0.0010050251256281408,0.009045226130653266,0.035175879396984924,0.06432160804020101,0.04824120603015075,0.0,0.05025125628140704,0.03015075376884422,0.0010050251256281408,0.0020100502512562816,0.019095477386934675,0.0020100502512562816,0.04321608040201005,0.0010050251256281408,0.04522613065326633,0.053266331658291456,0.0,0.006030150753768844,0.0020100502512562816,0.024120603015075376,0.07537688442211055,0.020100502512562814,0.0,0.003015075376884422,0.02512562814070352,0.06633165829145729,0.003015075376884422,0.05025125628140704
3,1104,0.05253623188405797,0.03713768115942029,0.09057971014492754,0.014492753623188406,0.05344202898550725,0.17391304347826086,0.058876811594202896,0.20199275362318841,0.06159420289855073,0.010869565217391304,0.12318840579710146,0.0036231884057971015,0.09148550724637682,0.01177536231884058,0.025362318840579712,0.0,0.002717391304347826,0.06793478260869565,0.04891304347826087,0.051630434782608696,0.06159420289855073,0.026268115942028984,0.0,0.009963768115942028,0.03351449275362319,0.06521739130434782,0.04076086956521739,0.0,0.050724637681159424,0.03170289855072464,0.0018115942028985507,0.007246376811594203,0.016304347826086956,0.0018115942028985507,0.04710144927536232,0.0018115942028985507,0.04891304347826087,0.05615942028985507,0.002717391304347826,0.018115942028985508,0.0009057971014492754,0.018115942028985508,0.06068840579710145,0.015398550724637682,0.0009057971014492754,0.0009057971014492754,0.02717391304347826,0.09148550724637682,0.0018115942028985507,0.05253623188405797
4,1192,0.047818791946308725,0.03691275167785235,0.08557046979865772,0.012583892617449664,0.05956375838926174,0.20469798657718122,0.06291946308724833,0.17030201342281878,0.06040268456375839,0.012583892617449664,0.12835570469798657,0.0041946308724832215,0.08892617449664429,0.008389261744966443,0.03523489932885906,0.0008389261744966443,0.0,0.08389261744966443,0.04278523489932886,0.050335570469798654,0.06711409395973154,0.031879194630872486,0.0,0.016778523489932886,0.034395973154362415,0.06879194630872483,0.041107382550335574,0.0008389261744966443,0.05704697986577181,0.02181208053691275,0.0025167785234899327,0.0016778523489932886,0.01174496644295302,0.0008389261744966443,0.0436241610738255,0.003355704697986577,0.047818791946308725,0.0587248322147651,0.0,0.0041946308724832215,0.0,0.030201342281879196,0.06040268456375839,0.020134228187919462,0.0,0.0,0.02348993288590604,0.08305369127516779,0.0025167785234899327,0.044463087248322146
5,1156,0.04757785467128028,0.03546712802768166,0.07958477508650519,0.014705882352941176,0.04238754325259515,0.21280276816608998,0.039792387543252594,0.18685121107266436,0.05709342560553633,0.007785467128027681,0.13408304498269896,0.012110726643598616,0.08131487889273356,0.01124567474048443,0.03460207612456748,0.0,0.0008650519031141869,0.06747404844290658,0.04325259515570934,0.04844290657439446,0.04411764705882353,0.052768166089965395,0.0,0.014705882352941176,0.03806228373702422,0.07785467128027682,0.06401384083044982,0.0,0.04238754325259515,0.020761245674740483,0.0025951557093425604,0.0025951557093425604,0.015570934256055362,0.0017301038062283738,0.03460207612456748,0.006920415224913495,0.04844290657439446,0.052768166089965395,0.0025951557093425604,0.006920415224913495,0.0008650519031141869,0.026816608996539794,0.06487889273356401,0.019896193771626297,0.0,0.0,0.02768166089965398,0.07698961937716263,0.0017301038062283738,0.045847750865051905
6,1020,0.04607843137254902,0.029411764705882353,0.07745098039215687,0.022549019607843137,0.04019607843137255,0.1892156862745098,0.056862745098039215,0.21568627450980393,0.05392156862745098,0.006862745098039216,0.13431372549019607,0.0029411764705882353,0.0696078431372549,0.00980392156862745,0.029411764705882353,0.0,0.0,0.10098039215686275,0.045098039215686274,0.06372549019607843,0.06274509803921569,0.054901960784313725,0.0,0.010784313725490196,0.03627450980392157,0.07549019607843137,0.03431372549019608,0.00196078431372549,0.0392156862745098,0.006862745098039216,0.000980392156862745,0.0029411764705882353,0.0196078431372549,0.000980392156862745,0.03333333333333333,0.0,0.030392156862745098,0.047058823529411764,0.00196078431372549,0.004901960784313725,0.000980392156862745,0.024509803921568627,0.07745098039215687,0.022549019607843137,0.0,0.000980392156862745,0.026470588235294117,0.08627450980392157,0.000980392156862745,0.04607843137254902
7,892,0.05829596412556054,0.032511210762331835,0.1031390134529148,0.016816143497757848,0.04932735426008968,0.20179372197309417,0.04147982062780269,0.18946188340807174,0.053811659192825115,0.01233183856502242,0.11434977578475336,0.006726457399103139,0.0930493273542601,0.01569506726457399,0.028026905829596414,0.0,0.005605381165919282,0.07399103139013453,0.053811659192825115,0.043721973094170405,0.04820627802690583,0.033632286995515695,0.0,0.011210762331838564,0.04147982062780269,0.07062780269058296,0.04484304932735426,0.0,0.04820627802690583,0.014573991031390135,0.0011210762331838565,0.0011210762331838565,0.023542600896860985,0.0011210762331838565,0.04147982062780269,0.002242152466367713,0.03699551569506727,0.05044843049327354,0.0011210762331838565,0.006726457399103139,0.0011210762331838565,0.02914798206278027,0.07174887892376682,0.02242152466367713,0.0,0.0011210762331838565,0.01905829596412556,0.09865470852017937,0.0011210762331838565,0.05605381165919283
8,977,0.05015353121801433,0.04503582395087001,0.08393039918116683,0.011258955987717503,0.06141248720573183,0.18526100307062435,0.038894575230296824,0.19754350051177072,0.05322415557830092,0.006141248720573183,0.12487205731832139,0.006141248720573183,0.09211873080859775,0.011258955987717503,0.028659160696008188,0.0,0.0010235414534288639,0.06653019447287616,0.05015353121801433,0.044012282497441144,0.038894575230296824,0.04708290685772774,0.0,0.01330603889457523,0.028659160696008188,0.08188331627430911,0.048106448311156604,0.0,0.06141248720573183,0.03172978505629478,0.0020470829068577278,0.0030706243602865915,0.02047082906857728,0.0,0.037871033776867964,0.0030706243602865915,0.04912998976458546,0.052200614124872056,0.0020470829068577278,0.012282497441146366,0.0010235414534288639,0.033776867963152504,0.057318321392016376,0.01330603889457523,0.0,0.0,0.027635619242579325,0.07983623336745138,0.0020470829068577278,0.05015353121801433
9,1041,0.04707012487992315,0.037463976945244955,0.0941402497598463,0.01825168107588857,0.04803073967339097,0.20653218059558118,0.06051873198847262,0.1978866474543708,0.04514889529298751,0.01536983669548511,0.1037463976945245,0.004803073967339097,0.08165225744476465,0.010566762728146013,0.021133525456292025,0.0,0.002881844380403458,0.069164265129683,0.04514889529298751,0.04803073967339097,0.06243996157540826,0.03842459173871278,0.0,0.013448607108549471,0.029779058597502402,0.07204610951008646,0.05091258405379443,0.0019212295869356388,0.04803073967339097,0.03266090297790586,0.0038424591738712775,0.004803073967339097,0.01633045148895293,0.0009606147934678194,0.04226705091258405,0.0038424591738712775,0.04610951008645533,0.04130643611911623,0.002881844380403458,0.01440922190201729,0.002881844380403458,0.022094140249759846,0.059558117195004805,0.026897214217098942,0.0,0.0019212295869356388,0.021133525456292025,0.09221902017291066,0.002881844380403458,0.04707012487992315
