,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,1033,0.046466602129719266,0.03872216844143272,0.07163601161665054,0.018393030009680542,0.06098741529525654,0.20135527589545016,0.05517909002904162,0.19554695062923524,0.06292352371732816,0.011616650532429816,0.11035818005808325,0.000968054211035818,0.0803484995159729,0.00968054211035818,0.022265246853823813,0.0,0.000968054211035818,0.07938044530493708,0.04356243949661181,0.0377541142303969,0.05808325266214908,0.04356243949661181,0.00968054211035818,0.044530493707647625,0.06776379477250725,0.05324298160696999,0.0,0.061955469506292354,0.018393030009680542,0.001936108422071636,0.002904162633107454,0.008712487899322363,0.000968054211035818,0.031945788964181994,0.000968054211035818,0.05614714424007745,0.0,0.06292352371732816,0.000968054211035818,0.002904162633107454,0.001936108422071636,0.03484995159728945,0.06098741529525654,0.03581800580832527,0.0,0.028073572120038724,0.0696999031945789,0.001936108422071636,0.04549854791868345
1,1311,0.03585049580472922,0.03279938977879481,0.06788710907704043,0.019832189168573607,0.06407322654462243,0.19984744469870327,0.06788710907704043,0.20061022120518687,0.06636155606407322,0.038901601830663615,0.10602593440122045,0.002288329519450801,0.06407322654462243,0.014492753623188406,0.02669717772692601,0.0,0.0015255530129672007,0.07398932112890923,0.034324942791762014,0.05491990846681922,0.07246376811594203,0.03279938977879481,0.013729977116704805,0.041189931350114416,0.07093821510297482,0.04729214340198322,0.0,0.06254767353165523,0.02669717772692601,0.004576659038901602,0.0038138825324180014,0.011441647597254004,0.0007627765064836003,0.03051106025934401,0.0015255530129672007,0.05339435545385202,0.0,0.06254767353165523,0.0030511060259344014,0.008390541571319604,0.002288329519450801,0.02288329519450801,0.060259344012204424,0.029748283752860413,0.0007627765064836003,0.029748283752860413,0.06483600305110603,0.0,0.03585049580472922
2,1161,0.04306632213608958,0.041343669250646,0.08871662360034453,0.015503875968992248,0.0611541774332472,0.1937984496124031,0.050818260120585705,0.18863049095607234,0.05254091300602928,0.019810508182601206,0.1223083548664944,0.0008613264427217916,0.08096468561584841,0.020671834625323,0.030146425495262703,0.0008613264427217916,0.0008613264427217916,0.07751937984496124,0.03875968992248062,0.04565030146425495,0.05254091300602928,0.03617571059431524,0.012058570198105082,0.03789836347975883,0.06373815676141258,0.03875968992248062,0.0,0.05857019810508183,0.026701119724375538,0.00516795865633075,0.0017226528854435831,0.014642549526270457,0.0,0.04565030146425495,0.0008613264427217916,0.04306632213608958,0.0,0.05254091300602928,0.0034453057708871662,0.0068906115417743325,0.0008613264427217916,0.03617571059431524,0.06287683031869079,0.03359173126614987,0.0008613264427217916,0.031007751937984496,0.07751937984496124,0.0008613264427217916,0.041343669250646
3,1193,0.039396479463537304,0.036881810561609385,0.07208717518860017,0.01760268231349539,0.07460184409052809,0.20620284995808885,0.040234702430846606,0.18860016764459347,0.054484492875104776,0.03269069572506287,0.1181894383906119,0.003352891869237217,0.06789606035205364,0.010058675607711651,0.025984911986588432,0.0,0.0016764459346186086,0.07879295892707461,0.037720033528918694,0.039396479463537304,0.04777870913663034,0.04861693210393965,0.010058675607711651,0.04610226320201174,0.06370494551550712,0.05113160100586756,0.0,0.07208717518860017,0.020955574182732608,0.0008382229673093043,0.0016764459346186086,0.010058675607711651,0.0,0.03604358759430008,0.0016764459346186086,0.06705783738474434,0.0016764459346186086,0.051969823973176864,0.0016764459346186086,0.01173512154233026,0.0,0.025146689019279127,0.06621961441743504,0.018440905280804692,0.0,0.036881810561609385,0.07376362112321877,0.0016764459346186086,0.039396479463537304
4,959,0.05213764337851929,0.04692387904066736,0.07716371220020855,0.008342022940563087,0.05526590198123045,0.2127215849843587,0.056308654848800835,0.18665276329509906,0.040667361835245046,0.028154327424400417,0.11678832116788321,0.005213764337851929,0.06777893639207508,0.018769551616266946,0.021897810218978103,0.0010427528675703858,0.0031282586027111575,0.09593326381647549,0.04692387904066736,0.053180396246089674,0.06360792492179354,0.047966631908237745,0.014598540145985401,0.03962460896767466,0.05735140771637122,0.05735140771637122,0.0,0.056308654848800835,0.01564129301355579,0.0031282586027111575,0.0020855057351407717,0.021897810218978103,0.0,0.026068821689259645,0.0020855057351407717,0.03962460896767466,0.0020855057351407717,0.035453597497393116,0.005213764337851929,0.004171011470281543,0.0010427528675703858,0.03441084462982273,0.0667361835245047,0.028154327424400417,0.0010427528675703858,0.022940563086548488,0.061522419186652764,0.0,0.049009384775808136
5,1217,0.03697617091207888,0.04601479046836483,0.07559572719802794,0.010682004930156122,0.07395234182415776,0.20213640098603122,0.054231717337715694,0.18241577649958915,0.05834018077239113,0.01725554642563681,0.11092851273623665,0.008216926869350863,0.07313064913722268,0.009860312243221035,0.027937551355792935,0.0,0.0008216926869350862,0.07066557107641742,0.03697617091207888,0.049301561216105176,0.06162695152013147,0.047658175842235,0.012325390304026294,0.03368940016433854,0.06162695152013147,0.047658175842235,0.0,0.07230895645028759,0.030402629416598194,0.0016433853738701725,0.0049301561216105174,0.011503697617091208,0.0,0.029580936729663106,0.003286770747740345,0.062448644207066556,0.0016433853738701725,0.056696795398520954,0.004108463434675432,0.015612161051766639,0.003286770747740345,0.03204601479046836,0.051766639276910435,0.027937551355792935,0.0,0.027115858668857847,0.06409202958093672,0.0024650780608052587,0.03697617091207888
6,1083,0.04155124653739612,0.040627885503231764,0.07756232686980609,0.01662049861495845,0.07109879963065559,0.2077562326869806,0.04247460757156048,0.1883656509695291,0.05355493998153278,0.017543859649122806,0.11911357340720222,0.0018467220683287165,0.06925207756232687,0.009233610341643583,0.034164358264081256,0.0009233610341643582,0.0,0.08310249307479224,0.04155124653739612,0.034164358264081256,0.0443213296398892,0.05170821791320406,0.01569713758079409,0.03139427516158818,0.06925207756232687,0.05263157894736842,0.0,0.07017543859649122,0.013850415512465374,0.0018467220683287165,0.00554016620498615,0.012003693444136657,0.0,0.03693444136657433,0.0009233610341643582,0.060941828254847646,0.0,0.050784856879039705,0.0,0.0046168051708217915,0.0018467220683287165,0.036011080332409975,0.060941828254847646,0.030470914127423823,0.002770083102493075,0.02123730378578024,0.07571560480147738,0.003693444136657433,0.04155124653739612
7,1230,0.041463414634146344,0.03902439024390244,0.08292682926829269,0.016260162601626018,0.05934959349593496,0.208130081300813,0.046341463414634146,0.1796747967479675,0.05934959349593496,0.01869918699186992,0.12357723577235773,0.0024390243902439024,0.07154471544715447,0.01707317073170732,0.023577235772357725,0.0,0.0008130081300813008,0.08211382113821138,0.03739837398373984,0.04959349593495935,0.05121951219512195,0.056910569105691054,0.013008130081300813,0.03008130081300813,0.06016260162601626,0.05853658536585366,0.0,0.05853658536585366,0.01951219512195122,0.0008130081300813008,0.0016260162601626016,0.015447154471544716,0.0,0.03739837398373984,0.0,0.06016260162601626,0.0,0.056910569105691054,0.0008130081300813008,0.005691056910569106,0.0032520325203252032,0.032520325203252036,0.05934959349593496,0.03008130081300813,0.0008130081300813008,0.02032520325203252,0.07642276422764227,0.0008130081300813008,0.03902439024390244
8,1012,0.04743083003952569,0.036561264822134384,0.07806324110671936,0.014822134387351778,0.05928853754940711,0.21146245059288538,0.04841897233201581,0.18181818181818182,0.05731225296442688,0.017786561264822136,0.11067193675889328,0.0009881422924901185,0.07806324110671936,0.01383399209486166,0.020750988142292492,0.0,0.0029644268774703555,0.07806324110671936,0.044466403162055336,0.044466403162055336,0.0533596837944664,0.05928853754940711,0.011857707509881422,0.03162055335968379,0.06620553359683795,0.05533596837944664,0.0009881422924901185,0.058300395256917,0.024703557312252964,0.001976284584980237,0.005928853754940711,0.016798418972332016,0.0009881422924901185,0.036561264822134384,0.0009881422924901185,0.05237154150197629,0.0,0.05533596837944664,0.0029644268774703555,0.009881422924901186,0.0009881422924901185,0.023715415019762844,0.06324110671936758,0.020750988142292492,0.0,0.022727272727272728,0.07312252964426877,0.0,0.045454545454545456
9,806,0.05707196029776675,0.02481389578163772,0.07320099255583126,0.016129032258064516,0.04590570719602978,0.19230769230769232,0.05086848635235732,0.18114143920595532,0.06327543424317618,0.022332506203473945,0.13399503722084366,0.011166253101736972,0.08560794044665013,0.009925558312655087,0.033498759305210915,0.0,0.0024813895781637717,0.08684863523573201,0.05583126550868486,0.04466501240694789,0.05086848635235732,0.04838709677419355,0.017369727047146403,0.028535980148883373,0.06451612903225806,0.043424317617866005,0.0,0.04466501240694789,0.022332506203473945,0.0024813895781637717,0.0012406947890818859,0.02109181141439206,0.0,0.04714640198511166,0.008684863523573201,0.031017369727047148,0.0,0.060794044665012405,0.0037220843672456576,0.0012406947890818859,0.0037220843672456576,0.026054590570719603,0.06699751861042183,0.01488833746898263,0.0012406947890818859,0.02729528535980149,0.07196029776674938,0.0,0.05707196029776675
