,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
len,1.0,-0.8653993837006564,-0.18926058901308382,-0.10588056336850894,0.28426828390296754,-0.5337315174690017,-0.11900651482689459,-0.4566750929778032,-0.03853101913199035,0.6634094472870891,0.5441036458748135,-0.27690852759164775,0.7857496636294157,0.162802756913157,-0.49538805170491185,0.13829562960082445,0.41691839220020155,0.0628468639631002,-0.15788061332903502,-0.14711425294582647,-0.8804505005449716,-0.10715861769750154,0.11140718403834457,-0.07624290447051621,-0.27384692707057884,-0.5468310822184791,0.6203830655957496,0.27698627204593934,0.10971072432297968,-0.04716089049065485,-0.26333200430182385,-0.13743048614448852,0.1917939317044691,0.07096825184458298,-0.11310395887483636,-0.19636961017804674,-0.28453583841037566,0.21384686379361506,0.19532393262543982,-0.27384692707057884,0.4747847057907714,-0.17561752021257815,-0.10132035002117433,-0.08411763235365154,0.01837125043897414,0.23225476952936516,0.4008066968958351,0.32121246146054583,0.4983800882338288,-0.014033789197787286,0.13299345676991228,-0.9410084976509046
PUNCT,-0.8653993837006564,1.0,0.04901190197368464,0.007986213639967066,-0.03220987414772396,0.4176226033942075,-0.06160997011950942,0.40279926294051566,-0.19277873994787084,-0.6156598639999279,-0.47120074700399045,0.49648831754403516,-0.6961820522836893,-0.11910855327355745,0.31505763468468706,-0.018935279099927364,-0.17076258411817336,-0.11967743239387196,0.24817402123931395,0.27874571617565236,0.976302793530482,-0.08900106848807818,-0.38111124307590694,0.027837997500179214,0.4402068506286423,0.6682878031368658,-0.6295450335634243,-0.3021794447329012,0.008239221789781696,-0.07689191896493407,0.10233514433021666,-0.11131695976133948,-0.20130279238074342,0.01833926682685978,0.145953715403469,0.055412948061211394,0.23065657233104686,-0.2857734016072633,-0.199855177397279,0.4402068506286423,-0.3560873777498698,0.13391929891042215,0.011095970435764104,0.2891566985124376,-0.13412157290820742,-0.09534172454885807,-0.37017625164699286,-0.3855918388849967,-0.4942708456584596,0.16650316308900373,-0.21819560517637981,0.9702288350130154
AUX,-0.18926058901308382,0.04901190197368464,1.0,-0.2666113217819245,-0.09862060074411391,-0.08389311097778482,0.3465733887162151,-0.2587781123330503,0.20666918087197203,-0.07016830110638997,-0.38825574715419986,-0.31412292244964335,-0.06001025823481331,0.16066889663918485,0.12255984403076162,0.41807545426871695,-0.2993075550454927,0.2451496673481232,-0.23435757171517635,-0.21864548398810318,0.13907532338956188,0.26589294267132224,0.3065634415374463,-0.27137211777168163,-0.05116335344230889,0.2785898610787956,-0.27236140593292657,-0.3401376709340623,-0.11398365299326862,-0.2763395253298993,0.13886457342393754,0.394722286916365,0.2688323086703683,0.3998102012098642,-0.08210229956513876,0.0011776978818833917,-0.39841665505220536,0.22861421527883768,0.2865808839384809,-0.05116335344230889,-0.4684160777746748,0.13150333600351216,0.5411320190886307,-0.17107057286292557,0.5433787046531215,-0.6793377828594214,-0.36420417203158545,-0.21773548526531966,-0.0001232114477138382,-0.1840798066409074,0.01654749043475874,0.1828852298030921
X,-0.10588056336850894,0.007986213639967066,-0.2666113217819245,1.0,-0.02489887219547919,-0.020208102975596914,-0.21391122146928074,0.2538900073069864,-0.0714587578132989,-0.27827257438239283,0.08313811322210787,0.4864690547629173,-0.3027474753832407,0.4910217507554311,0.019552633168793465,0.10316884797743235,-0.270112749761991,-0.20857352440517996,0.12638213155642194,-0.28474205279822495,-0.08775699338372686,-0.22344161343578028,-0.14614393509979337,-0.5059761943030846,-0.14348143338385128,0.04768120485316536,0.2773249562267769,0.31277157892797025,0.5173702065909509,0.07822207966257584,-0.13417581014628877,0.09245209755754613,0.28484876392924774,-0.09407769263079088,-0.456217278289128,0.514021078417733,-0.09649332369121635,0.52829165240264,0.17240399798148862,-0.14348143338385128,0.13350362210846864,0.03257550214428794,-0.15638856282064617,0.0014014833742818618,-0.13432231437102618,0.42195441329379346,-0.3771976576798431,0.15076150466725513,-0.09883107459434819,-0.13757983878728636,-0.269778527604319,0.019310876601986587
ADV,0.28426828390296754,-0.03220987414772396,-0.09862060074411391,-0.02489887219547919,1.0,-0.011505726752559441,-0.13684410155466814,-0.3791218338007298,-0.08557549643499596,0.629607649558455,-0.09410155823347646,0.018385918528919794,0.2514056134333902,-0.1969127288330172,-0.7819108612472974,0.5816813585635885,0.35103520243206954,-0.32346272648368163,0.15066452240652303,0.18189258277518436,0.004929672589714118,-0.1434575285927543,-0.14589729212207078,-0.29448534786874964,-0.16920386983380123,0.01659560062550793,0.3860378565833771,-0.35157695317163207,-0.10878203289754676,0.3085794540476881,-0.14939315414229976,-0.43941880164912733,0.11522015527912997,-0.055306492463919214,0.5529388403913579,0.01745722531036755,-0.27727436963319757,-0.29997271946833093,0.0035888636325120075,-0.16920386983380123,-0.08007480216222027,0.17115654431142138,0.2791023956268544,-0.008341170203173556,-0.41704104870935804,0.12574429796450762,0.1831221093284566,0.3682655608683266,-0.2710575076558831,0.8528746929358842,-0.4035528663101716,-0.1465930157583701
PART,-0.5337315174690017,0.4176226033942075,-0.08389311097778482,-0.020208102975596914,-0.011505726752559441,1.0,-0.24172966627409775,0.28325142331014663,0.20666059354204966,-0.3358433621377695,-0.5668240138240084,0.1166561393522963,-0.37607813014983515,-0.1349286464838593,0.3080901090146753,-0.218626402929802,0.201262582159838,0.2395602017640458,0.37917157885933767,0.2348446494899672,0.41505117532597363,0.3168584378989113,0.01033136625335951,-0.19504878172515897,0.2214813852335319,0.20291479503312582,-0.3013854110906817,-0.46322779263980235,0.03095506162905543,0.00828796819287087,-0.045632749749804,0.23591333856045918,-0.18480432596778631,0.0884735802633981,0.4301254404066162,-0.04852511052098886,0.6861062430052366,-0.29886647869783034,-0.37168149203799056,0.2214813852335319,-0.4827921808820535,0.08878512770050885,-0.08355555514700112,0.2062905995581869,-0.25031347316838515,-0.2238479936930552,-0.17630899471701766,0.05742106095806189,-0.5309525252651057,0.39833273475849845,-0.08845848123889541,0.42878452305856307
CCONJ,-0.11900651482689459,-0.06160997011950942,0.3465733887162151,-0.21391122146928074,-0.13684410155466814,-0.24172966627409775,1.0,-0.409361123905354,-0.15398796845271484,0.305212567239721,-0.01644615953477275,-0.15008008689365457,-0.14798825452679218,-0.0359869008624863,0.05915403094520323,0.01698159747396087,-0.31221983436499406,-0.1895953834609871,-0.16672729651663645,-0.07336531070507443,0.06867670838570279,-0.34507218463304373,0.14424296401802025,0.2753992607824402,-0.11298751207647795,0.37433947291598063,-0.019861386548684423,0.05572926610875108,-0.5913651155185209,0.023611176966504117,0.9364930409991258,-0.2620342862983537,0.08996420080107316,-0.29281046516353565,-0.042626580041027394,0.39785282887300094,-0.38214243233796125,-0.0035765233821918123,0.4063633320353037,-0.11298751207647795,-0.15238861403602413,0.3702983006083142,0.23350917975459828,-0.2968626708084408,0.3561044750028995,-0.31131166232938334,0.3805603225894283,-0.2770334820174401,-0.06298889130872476,-0.19808671416978466,-0.16943765763271262,0.040849199447854596
NOUN,-0.4566750929778032,0.40279926294051566,-0.2587781123330503,0.2538900073069864,-0.3791218338007298,0.28325142331014663,-0.409361123905354,1.0,-0.007492389584243496,-0.578212087877191,-0.009294334753298286,0.2023546314864711,-0.4604334359006887,-0.2466478880623426,0.1255994249412217,-0.4802197040705533,-0.31168686320019673,0.20095657331022013,0.3519304631345762,-0.18340891586639332,0.31064707673555225,0.3217577677433174,-0.3179024891655593,0.11672069105215041,0.2020510384867818,0.03481153225436049,-0.33371913101247463,0.29305974287876674,0.276377839488393,0.27345050189306397,-0.29079048117931905,0.42025228643177504,-0.02999507418395581,-0.12760287860810954,-0.15970576465596945,0.13421423589429338,0.39899843067011204,-0.2712124389050982,-0.2297910067862953,0.2020510384867818,0.18295161852291603,0.03538987609530603,-0.03561921948912076,0.28148890276331007,-0.2428086967557509,0.24187618212157297,-0.43320381975063216,0.015417442060608874,-0.2252032643273488,-0.18445879151892547,-0.1734357507196694,0.4427043023654558
SCONJ,-0.03853101913199035,-0.19277873994787084,0.20666918087197203,-0.0714587578132989,-0.08557549643499596,0.20666059354204966,-0.15398796845271484,-0.007492389584243496,1.0,-0.051945317675291494,-0.08230135353915946,-0.09565075344323481,-0.07354173259709279,-0.3976821058797337,0.056671874433551116,0.31053323148677975,-0.37471275112824415,-0.16018784128671493,-0.1901238992348521,0.30292879973226294,-0.1415211629766924,0.5171615771973208,0.910724739294972,0.04750141979539264,0.33102495029314155,-0.4865350733176643,0.1079191987953855,-0.5619088282106928,-0.0848574049028179,0.3388354520134329,-0.214198336703011,0.28771976351367257,-0.25458788826641143,0.28001233621944255,0.268828514841982,-0.22039908536893746,-0.10403944293364815,-0.22718135035062703,-0.184015162836321,0.33102495029314155,-0.20009452931014055,0.039815854457339664,-0.1775602243933568,0.0617129025718133,0.41270117714667487,-0.35973575274015845,-0.08718700364752123,0.49795626718203656,-0.27762007000323674,-0.049752649773321236,0.09062253978385534,-0.12968988225131842
VERB,0.6634094472870891,-0.6156598639999279,-0.07016830110638997,-0.27827257438239283,0.629607649558455,-0.3358433621377695,0.305212567239721,-0.578212087877191,-0.051945317675291494,1.0,0.1599258709264295,-0.4351968502850056,0.5746110762751142,-0.2771788351495174,-0.6773850723116179,0.2031413353509278,0.28777523914402897,-0.1591537879395266,-0.020373302824727095,0.02116648308105539,-0.5159320732297296,-0.15550308447978647,0.1179319980592714,0.13418642786770418,-0.4356030129688454,-0.2623197117737234,0.6009228815030807,-0.033266055454228206,-0.35902404238763874,0.3238549517018585,0.15472491910812922,-0.3971351230666337,0.24059491961212803,-0.2055566753686583,0.299213905079421,-0.09518478074547135,-0.40356894053098624,-0.25103018438129543,0.20742575327539922,-0.4356030129688454,0.08063913150263413,0.10521872250813663,0.189994924002751,-0.26835953767986437,-0.10483157041423147,0.12850958653909508,0.6937990611864763,0.3607320624210211,0.09992610506892567,0.4245075290808715,-0.1161875931124979,-0.6436621667219755
