,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,1026,0.05555555555555555,0.028265107212475632,0.07992202729044834,0.016569200779727095,0.03898635477582846,0.1881091617933723,0.06627680311890838,0.2134502923976608,0.0594541910331384,0.004873294346978557,0.14132553606237816,0.01364522417153996,0.05458089668615984,0.017543859649122806,0.04580896686159844,0.0,0.0,0.08187134502923976,0.05165692007797271,0.056530214424951264,0.0682261208576998,0.03996101364522417,0.0,0.007797270955165692,0.03996101364522417,0.06335282651072124,0.03216374269005848,0.04093567251461988,0.02046783625730994,0.001949317738791423,0.001949317738791423,0.008771929824561403,0.0,0.029239766081871343,0.007797270955165692,0.036062378167641324,0.0,0.05847953216374269,0.0,0.009746588693957114,0.004873294346978557,0.018518518518518517,0.07309941520467836,0.029239766081871343,0.0,0.03216374269005848,0.07017543859649122,0.0,0.05165692007797271
1,1040,0.052884615384615384,0.0375,0.06634615384615385,0.019230769230769232,0.04326923076923077,0.19807692307692307,0.047115384615384615,0.21826923076923077,0.05673076923076923,0.0028846153846153848,0.14326923076923076,0.014423076923076924,0.058653846153846154,0.0057692307692307696,0.03461538461538462,0.0,0.0,0.08173076923076923,0.04903846153846154,0.05,0.05096153846153846,0.041346153846153845,0.0,0.009615384615384616,0.04038461538461539,0.07019230769230769,0.04230769230769231,0.041346153846153845,0.019230769230769232,0.0,0.0038461538461538464,0.01730769230769231,0.0,0.03076923076923077,0.008653846153846154,0.04423076923076923,0.0,0.05576923076923077,0.0028846153846153848,0.0125,0.0009615384615384616,0.02403846153846154,0.07307692307692308,0.027884615384615386,0.0,0.03076923076923077,0.07692307692307693,0.0009615384615384616,0.052884615384615384
2,1107,0.051490514905149054,0.032520325203252036,0.06323396567299007,0.014453477868112014,0.053297199638663056,0.2050587172538392,0.057813911472448055,0.1878952122854562,0.06413730803974707,0.004516711833785004,0.13640469738030714,0.01084010840108401,0.07136404697380307,0.013550135501355014,0.037037037037037035,0.0009033423667570009,0.0018066847335140017,0.06142728093947606,0.04878048780487805,0.04697380307136405,0.06142728093947606,0.04968383017163505,0.0,0.012646793134598013,0.025293586269196026,0.08220415537488708,0.04065040650406504,0.051490514905149054,0.02981029810298103,0.0018066847335140017,0.0018066847335140017,0.008130081300813009,0.0,0.04245709123757904,0.006323396567299007,0.052393857271906055,0.0,0.06413730803974707,0.0036133694670280035,0.009033423667570008,0.0027100271002710027,0.02168021680216802,0.06413730803974707,0.024390243902439025,0.0018066847335140017,0.025293586269196026,0.05510388437217705,0.0,0.051490514905149054
3,1020,0.04803921568627451,0.03823529411764706,0.06568627450980392,0.014705882352941176,0.054901960784313725,0.20098039215686275,0.050980392156862744,0.20294117647058824,0.061764705882352944,0.004901960784313725,0.14901960784313725,0.010784313725490196,0.07058823529411765,0.0058823529411764705,0.029411764705882353,0.0,0.000980392156862745,0.07549019607843137,0.04803921568627451,0.04215686274509804,0.05588235294117647,0.030392156862745098,0.0,0.011764705882352941,0.041176470588235294,0.06862745098039216,0.05392156862745098,0.052941176470588235,0.03137254901960784,0.000980392156862745,0.000980392156862745,0.0029411764705882353,0.0,0.023529411764705882,0.00784313725490196,0.05,0.0,0.059803921568627454,0.00196078431372549,0.014705882352941176,0.004901960784313725,0.024509803921568627,0.07450980392156863,0.04019607843137255,0.0,0.029411764705882353,0.06470588235294118,0.00196078431372549,0.049019607843137254
4,917,0.05888767720828789,0.020719738276990186,0.07742639040348964,0.016357688113413305,0.04798255179934569,0.2039258451472192,0.05452562704471101,0.2093784078516903,0.05016357688113413,0.004362050163576881,0.1395856052344602,0.011995637949836423,0.06761177753544166,0.016357688113413305,0.04362050163576881,0.0,0.004362050163576881,0.0752453653217012,0.05779716466739367,0.04580152671755725,0.05670665212649945,0.04362050163576881,0.0,0.009814612868047983,0.04034896401308615,0.07197382769901854,0.04143947655398037,0.04689203925845147,0.03162486368593239,0.003271537622682661,0.0021810250817884407,0.010905125408942203,0.0010905125408942203,0.03489640130861505,0.004362050163576881,0.03925845147219193,0.0,0.04907306434023991,0.0010905125408942203,0.009814612868047983,0.0054525627044711015,0.007633587786259542,0.06870229007633588,0.017448200654307525,0.0,0.03380588876772083,0.06652126499454744,0.0,0.05888767720828789
5,1069,0.04490177736202058,0.027128157156220765,0.057998129092609915,0.01403180542563143,0.050514499532273154,0.2029934518241347,0.047708138447146865,0.21421889616463985,0.06361085126286249,0.0018709073900841909,0.15060804490177737,0.007483629560336763,0.07577174929840973,0.009354536950420954,0.03928905519176801,0.0,0.0,0.08044901777362021,0.04396632366697849,0.04864359214218896,0.05144995322731525,0.04490177736202058,0.0,0.015902712815715623,0.04677268475210477,0.07764265668849392,0.03648269410664172,0.04864359214218896,0.023386342376052385,0.0,0.002806361085126286,0.009354536950420954,0.0,0.04303086997193639,0.0037418147801683817,0.03928905519176801,0.0,0.06361085126286249,0.004677268475210477,0.01216089803554724,0.002806361085126286,0.014967259120673527,0.07857811038353602,0.0205799812909261,0.0009354536950420954,0.037418147801683815,0.05519176800748363,0.0,0.04396632366697849
6,919,0.0544069640914037,0.02720348204570185,0.07290533188248095,0.014145810663764961,0.04461371055495103,0.20239390642002175,0.055495103373231776,0.21653971708378672,0.05331882480957562,0.00544069640914037,0.11969532100108814,0.008705114254624592,0.08922742110990206,0.01088139281828074,0.031556039173014146,0.0,0.001088139281828074,0.06855277475516866,0.051142546245919476,0.04787812840043525,0.055495103373231776,0.03917301414581066,0.002176278563656148,0.00544069640914037,0.03808487486398259,0.06528835690968444,0.0544069640914037,0.051142546245919476,0.025027203482045703,0.001088139281828074,0.00544069640914037,0.013057671381936888,0.0,0.04570184983677911,0.00544069640914037,0.04787812840043525,0.0,0.0544069640914037,0.003264417845484222,0.013057671381936888,0.003264417845484222,0.013057671381936888,0.07290533188248095,0.025027203482045703,0.0,0.030467899891186073,0.06420021762785637,0.001088139281828074,0.05331882480957562
7,1041,0.04899135446685879,0.029779058597502402,0.06820365033621517,0.01729106628242075,0.040345821325648415,0.21805955811719502,0.04803073967339097,0.20365033621517772,0.07588856868395773,0.002881844380403458,0.12776176753121998,0.011527377521613832,0.06628242074927954,0.010566762728146013,0.040345821325648415,0.0,0.0009606147934678194,0.06628242074927954,0.04803073967339097,0.04707012487992315,0.049951969260326606,0.04514889529298751,0.0,0.01536983669548511,0.03554274735830932,0.07396733909702209,0.040345821325648415,0.040345821325648415,0.020172910662824207,0.0009606147934678194,0.002881844380403458,0.021133525456292025,0.0009606147934678194,0.03170028818443804,0.007684918347742555,0.043227665706051875,0.0,0.07492795389048991,0.002881844380403458,0.005763688760806916,0.0019212295869356388,0.01921229586935639,0.08549471661863593,0.021133525456292025,0.0009606147934678194,0.027857829010566763,0.069164265129683,0.0,0.04803073967339097
8,978,0.0541922290388548,0.028629856850715747,0.06032719836400818,0.017382413087934562,0.05214723926380368,0.2198364008179959,0.03987730061349693,0.18200408997955012,0.06441717791411043,0.003067484662576687,0.14008179959100203,0.015337423312883436,0.0736196319018405,0.011247443762781187,0.02965235173824131,0.0,0.0010224948875255625,0.081799591002045,0.053169734151329244,0.032719836400818,0.044989775051124746,0.05623721881390593,0.0,0.012269938650306749,0.03680981595092025,0.07770961145194274,0.04703476482617587,0.05112474437627812,0.016359918200409,0.0010224948875255625,0.002044989775051125,0.005112474437627812,0.0,0.03885480572597137,0.013292433537832311,0.04805725971370143,0.0,0.06339468302658487,0.002044989775051125,0.009202453987730062,0.002044989775051125,0.019427402862985686,0.07259713701431493,0.02044989775051125,0.0010224948875255625,0.03374233128834356,0.06237218813905931,0.0,0.053169734151329244
9,856,0.06191588785046729,0.03271028037383177,0.08177570093457943,0.014018691588785047,0.04439252336448598,0.18808411214953272,0.04205607476635514,0.20093457943925233,0.05841121495327103,0.009345794392523364,0.14485981308411214,0.011682242990654205,0.06775700934579439,0.014018691588785047,0.018691588785046728,0.0,0.0011682242990654205,0.08060747663551401,0.05957943925233645,0.03387850467289719,0.04439252336448598,0.04322429906542056,0.0,0.016355140186915886,0.03387850467289719,0.07593457943925233,0.035046728971962614,0.05023364485981308,0.016355140186915886,0.004672897196261682,0.0035046728971962616,0.005841121495327103,0.0011682242990654205,0.028037383177570093,0.007009345794392523,0.0455607476635514,0.0,0.05841121495327103,0.0,0.011682242990654205,0.0,0.016355140186915886,0.09813084112149532,0.036214953271028034,0.0,0.030373831775700934,0.07009345794392523,0.0,0.05957943925233645
