,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
len,1.0,-0.8515047247788067,0.42753959398255686,0.06474915832339945,-0.47670557321179985,-0.041487440582143896,0.11442248741546092,0.057478509209101865,0.18227829679254454,-0.2595874379877077,0.5290239290254127,-0.15033125595980154,0.10330614748364153,0.24565187876251626,0.43238376395945505,-0.06040371731958175,0.013948162783176307,-0.004250910758515011,-0.4435531794777389,-0.05969757282610221,0.21355798764897746,-0.9127483688545027,0.40339226995287963,0.11814917390841462,0.12688903163523693,0.2009921718101465,0.17512450610684924,0.3701123413648974,0.2732540711248042,-0.3628059921289121,0.122549033851417,-0.21261499314138774,0.26202615815508407,0.13989667426395266,-0.022471648141401578,0.21799661478678367,0.07875988956091874,-0.007400753923574202,0.27337437664348496,0.37278639130107777,0.519880791693408,0.1283645149410206,0.1456523978896169,0.3980987056301526,0.45589337778927047,0.00013876443256959314,-0.2642184558288694,0.21732798723061575,0.39650247895525137,-0.45575732977783745,-0.23055780592009031,-0.8395467231539873
PUNCT,-0.8515047247788067,1.0,-0.556821446850838,-0.23812687574914568,0.30392250707089763,0.014183681743230498,-0.00943564582221316,0.078250994468415,-0.3826915492424197,0.1433383875120091,-0.47669600523477945,0.13212972574996598,-0.2065729707739631,-0.2321666281648301,-0.2533489790378543,-0.1761595043937136,-0.03051600281616814,-0.12664905724620104,0.544760117438378,0.21171650401835354,-0.20583418360017572,0.9037739229798335,-0.5977648993855766,-0.34795999004418054,-0.052971040556476494,-0.1565873895883523,-0.12527755145088681,-0.22982009309727963,-0.08090970427921723,0.3055945154910591,-0.03356571225151412,0.07438809990614041,-0.5102477632032495,0.1260043925074163,-0.08496183472159889,-0.0011310747796238754,-0.08680687833919562,0.04294350191950603,-0.1989324446310011,-0.140843519409338,-0.4401185752061753,-0.18457792539003096,-0.28541358644046355,-0.45114561970415984,-0.47172070148572737,-0.057922949299488054,0.24778185304146755,-0.008788440355821147,-0.37157967409560855,0.40454029954362997,0.1199145275660173,0.9586457257737229
AUX,0.42753959398255686,-0.556821446850838,1.0,-0.06959390892290696,-0.24645962071395108,-0.19074399006790407,0.10907386940445755,-0.378155773665722,0.30714990373080303,-0.2047346599833264,0.14673967435603869,0.33888477811923756,0.28286320331863063,0.1522081103076759,0.07020123862186002,0.21732540246081053,0.20963362127909071,-0.055257783006850664,-0.43978789719699396,-0.10162992751073036,-0.06012132854516385,-0.6092293549520206,0.3517852619985578,0.27651105681273597,0.0590290921629215,0.03755055684517684,-0.17829396606257533,0.19997110668321666,-0.23518695908716986,-0.1194626747722356,0.1173048975729858,0.24314640985028668,0.24658129654592087,0.041743120521390016,-0.14469936508224654,-0.18704826180488268,-0.018927690275748248,-0.019937922442054275,0.0758492634534436,-0.248763502332005,0.22005396620773832,-0.05607836691503333,0.5251339323174554,0.3392931650508269,0.7493334193015804,0.07303306635648867,0.04071732192230157,-0.015082106911734052,0.09054043099721923,-0.4228129166152773,-0.07103537933518184,-0.5327906209429358
X,0.06474915832339945,-0.23812687574914568,-0.06959390892290696,1.0,-0.2870192519713329,-0.032752939953968226,-0.3275946413443467,-0.08654646298843638,0.33367253115494955,0.13692118579060086,0.22232027107168356,-0.270625377733922,0.4126124322438251,0.08802468496921434,-0.06802001768181447,0.09690259459461417,0.2015856016033625,0.40189824061379975,-0.012845921709930362,-0.13120996426425577,0.048928818397664275,-0.14271369159956993,0.19082555966330889,0.2948334252378433,0.15337206112044435,0.034192724229339215,0.11299298693748995,0.061724685318945656,-0.05080547952251555,-0.13120996426425577,-0.28832381653766187,0.1551023465403072,0.1802512270046081,-0.016906508024536387,0.6991425853313306,-0.07903362950126296,-0.2919067639435419,0.0944703533155127,-0.28617617887675595,-0.1312099642642558,0.220474985326702,-0.09306014024786777,-0.16483449728311086,-0.046267325050248546,0.1802484814571381,0.11846950406923569,-0.11618954354533119,-0.09275617100866905,0.019600349659244506,-0.24902948478747736,-0.3651992524565848,-0.28042464883832197
ADV,-0.47670557321179985,0.30392250707089763,-0.24645962071395108,-0.2870192519713329,1.0,-0.03052078128788567,0.25837169997147724,-0.27279666642513606,0.06990968548590186,0.04685061211520477,-0.3869017417845644,0.0964543679948418,-0.30367870324211993,-0.08644695189548386,-0.27986846981122815,0.22771591302955577,-0.2995341385159982,-0.16133488236818125,0.2868208695343773,-0.025547360584770813,-0.22870367624803636,0.432063541460432,-0.17061909153909652,0.18923848225961223,-0.23411669554891015,0.0839743994412134,-0.10601260857927543,-0.4691451513346064,-0.31997562573385563,0.1905694394881287,0.2741712589235257,-0.17972246918279028,0.18338081996374825,-0.14775652984637153,-0.38390386126984166,0.14196941107761957,0.11597069517835329,-0.0030835000436861167,0.09530776740423345,-0.07470364317411524,-0.46496000060198917,-0.30988144940954665,-0.043216487303790706,-0.30238460713846044,-0.3463641398857569,-0.09322313900558,0.10314137169876514,-0.11407910538376334,-0.22572709062126295,0.8104484701216674,0.5103769631137743,0.27511063948882214
PART,-0.041487440582143896,0.014183681743230498,-0.19074399006790407,-0.032752939953968226,-0.03052078128788567,1.0,-0.3851757555296114,0.0053475738941835506,-0.284306985140354,-0.13574464593881913,0.08395133538613347,0.04907000437912899,-0.12385710357768877,0.058175492251546355,0.5881746878820316,0.12192050736516905,0.25307039724613284,-0.15360140404161066,0.23361356001388572,0.06566990490571296,-0.052217154155728765,0.16245613659404567,-0.10287014250160093,-0.2663700677746791,0.01978110653888511,-0.14942925940729257,0.28761171157927706,0.01669030427979979,-0.12405250309162512,0.08263044163462603,-0.38453712602398293,0.18681997063265926,-0.3208762440714193,0.005909858445853054,0.06007893127462104,0.08922639557743624,0.22174607276976296,-0.000708442529902578,-0.1569436498309815,0.09678880273006654,0.07656973279582778,0.2467948773968178,-0.004077837900867853,0.10520524697386939,-0.2552110547430562,-0.028341818638169435,-0.2955554846642099,-0.20131536875816153,0.3087724503142374,0.2937818028379357,-0.07421537453941532,0.03634564062712057
CCONJ,0.11442248741546092,-0.00943564582221316,0.10907386940445755,-0.3275946413443467,0.25837169997147724,-0.3851757555296114,1.0,-0.44854301022797916,-0.14137552344665757,0.21778549715594778,-0.0563910109572334,0.23479500501834716,-0.05561189893876855,-0.269520087658083,-0.40939484704364826,0.10078217089064206,-0.49143166099475316,-0.5694945334878835,-0.2835915931037831,0.07762881282522939,-0.203748136655104,-0.14770194598417322,-0.2349963787728908,-0.11325879626019954,0.002596161591222548,0.1281593633819675,-0.06946124347364775,0.004467760298309013,-0.2924352494800845,0.08127025678550638,0.9930795033537373,-0.5512045785231701,0.07596261232988978,0.13555861537757774,-0.2323820260616499,0.2526977061585499,-0.1261500276017787,-0.22377064801357632,0.6449937315370512,0.12151550785202839,0.015488805562474766,-0.48933839533470314,0.19923965366241284,-0.1067667552143597,-0.002391535818316965,0.35011956351796497,0.061632303349854915,0.0038786149577491507,0.08101003809004095,0.009083380762806395,-0.1479621304700137,0.04950999277675192
NOUN,0.057478509209101865,0.078250994468415,-0.378155773665722,-0.08654646298843638,-0.27279666642513606,0.0053475738941835506,-0.44854301022797916,1.0,-0.17925606426999746,-0.3085539609719064,0.24814287189658743,-0.3180677471191923,-0.37115380540475285,0.18376392100320257,0.15912485905145102,-0.44392476733034336,-0.05083178166134822,0.34268987796048395,0.20838047561657158,0.3915189639915863,0.3037676943130252,0.06001562974289363,0.23760039401069022,-0.2031073762368676,-0.15431065474645014,-0.03407950540315251,-0.1739466791678582,0.14742198593809733,0.5501088706308911,0.013795345880398466,-0.42704804507216715,0.05687777429519659,-0.24283208120558944,-0.13604883899373477,-0.14507179638890694,0.10734884398571433,0.33463898256354496,0.23759979903029793,-0.2799649532705237,-0.0076980437296147895,0.12709727471133186,0.3210192156685859,-0.16732869256986538,-0.017624650324426474,-0.3525591841445581,-0.1951049161436479,-0.13984808583362957,0.017453698538779164,-0.049452778142981525,-0.0728584597295107,0.31775142366709663,0.09042111678421494
SCONJ,0.18227829679254454,-0.3826915492424197,0.30714990373080303,0.33367253115494955,0.06990968548590186,-0.284306985140354,-0.14137552344665757,-0.17925606426999746,1.0,0.04457839566427857,-0.286828008338459,-0.040444264537674184,0.09020080950213574,0.10575149712029963,-0.10239725021531601,0.031180035647148576,-0.05820563306051261,0.46112002121858015,-0.28041066538502607,-0.24613087538494235,-0.03744902201076584,-0.27279690126593475,0.6162669575870308,0.9586990958218985,-0.20319895942909388,0.10894898485855142,-0.11845405562173983,-0.158711165558426,-0.031142407596772614,0.041595195752375975,-0.11931968774110052,0.23297040575101075,0.7668316798647528,0.13754008138288393,-0.0605997961916611,-0.06389204942447953,-0.28714586941331116,0.20637103214760014,0.16123314420435775,0.08325185770521845,-0.27345099549652535,-0.1719687795449563,0.07181263642217384,0.018690347292339017,0.36451103094811366,-0.10929571703544584,0.05810498787261057,0.16966400236868295,-0.3219144316821394,-0.16033374313427237,0.11281722865956868,-0.48364664576827454
VERB,-0.2595874379877077,0.1433383875120091,-0.2047346599833264,0.13692118579060086,0.04685061211520477,-0.13574464593881913,0.21778549715594778,-0.3085539609719064,0.04457839566427857,1.0,-0.4742021040829298,0.2299558498426271,-0.01834481372380727,-0.2143079207599726,-0.5631977350889664,-0.2900311531314486,-0.28742033380541604,0.12317899181985253,-0.37706149486528606,-0.01977654349332243,0.1604528948162623,0.18195888726875867,-0.30271113597309723,0.032305460840524755,-0.04494875675928707,-0.36814382691994346,0.4458735656382844,-0.1808546610486029,-0.19338368467828643,0.28220320038484836,0.22384893015160137,-0.23950571876844765,0.28149680885087075,0.14805406443867763,0.08249669020490161,-0.04513098208220276,-0.6224314985912565,0.13051544224123632,0.38843495917263665,0.1651294157412618,-0.4806077023621318,0.11046509378971604,0.0782105215068602,-0.04343098901196426,-0.18555058503745234,0.31145583449838704,0.4369313459439075,-0.2736690439354283,0.039579492404496985,0.06388757400901154,-0.3455196260719631,0.18225539321104126
