,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
len,1.0,-0.8271049073099076,-0.07566705734756445,-0.08609087149993734,0.14825412976347643,0.4612332665330673,-0.491174514636189,0.10044627325719076,0.2208628087685388,0.2425826855565291,-0.2349191958341889,-0.06385144953379492,0.4685620488138235,0.2831099101731319,0.3511236223048998,0.5617745691863876,0.4965410472203697,0.15245774936333695,0.26923396391918475,-0.10133091425431837,0.05874838802610253,-0.8789420015014069,0.47805177246359437,0.24158241737291838,-0.34558186104921756,-0.5073714372128179,0.20143736075196494,0.22989831314866724,0.2568143962309041,-0.5400491191056992,-0.0409127128768429,0.47526906780334566,0.43415644231537,0.4639612292097436,-0.12511979621549293,0.36555248821343317,0.3492147343544819,-0.0936082483244314,-0.23688098664643012,-0.3107146050491433,-0.19298281599344674,0.05541375913996581,0.12058814575128006,-0.2875286695217463,0.4458643759299219,-0.21755795504590192,0.22498958781841655,0.3601971781351463,-0.10332562609494535,-0.09528037897113838,-0.808944907777653
PUNCT,-0.8271049073099076,1.0,-0.08199937521406384,-0.0023236642971307614,-0.22176419295380845,-0.30247696035163735,0.6395618241033082,0.11952722080211708,-0.1626336638474737,-0.31367616848161817,0.05285938566732936,0.10130410642346982,-0.6654632447558979,-0.1389712360619576,-0.4277402423292481,-0.7219607482007828,-0.6328378563472001,-0.15160115507616745,-0.2826512700656373,0.16588241695176703,-0.1255164072364481,0.9489071770576931,-0.4001880212196512,-0.12095551188215292,0.08640419468943496,0.37408871214787043,-0.24549254721407604,-0.26695211740732183,-0.08777340926481787,0.6753287349656769,-0.18404934752142119,-0.29371066565719317,-0.5404831982566899,-0.36994255362508127,-0.04865842972929851,-0.2199534841897539,-0.17522831140260609,0.4594237005676304,0.2988601311559313,0.09575484151432426,0.33004996799244396,-0.16580960508157336,-0.3058584057959623,0.09338918257315976,-0.16110975777087566,-0.04526554433059557,-0.32134327934669316,-0.6546476861509725,0.005227078936377052,0.033942690347064285,0.938681909865436
AUX,-0.07566705734756445,-0.08199937521406384,1.0,0.2905804221477265,0.08548341476158429,-0.05410981888849983,-0.11624433209648072,-0.3144994251589351,-0.21272146528513863,-0.14923234447061523,-0.05798340362233137,-0.1412351219614214,0.2692617368149895,0.36590540681760636,-0.4029842923923521,-0.14789792158074705,-0.08978416565115861,0.15658135549442886,0.3751366636782591,-0.02124456880916981,-0.1852393582079117,-0.04773573624872152,-0.49113000452890965,-0.24819708109845068,0.38615133516095423,0.6360565093718132,0.15595295953080096,-0.2089863984319905,-0.16065072135968902,-0.07981776936086783,0.4037512381536859,-0.20799566007395506,0.10990372035306949,0.3614969480669084,0.6516047682598481,-0.5086138570770099,0.3875212563328007,-0.3531699746849549,0.35161570119262164,-0.04833253142888621,0.25580367656371034,0.6517815361877325,0.22957476700544674,0.6785883271525367,-0.37142976908688397,-0.00567045838663255,0.17719134085588073,0.294177469011247,0.1835215610608988,0.45068402744179287,-0.08814924413101193
X,-0.08609087149993734,-0.0023236642971307614,0.2905804221477265,1.0,0.0676499251480057,0.09327635280366775,-0.09837867550324293,0.12160530312233127,-6.547302200125368e-05,0.4751376387307046,-0.6705331885405176,-0.6045119910566126,-0.4025685714853877,0.6072172036783893,0.016328316156416698,-0.06787300411944441,-0.3338701674651824,-0.1800887205570025,0.27055419972894507,-0.17949575435682802,-0.1927691492618643,0.06609228363069092,0.17109286652381517,-0.0646637872952712,0.24931805471166724,0.15888016765384305,0.437117190896734,-0.30288662063163024,-0.30309459062559907,-0.07496401434375215,0.35280690959476585,0.1261913522012023,-0.07150590568574205,0.4674847572445105,0.38139981756870156,-0.1649080566573421,0.5379782021279732,-0.2939866406598203,0.5176508446307125,-0.6307424079298994,0.273181157131511,0.5578181844712027,0.4400212544247438,0.05968875548865554,0.13002428730321744,-0.29132333415243317,-0.12208826814831227,-0.1948266762506124,0.16320171332348996,0.5461522610752023,0.016403938915087717
ADV,0.14825412976347643,-0.22176419295380845,0.08548341476158429,0.0676499251480057,1.0,0.3924834180672727,-0.2988679512847554,-0.48018636370699613,0.13830421165840814,0.4836793545756496,-0.23663893503451564,-0.4328654846446579,0.34308913772209443,-0.1801329865864738,-0.21549323633442724,0.19125528359799898,0.3509193939812986,-0.2772063099243061,-0.16564300456106484,-0.4312640332645266,0.1711569996187427,-0.061967958666451425,-0.19585442317368804,0.15196947731710095,-0.4406418487177475,0.3166547709039134,0.4524147192437597,-0.3656878824876934,-0.14141061857902204,-0.13575174288146866,-0.043211363614422287,0.19301581085061273,0.4069182117908401,-0.18328472578232724,0.10071074725816974,-0.44836587125305466,-0.1513916316204251,0.03137377044075981,-0.4254184026224244,-0.2612042247940599,-0.14875140944394658,0.13986730070277958,0.19413144348137487,-0.166059766805884,0.13976261161856662,0.17790952763207374,-0.19950269788879776,0.1881531426569923,0.6963772011491868,-0.4448990202525451,-0.26790814886153463
PART,0.4612332665330673,-0.30247696035163735,-0.05410981888849983,0.09327635280366775,0.3924834180672727,1.0,-0.022347724515697436,-0.19582309564006659,0.12915837055234466,0.6456553689107334,-0.4244718532069499,-0.30572585918948353,0.05229438408027853,-0.02037259227441911,-0.19659537347907166,0.08548835822518458,0.22590379496278942,-0.07060178371677758,0.14088086101162345,-0.19757712308506176,-0.20788822858481054,-0.24695205642477958,0.235622999592834,0.13490721361031438,-0.4150290962930817,0.14005122691619215,0.1502499036648842,-0.18698625293948748,-0.32717734731727954,0.0339611959256725,-0.048561601272031456,0.695540233927773,0.2803945610306004,0.23587261213049357,0.35701298953616034,0.005889980594691745,0.05023308915694612,0.15719985904121864,-0.29114589716000705,-0.43641312450945563,-0.07618236099957387,0.3810650466234057,0.40434500959513,-0.39084762750200785,0.4576494672823203,-0.2506504490243223,0.1928062609803811,0.07317563789132529,0.3406361650911333,0.012650211124272781,-0.345794738080986
CCONJ,-0.491174514636189,0.6395618241033082,-0.11624433209648072,-0.09837867550324293,-0.2988679512847554,-0.022347724515697436,1.0,-0.006974602588359167,-0.02653521578690176,-0.4566237981180601,-0.08566073932728924,-0.027622334699106427,-0.2841982251098004,-0.3927011866921005,-0.4836210634228106,-0.43357782218256463,-0.5795838211861296,0.19782224758097364,-0.5518954043069555,0.32524072724296965,-0.26946097199168156,0.5382824079651255,-0.13954837471389897,-0.03227532413932487,0.15191363256813964,0.24441086891317051,-0.37468773466948474,-0.2607315310245378,0.017389102648056633,0.9770800664537761,0.21096793268939829,-0.04717923109865519,0.0467891035946323,-0.1907141627598835,0.25768165890854383,-0.37814649726681027,-0.42433550614027743,0.6707535825000179,0.13131134309773862,-0.07386601864007428,0.566245915899655,0.0009077002599161155,0.15276879795282577,-0.16916671051865753,-0.06653331973654399,-0.5725886584614315,0.16371716730441543,-0.6630557644766385,-0.25901207390197634,0.166087298194916,0.5815419624453705
NOUN,0.10044627325719076,0.11952722080211708,-0.3144994251589351,0.12160530312233127,-0.48018636370699613,-0.19582309564006659,-0.006974602588359167,1.0,-0.5399384844023404,-0.17062821402510708,-0.1877356410793322,-0.06279786963715273,-0.5259210558465762,0.32741717381800495,0.4226848485682295,0.275792902110587,-0.2954416202948906,-0.5039159186568078,0.09724368121350363,0.43174432162399895,-0.14394798276250617,-0.07157288569776903,0.06129431966465706,-0.5595238984037809,0.15939373210955043,-0.5691663918742306,-0.1533298108452954,0.3541261680579744,0.3755529862328893,-0.0813214177348449,0.04686158304645784,-0.001375524740645419,-0.22077243566903665,0.46449239929144776,-0.3599824407922551,0.6170455751248852,0.3940643491604256,0.3039214711255711,-0.06119598615272705,-0.12141538736306218,0.28820126061108353,0.06105159351218794,-0.36289061887284796,-0.4565988628834254,0.23156936369896114,-0.24539311975102238,-0.22169383676047763,-0.23019505824357958,-0.6061051774921834,0.11440269808177662,0.3123502386460911
SCONJ,0.2208628087685388,-0.1626336638474737,-0.21272146528513863,-6.547302200125368e-05,0.13830421165840814,0.12915837055234466,-0.02653521578690176,-0.5399384844023404,1.0,0.2652466153718255,-0.17974563832534832,0.034798982373213626,0.14553701312830705,-0.08022005799197257,0.10906209329769707,-0.10457746296002965,0.16734384638385677,0.45634670858823057,0.06033180873461933,-0.4658985518531481,-0.09457740691633817,-0.0549670806272574,0.5524887364432636,0.9593986424101175,-0.35268451539360296,-0.20406569479404646,0.45158070558776864,-0.3340746697179484,0.05803719019539514,-0.003497156636926106,-0.13332168270987607,0.3046310691242135,-0.09543831252069984,-0.34504891253456266,-0.16409338102738208,-0.20351005676754297,-0.1033173554572982,-0.23295440041628782,0.2374548596073172,-0.22917696422697334,-0.2134119252193653,-0.4613061233046139,0.14672749854333034,0.2125549596495517,0.09818848865053025,-0.16023536430223545,0.06899210584034383,-0.024650845599934273,0.17434718927734172,-0.08528706445374387,-0.39131485203250166
VERB,0.2425826855565291,-0.31367616848161817,-0.14923234447061523,0.4751376387307046,0.4836793545756496,0.6456553689107334,-0.4566237981180601,-0.17062821402510708,0.2652466153718255,1.0,-0.4210178853972549,-0.46603149247537246,-0.1720718391558024,0.21770218505419983,0.1513250543094966,0.14854390225051373,0.28728631265229393,-0.26431804773380196,0.2882558712613952,-0.5413483596142799,-0.06598567502986857,-0.12767995517999337,0.4055242653080343,0.22097172653908542,-0.3556794350752398,-0.01529332000362077,0.546848188354297,-0.23293388936599851,-0.3961434372874156,-0.3656747310331628,-0.1264954758837653,0.5992680752022718,-0.005632861557936385,0.03178849152954526,0.14479064249211768,0.05558114164278371,0.24625276223465434,-0.315179002913128,-0.10887129533638387,-0.402801570962556,-0.3860519756846657,0.22401393601456218,0.3335036250842754,-0.21769979180579405,0.283558105333223,0.1419867069856316,-0.053006760017124066,0.2122192649839581,0.471009479572082,0.06227414284915309,-0.3345734280767321
