,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,1419,0.035940803382663845,0.04933051444679352,0.0,0.04439746300211417,0.015503875968992248,0.08668076109936575,0.20789288231148698,0.05144467935165609,0.19802677942212826,0.07751937984496124,0.0014094432699083862,0.12403100775193798,0.012684989429175475,0.0613107822410148,0.004228329809725159,0.026074700493305146,0.0,0.0,0.05214940098661029,0.035940803382663845,0.05426356589147287,0.06765327695560254,0.03805496828752643,0.0,0.01127554615926709,0.028893587033121917,0.08315715292459479,0.040169133192389,0.0007047216349541931,0.0817477096546864,0.047216349541930935,0.0021141649048625794,0.004228329809725159,0.015503875968992248,0.0,0.03171247357293869,0.004933051444679351,0.06976744186046512,0.0,0.06624383368569416,0.0035236081747709656,0.031007751937984496,0.0,0.019732205778717406,0.04933051444679352,0.013389711064129669,0.0,0.028893587033121917,0.05214940098661029,0.0,0.035940803382663845
1,1657,0.030778515389257695,0.03862401931200966,0.0,0.07242003621001811,0.008449004224502113,0.0627640313820157,0.20337960168980085,0.05069402534701267,0.19855159927579963,0.09595654797827399,0.0,0.11828605914302957,0.00724200362100181,0.0700060350030175,0.006638503319251659,0.03138201569100785,0.0,0.0006035003017501509,0.058539529269764634,0.029571514785757393,0.05009052504526252,0.057332528666264336,0.049487024743512374,0.0,0.012673506336753168,0.04767652383826192,0.07664453832226917,0.053108026554013275,0.0,0.06155703077851539,0.04103802051901026,0.0012070006035003018,0.004224502112251056,0.01388050694025347,0.0006035003017501509,0.03500301750150875,0.0030175015087507543,0.04828002414001207,0.0,0.08871454435727218,0.0,0.015691007845503924,0.0012070006035003018,0.024140012070006035,0.038020519010259504,0.015087507543753771,0.0018105009052504525,0.032589016294508145,0.0687990343995172,0.0006035003017501509,0.030778515389257695
2,1187,0.041280539174389216,0.041280539174389216,0.0,0.05391743892165122,0.02106149957877001,0.06823925863521482,0.21398483572030327,0.04717775905644482,0.2005054759898905,0.08761583824768324,0.0,0.12552653748946924,0.011794439764111205,0.05223251895534962,0.002527379949452401,0.031171019376579612,0.0,0.0008424599831508003,0.05307497893850042,0.039595619208087615,0.04212299915754002,0.05307497893850042,0.037910699241786014,0.0,0.010109519797809604,0.02864363942712721,0.09604043807919124,0.04970513900589722,0.0,0.06318449873631002,0.03706823925863521,0.0,0.005054759898904802,0.02611625947767481,0.0,0.02358887952822241,0.005054759898904802,0.04970513900589722,0.0,0.08593091828138164,0.005054759898904802,0.016849199663016005,0.0016849199663016006,0.02695871946082561,0.04717775905644482,0.018534119629317607,0.0008424599831508003,0.03369839932603201,0.06823925863521482,0.0,0.040438079191238416
3,1514,0.034346103038309116,0.047556142668428,0.001321003963011889,0.06142668428005284,0.012549537648612946,0.06406869220607662,0.21598414795244386,0.053500660501981503,0.18428005284015853,0.09379128137384413,0.001321003963011889,0.1023778071334214,0.03302509907529723,0.0488771466314399,0.00726552179656539,0.029722589167767502,0.0,0.0006605019815059445,0.04689564068692206,0.03302509907529723,0.05151915455746367,0.0667107001321004,0.05019815059445178,0.0006605019815059445,0.015852047556142668,0.029722589167767502,0.08190224570673713,0.056142668428005284,0.0,0.06142668428005284,0.04227212681638045,0.0006605019815059445,0.005284015852047556,0.016512549537648614,0.0,0.021136063408190225,0.01453104359313078,0.05416116248348745,0.0,0.08520475561426684,0.002642007926023778,0.021796565389696168,0.0019815059445178335,0.02443857331571995,0.04227212681638045,0.013210039630118891,0.002642007926023778,0.03038309114927345,0.05548216644649934,0.0,0.03368560105680317
4,1348,0.03857566765578635,0.04154302670623145,0.0,0.06305637982195846,0.01483679525222552,0.06899109792284866,0.228486646884273,0.04228486646884273,0.19510385756676557,0.09495548961424333,0.001483679525222552,0.10237388724035608,0.020771513353115726,0.05192878338278932,0.0066765578635014835,0.03338278931750742,0.0,0.000741839762611276,0.05712166172106825,0.037091988130563795,0.04376854599406528,0.05192878338278932,0.039317507418397624,0.0,0.014094955489614243,0.02967359050445104,0.08160237388724036,0.05341246290801187,0.0,0.06528189910979229,0.03857566765578635,0.000741839762611276,0.0051928783382789315,0.01483679525222552,0.000741839762611276,0.028189910979228485,0.005934718100890208,0.07418397626112759,0.000741839762611276,0.08605341246290801,0.002225519287833828,0.020029673590504452,0.002967359050445104,0.02225519287833828,0.03857566765578635,0.017804154302670624,0.00370919881305638,0.022997032640949554,0.06305637982195846,0.0,0.037091988130563795
5,1416,0.0346045197740113,0.03248587570621469,0.0007062146892655367,0.06497175141242938,0.014124293785310734,0.07768361581920905,0.22033898305084745,0.04731638418079096,0.20268361581920905,0.07556497175141243,0.0,0.11440677966101695,0.00847457627118644,0.06073446327683616,0.0049435028248587575,0.028954802259887006,0.0,0.0007062146892655367,0.05861581920903955,0.0346045197740113,0.03884180790960452,0.05861581920903955,0.052259887005649715,0.0,0.013418079096045197,0.046610169491525424,0.0847457627118644,0.05296610169491525,0.0,0.07203389830508475,0.03531073446327684,0.0007062146892655367,0.00423728813559322,0.019067796610169493,0.0007062146892655367,0.025423728813559324,0.005649717514124294,0.06073446327683616,0.0007062146892655367,0.0692090395480226,0.0014124293785310734,0.01765536723163842,0.0014124293785310734,0.014124293785310734,0.043785310734463276,0.014830508474576272,0.0014124293785310734,0.03177966101694915,0.0692090395480226,0.0007062146892655367,0.0346045197740113
6,1053,0.045584045584045586,0.032288698955365625,0.000949667616334283,0.06457739791073125,0.017094017094017096,0.05982905982905983,0.21462488129154797,0.04938271604938271,0.19183285849952517,0.09971509971509972,0.001899335232668566,0.1120607787274454,0.032288698955365625,0.045584045584045586,0.004748338081671415,0.027540360873694207,0.0,0.000949667616334283,0.06267806267806268,0.04368471035137702,0.05413105413105413,0.06172839506172839,0.04083570750237417,0.0,0.011396011396011397,0.024691358024691357,0.08452041785375118,0.05128205128205128,0.0,0.0560303893637227,0.037037037037037035,0.001899335232668566,0.008547008547008548,0.013295346628679962,0.000949667616334283,0.023741690408357077,0.016144349477682812,0.04938271604938271,0.0,0.09116809116809117,0.001899335232668566,0.014245014245014245,0.001899335232668566,0.018043684710351376,0.04368471035137702,0.007597340930674264,0.0,0.029439696106362774,0.06932573599240266,0.001899335232668566,0.045584045584045586
7,1477,0.034529451591062965,0.024373730534867976,0.0,0.07041299932295193,0.016926201760324982,0.06093432633716994,0.21123899796885579,0.03588354773188896,0.2017603249830738,0.09681787406905891,0.0006770480704129993,0.11645226811103589,0.03588354773188896,0.043331076506431955,0.006093432633716994,0.03859174001354096,0.0006770480704129993,0.0,0.06228842247799594,0.034529451591062965,0.033852403520649964,0.044008124576844956,0.05416384563303995,0.0,0.023019634394041977,0.024373730534867976,0.07109004739336493,0.06770480704129993,0.0,0.05958023019634394,0.034529451591062965,0.0006770480704129993,0.002708192281651997,0.017603249830737983,0.0006770480704129993,0.023019634394041977,0.014218009478672985,0.05890318212593094,0.0,0.09004739336492891,0.004739336492890996,0.008124576844955992,0.0013540961408259986,0.014895057549085985,0.04942450914014895,0.008801624915368992,0.0013540961408259986,0.037914691943127965,0.07650643195666892,0.0,0.034529451591062965
8,1199,0.03919933277731443,0.041701417848206836,0.0,0.05587989991659716,0.013344453711426188,0.07839866555462886,0.21100917431192662,0.03586321934945788,0.19432860717264386,0.07589658048373644,0.0016680567139282735,0.11009174311926606,0.03836530442035029,0.0567139282735613,0.0016680567139282735,0.022518765638031693,0.0008340283569641367,0.0,0.05921601334445371,0.03836530442035029,0.03586321934945788,0.04420350291909925,0.0475396163469558,0.0,0.020016680567139282,0.03919933277731443,0.06839032527105922,0.060884070058381985,0.0,0.07839866555462886,0.03586321934945788,0.0,0.003336113427856547,0.015012510425354461,0.0,0.02585487906588824,0.015012510425354461,0.06839032527105922,0.0,0.07089241034195162,0.003336113427856547,0.011676396997497914,0.003336113427856547,0.026688907422852376,0.04837364470391994,0.025020850708924104,0.0,0.029190992493744787,0.060050041701417846,0.0016680567139282735,0.03919933277731443
9,1339,0.03659447348767737,0.038088125466766244,0.0,0.0537714712471994,0.018670649738610903,0.07318894697535475,0.22255414488424197,0.041822255414488425,0.1837191934279313,0.08812546676624347,0.0014936519790888724,0.11053024645257654,0.014189693801344288,0.07393577296489919,0.005227781926811053,0.030619865571321882,0.0,0.0,0.06572068707991038,0.0351008215085885,0.043315907393577296,0.05227781926811053,0.041075429424943986,0.0,0.014189693801344288,0.041822255414488425,0.08737864077669903,0.0619865571321882,0.0,0.06721433905899925,0.03136669156086632,0.0,0.002987303958177745,0.012696041822255415,0.0,0.033607169529499624,0.008215085884988798,0.05078416728902166,0.0,0.08439133681852129,0.002987303958177745,0.010455563853622106,0.0007468259895444362,0.02539208364451083,0.041822255414488425,0.01194921583271098,0.0007468259895444362,0.03659447348767737,0.06273338312173264,0.0007468259895444362,0.035847647498132934
