,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,875,0.054857142857142854,0.030857142857142857,0.0,0.05028571428571429,0.010285714285714285,0.045714285714285714,0.25485714285714284,0.037714285714285714,0.19657142857142856,0.06742857142857143,0.002285714285714286,0.09142857142857143,0.009142857142857144,0.09485714285714286,0.005714285714285714,0.021714285714285714,0.002285714285714286,0.06857142857142857,0.05142857142857143,0.05142857142857143,0.045714285714285714,0.054857142857142854,0.0,0.006857142857142857,0.04228571428571429,0.08228571428571428,0.045714285714285714,0.0,0.046857142857142854,0.024,0.002285714285714286,0.001142857142857143,0.018285714285714287,0.001142857142857143,0.05714285714285714,0.009142857142857144,0.046857142857142854,0.001142857142857143,0.061714285714285715,0.002285714285714286,0.011428571428571429,0.001142857142857143,0.018285714285714287,0.08,0.021714285714285714,0.001142857142857143,0.012571428571428572,0.048,0.001142857142857143,0.053714285714285714
1,807,0.055762081784386616,0.026022304832713755,0.0,0.06691449814126393,0.011152416356877323,0.04337050805452292,0.2218091697645601,0.03469640644361834,0.19950433705080545,0.07558859975216853,0.0024783147459727386,0.11895910780669144,0.013630731102850062,0.08674101610904585,0.012391573729863693,0.024783147459727387,0.0012391573729863693,0.0644361833952912,0.058240396530359353,0.04337050805452292,0.03717472118959108,0.04708798017348203,0.0,0.013630731102850062,0.028500619578686492,0.10780669144981413,0.04337050805452292,0.0,0.04460966542750929,0.021065675340768277,0.0,0.0024783147459727386,0.01982651796778191,0.0,0.04708798017348203,0.008674101610904586,0.040892193308550186,0.0,0.07311028500619579,0.0024783147459727386,0.008674101610904586,0.0012391573729863693,0.01734820322180917,0.06939281288723669,0.027261462205700124,0.0,0.01734820322180917,0.061957868649318466,0.0,0.05452292441140025
2,673,0.06686478454680535,0.02526002971768202,0.0,0.05943536404160475,0.01188707280832095,0.04606240713224369,0.22288261515601784,0.04903417533432392,0.20356612184249628,0.05794947994056464,0.0014858841010401188,0.13075780089153047,0.007429420505200594,0.06686478454680535,0.010401188707280832,0.05646359583952452,0.0029717682020802376,0.06240713224368499,0.06835066864784546,0.05200594353640416,0.05646359583952452,0.0549777117384844,0.0,0.005943536404160475,0.04309063893016345,0.05794947994056464,0.03714710252600297,0.0,0.04457652303120357,0.020802377414561663,0.0014858841010401188,0.0,0.014858841010401188,0.0,0.04309063893016345,0.007429420505200594,0.04309063893016345,0.0,0.05646359583952452,0.0029717682020802376,0.010401188707280832,0.0014858841010401188,0.014858841010401188,0.06983655274888559,0.02674591381872214,0.0,0.014858841010401188,0.05349182763744428,0.0,0.06537890044576523
3,992,0.046370967741935484,0.03326612903225806,0.0,0.055443548387096774,0.012096774193548387,0.0625,0.25705645161290325,0.03931451612903226,0.17338709677419356,0.07762096774193548,0.004032258064516129,0.11491935483870967,0.012096774193548387,0.0715725806451613,0.010080645161290322,0.03024193548387097,0.0,0.06048387096774194,0.04536290322580645,0.04334677419354839,0.04233870967741935,0.05241935483870968,0.0,0.006048387096774193,0.034274193548387094,0.08366935483870967,0.0655241935483871,0.0,0.06350806451612903,0.023185483870967742,0.0010080645161290322,0.0010080645161290322,0.014112903225806451,0.0010080645161290322,0.03225806451612903,0.009072580645161291,0.06451612903225806,0.0,0.07358870967741936,0.0030241935483870967,0.016129032258064516,0.0020161290322580645,0.015120967741935484,0.06854838709677419,0.018145161290322582,0.0,0.021169354838709676,0.05342741935483871,0.0,0.04536290322580645
4,850,0.05411764705882353,0.03294117647058824,0.0,0.05529411764705883,0.018823529411764704,0.042352941176470586,0.23529411764705882,0.06,0.2023529411764706,0.0611764705882353,0.001176470588235294,0.12705882352941175,0.010588235294117647,0.07294117647058823,0.012941176470588235,0.03411764705882353,0.0035294117647058825,0.08941176470588236,0.05411764705882353,0.06352941176470588,0.06235294117647059,0.03058823529411765,0.0,0.010588235294117647,0.029411764705882353,0.06235294117647059,0.04823529411764706,0.0,0.04470588235294118,0.02235294117647059,0.001176470588235294,0.0058823529411764705,0.01764705882352941,0.001176470588235294,0.03764705882352941,0.00823529411764706,0.04470588235294118,0.0,0.05647058823529412,0.0,0.010588235294117647,0.007058823529411765,0.021176470588235293,0.07647058823529412,0.018823529411764704,0.0,0.021176470588235293,0.04941176470588235,0.0,0.05411764705882353
5,758,0.0633245382585752,0.027704485488126648,0.0,0.06200527704485488,0.010554089709762533,0.04353562005277045,0.24670184696569922,0.04353562005277045,0.18997361477572558,0.05408970976253298,0.00395778364116095,0.09894459102902374,0.010554089709762533,0.09234828496042216,0.021108179419525065,0.023746701846965697,0.002638522427440633,0.059366754617414245,0.06068601583113457,0.047493403693931395,0.047493403693931395,0.05013192612137203,0.0,0.0079155672823219,0.0316622691292876,0.08575197889182058,0.047493403693931395,0.0,0.044854881266490766,0.01978891820580475,0.0,0.002638522427440633,0.021108179419525065,0.0,0.06068601583113457,0.006596306068601583,0.03562005277044855,0.0,0.052770448548812667,0.002638522427440633,0.011873350923482849,0.0,0.011873350923482849,0.09366754617414248,0.014511873350923483,0.0,0.025065963060686015,0.05013192612137203,0.0,0.06068601583113457
6,1030,0.04563106796116505,0.015533980582524271,0.0,0.06019417475728155,0.018446601941747572,0.04660194174757282,0.22233009708737864,0.05631067961165048,0.20776699029126214,0.07281553398058252,0.007766990291262136,0.11844660194174757,0.009708737864077669,0.07572815533980583,0.015533980582524271,0.040776699029126215,0.002912621359223301,0.062135922330097085,0.043689320388349516,0.05631067961165048,0.05728155339805825,0.04466019417475728,0.0,0.0048543689320388345,0.05145631067961165,0.0854368932038835,0.04563106796116505,0.0,0.04660194174757282,0.018446601941747572,0.002912621359223301,0.001941747572815534,0.020388349514563107,0.0,0.04563106796116505,0.006796116504854369,0.04660194174757282,0.000970873786407767,0.07184466019417475,0.001941747572815534,0.010679611650485437,0.000970873786407767,0.0048543689320388345,0.07475728155339806,0.017475728155339806,0.0,0.015533980582524271,0.05533980582524272,0.0,0.04563106796116505
7,923,0.04983748645720477,0.03466955579631636,0.0,0.04550379198266522,0.018418201516793065,0.04875406283856988,0.23076923076923078,0.050920910075839654,0.20368364030335862,0.06067172264355363,0.0032502708559046588,0.13109425785482123,0.004333694474539545,0.06825568797399784,0.00866738894907909,0.04225352112676056,0.0010834236186348862,0.06717226435536294,0.04875406283856988,0.056338028169014086,0.056338028169014086,0.05200433369447454,0.0,0.010834236186348862,0.03683640303358613,0.0790899241603467,0.047670639219934995,0.0,0.04875406283856988,0.024918743228602384,0.0,0.0032502708559046588,0.013001083423618635,0.0010834236186348862,0.035752979414951244,0.0032502708559046588,0.04658721560130011,0.0,0.056338028169014086,0.004333694474539545,0.016251354279523293,0.005417118093174431,0.01733477789815818,0.08342361863488625,0.01733477789815818,0.0010834236186348862,0.018418201516793065,0.04658721560130011,0.0,0.04983748645720477
8,761,0.06307490144546649,0.02102496714848883,0.0,0.05387647831800263,0.023653088042049936,0.03942181340341656,0.2588699080157687,0.04993429697766097,0.20105124835742444,0.04993429697766097,0.002628120893561104,0.11563731931668857,0.005256241787122208,0.06701708278580815,0.010512483574244415,0.040735873850197106,0.0,0.0735873850197109,0.05913272010512484,0.05781865965834428,0.052562417871222074,0.04862023653088042,0.001314060446780552,0.01445466491458607,0.03679369250985545,0.05781865965834428,0.05913272010512484,0.0,0.03679369250985545,0.017082785808147174,0.005256241787122208,0.001314060446780552,0.010512483574244415,0.0,0.04730617608409987,0.003942181340341655,0.04336399474375821,0.0,0.04730617608409987,0.0,0.010512483574244415,0.002628120893561104,0.009198423127463863,0.08804204993429698,0.018396846254927726,0.0,0.024967148488830485,0.05781865965834428,0.001314060446780552,0.06176084099868594
9,1084,0.04151291512915129,0.02952029520295203,0.0,0.06457564575645756,0.017527675276752766,0.04981549815498155,0.21955719557195572,0.0507380073800738,0.2011070110701107,0.07380073800738007,0.0027675276752767526,0.13284132841328414,0.0036900369003690036,0.06365313653136531,0.01107011070110701,0.03690036900369004,0.0,0.07011070110701106,0.04151291512915129,0.04797047970479705,0.05350553505535055,0.05350553505535055,0.0,0.005535055350553505,0.02859778597785978,0.07564575645756458,0.046125461254612546,0.0,0.0507380073800738,0.015682656826568265,0.0027675276752767526,0.0018450184501845018,0.014760147601476014,0.0,0.03413284132841329,0.0036900369003690036,0.04981549815498155,0.0,0.07195571955719557,0.0018450184501845018,0.00922509225092251,0.0027675276752767526,0.016605166051660517,0.08948339483394833,0.03782287822878229,0.0,0.02214022140221402,0.061808118081180814,0.0009225092250922509,0.04151291512915129
