,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
0,1010,0.04455445544554455,0.03762376237623762,0.07722772277227723,0.01485148514851485,0.04554455445544554,0.21089108910891088,0.05643564356435644,0.201980198019802,0.061386138613861385,0.006930693069306931,0.1198019801980198,0.0029702970297029703,0.06633663366336634,0.013861386138613862,0.02277227722772277,0.0,0.0019801980198019802,0.08316831683168317,0.04455445544554455,0.06336633663366337,0.05841584158415842,0.05742574257425743,0.0,0.01287128712871287,0.033663366336633666,0.08811881188118811,0.04554455445544554,0.0,0.04257425742574258,0.013861386138613862,0.0019801980198019802,0.00891089108910891,0.01881188118811881,0.0,0.028712871287128714,0.0009900990099009901,0.032673267326732675,0.060396039603960394,0.0029702970297029703,0.01089108910891089,0.0009900990099009901,0.026732673267326732,0.060396039603960394,0.020792079207920793,0.0,0.0,0.024752475247524754,0.07326732673267326,0.0,0.04455445544554455
1,917,0.04907306434023991,0.04252998909487459,0.08178844056706652,0.020719738276990186,0.05125408942202835,0.20065430752453653,0.05888767720828789,0.20719738276990185,0.04471101417666303,0.008724100327153763,0.11014176663031625,0.011995637949836423,0.0806979280261723,0.009814612868047983,0.023991275899672846,0.0,0.0021810250817884407,0.07306434023991276,0.04907306434023991,0.05452562704471101,0.061068702290076333,0.03380588876772083,0.0,0.006543075245365322,0.04689203925845147,0.064340239912759,0.04689203925845147,0.0,0.05343511450381679,0.03162486368593239,0.006543075245365322,0.006543075245365322,0.014176663031624863,0.003271537622682661,0.03271537622682661,0.008724100327153763,0.03162486368593239,0.04362050163576881,0.004362050163576881,0.017448200654307525,0.004362050163576881,0.027262813522355506,0.06324972737186478,0.028353326063249727,0.0,0.0010905125408942203,0.023991275899672846,0.07633587786259542,0.0,0.04907306434023991
2,802,0.05610972568578554,0.0399002493765586,0.07855361596009976,0.026184538653366583,0.05361596009975062,0.20199501246882792,0.057356608478802994,0.19576059850374064,0.04488778054862843,0.011221945137157107,0.10473815461346633,0.003740648379052369,0.09226932668329177,0.008728179551122194,0.034912718204488775,0.0,0.0024937655860349127,0.0798004987531172,0.05610972568578554,0.05361596009975062,0.06234413965087282,0.0399002493765586,0.0,0.016209476309226933,0.046134663341645885,0.04987531172069826,0.05486284289276808,0.0,0.05361596009975062,0.014962593516209476,0.004987531172069825,0.004987531172069825,0.014962593516209476,0.0012468827930174563,0.032418952618453865,0.0012468827930174563,0.04114713216957606,0.04239401496259352,0.0024937655860349127,0.011221945137157107,0.0024937655860349127,0.028678304239401497,0.059850374064837904,0.017456359102244388,0.0,0.0024937655860349127,0.0199501246882793,0.08104738154613467,0.0012468827930174563,0.05610972568578554
3,931,0.04833512352309345,0.04081632653061224,0.08163265306122448,0.02685284640171858,0.05477980665950591,0.200859291084855,0.055853920515574654,0.19226638023630505,0.05263157894736842,0.00966702470461869,0.10526315789473684,0.00966702470461869,0.09022556390977443,0.00966702470461869,0.034371643394199784,0.0,0.0,0.06337271750805586,0.04833512352309345,0.05477980665950591,0.06015037593984962,0.034371643394199784,0.0,0.011815252416756176,0.036519871106337275,0.05907626208378088,0.050483351235230935,0.0,0.05370569280343716,0.02577873254564984,0.00322234156820623,0.0021482277121374865,0.01611170784103115,0.0010741138560687433,0.04296455424274973,0.00644468313641246,0.05477980665950591,0.050483351235230935,0.00322234156820623,0.00966702470461869,0.00322234156820623,0.02900107411385607,0.05800214822771214,0.017185821697099892,0.0,0.0010741138560687433,0.024704618689581095,0.08592910848549946,0.0,0.04833512352309345
4,977,0.04708290685772774,0.042988741044012284,0.08597748208802457,0.01842374616171955,0.04708290685772774,0.1780962128966223,0.07471852610030706,0.1985670419651996,0.057318321392016376,0.0030706243602865915,0.12896622313203684,0.0010235414534288639,0.07778915046059365,0.012282497441146366,0.03582395087001024,0.0,0.0,0.0767656090071648,0.04708290685772774,0.0593654042988741,0.07574206755373593,0.037871033776867964,0.0010235414534288639,0.019447287615148412,0.0368474923234391,0.05834186284544524,0.03582395087001024,0.0,0.05015353121801433,0.02047082906857728,0.00511770726714432,0.0030706243602865915,0.01023541453428864,0.0,0.030706243602865915,0.0010235414534288639,0.037871033776867964,0.05527123848515865,0.0030706243602865915,0.01330603889457523,0.0020470829068577278,0.028659160696008188,0.05834186284544524,0.02661207778915046,0.0,0.0010235414534288639,0.02968270214943705,0.07881269191402251,0.0010235414534288639,0.04708290685772774
5,852,0.056338028169014086,0.03169014084507042,0.07394366197183098,0.01995305164319249,0.05046948356807512,0.19014084507042253,0.06103286384976526,0.21713615023474178,0.0539906103286385,0.011737089201877934,0.12323943661971831,0.007042253521126761,0.0715962441314554,0.011737089201877934,0.0528169014084507,0.0011737089201877935,0.0,0.07746478873239436,0.0528169014084507,0.05516431924882629,0.06572769953051644,0.036384976525821594,0.0,0.017605633802816902,0.036384976525821594,0.051643192488262914,0.045774647887323945,0.0,0.051643192488262914,0.017605633802816902,0.0011737089201877935,0.007042253521126761,0.014084507042253521,0.0011737089201877935,0.03403755868544601,0.004694835680751174,0.04107981220657277,0.051643192488262914,0.002347417840375587,0.01056338028169014,0.002347417840375587,0.018779342723004695,0.05985915492957746,0.02112676056338028,0.0,0.0,0.025821596244131457,0.07629107981220658,0.0,0.0539906103286385
6,953,0.05141657922350472,0.046169989506820566,0.06610703043022036,0.025183630640083946,0.0472193074501574,0.19202518363064008,0.06505771248688352,0.20356768100734524,0.05246589716684155,0.007345225603357817,0.12277019937040923,0.007345225603357817,0.08289611752360965,0.007345225603357817,0.03777544596012592,0.0,0.002098635886673662,0.07974816369359916,0.05036726128016789,0.06295907660020986,0.06820566631689402,0.02938090241343127,0.0,0.017838405036726127,0.03882476390346275,0.06400839454354669,0.03987408184679958,0.0,0.046169989506820566,0.025183630640083946,0.002098635886673662,0.007345225603357817,0.005246589716684155,0.0,0.035676810073452254,0.004197271773347324,0.03882476390346275,0.04931794333683106,0.0031479538300104933,0.00944386149003148,0.001049317943336831,0.03462749213011543,0.06190975865687303,0.02098635886673662,0.001049317943336831,0.0,0.024134312696747113,0.07869884575026233,0.0,0.05246589716684155
7,969,0.05056759545923633,0.04024767801857585,0.06811145510835913,0.01238390092879257,0.04540763673890609,0.19195046439628483,0.06501547987616099,0.2084623323013416,0.0629514963880289,0.01238390092879257,0.12899896800825594,0.005159958720330237,0.07430340557275542,0.008255933952528379,0.03508771929824561,0.0,0.0010319917440660474,0.09287925696594428,0.04643962848297214,0.06191950464396285,0.07120743034055728,0.03199174406604747,0.0,0.013415892672858616,0.03611971104231166,0.06501547987616099,0.033023735810113516,0.0,0.04540763673890609,0.02786377708978328,0.0030959752321981426,0.0041279669762641896,0.021671826625386997,0.0,0.030959752321981424,0.005159958720330237,0.038183694530443756,0.05985552115583075,0.0010319917440660474,0.015479876160990712,0.0010319917440660474,0.023735810113519093,0.0608875128998968,0.0196078431372549,0.0,0.0,0.029927760577915376,0.06707946336429309,0.0,0.048503611971104234
8,943,0.04878048780487805,0.03817603393425239,0.07423117709437964,0.021208907741251327,0.05938494167550371,0.20784729586426298,0.053022269353128315,0.19936373276776245,0.04878048780487805,0.007423117709437964,0.12301166489925769,0.003181336161187699,0.08483563096500531,0.012725344644750796,0.03499469777306469,0.0,0.0010604453870625664,0.08059384941675504,0.04772004241781548,0.04772004241781548,0.05620360551431601,0.027571580063626724,0.0,0.016967126193001062,0.03499469777306469,0.060445387062566275,0.04772004241781548,0.0010604453870625664,0.05726405090137858,0.02545068928950159,0.003181336161187699,0.003181336161187699,0.014846235418875928,0.003181336161187699,0.03817603393425239,0.003181336161187699,0.04559915164369035,0.04772004241781548,0.0042417815482502655,0.009544008483563097,0.0021208907741251328,0.030752916224814422,0.06574761399787911,0.015906680805938492,0.0,0.0010604453870625664,0.036055143160127257,0.07423117709437964,0.0010604453870625664,0.04772004241781548
9,761,0.06044678055190539,0.051248357424441525,0.06964520367936924,0.018396846254927726,0.04336399474375821,0.20893561103810776,0.05781865965834428,0.19842312746386334,0.052562417871222074,0.009198423127463863,0.12220762155059132,0.005256241787122208,0.07490144546649145,0.00788436268068331,0.02759526938239159,0.0,0.001314060446780552,0.09067017082785808,0.06044678055190539,0.06044678055190539,0.06307490144546649,0.03153745072273324,0.0,0.009198423127463863,0.03416557161629435,0.0657030223390276,0.02890932982917214,0.001314060446780552,0.03942181340341656,0.02759526938239159,0.002628120893561104,0.005256241787122208,0.018396846254927726,0.0,0.03416557161629435,0.002628120893561104,0.035479632063074903,0.051248357424441525,0.001314060446780552,0.017082785808147174,0.003942181340341655,0.030223390275952694,0.06176084099868594,0.026281208935611037,0.0,0.0,0.02759526938239159,0.07095926412614981,0.001314060446780552,0.06044678055190539
