,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,parataxis:rep,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
0,1261,0.04282315622521808,0.025376685170499604,0.05313243457573354,0.011102299762093577,0.05392545598731166,0.2632831086439334,0.04203013481363997,0.1879460745440127,0.08247422680412371,0.003965107057890563,0.11419508326724821,0.0031720856463124504,0.07137192704203013,0.01506740681998414,0.040444091990483745,0.0,0.0015860428231562252,0.06978588421887391,0.03647898493259318,0.05313243457573354,0.045995241871530534,0.04837430610626487,0.0,0.007930214115781126,0.03251387787470262,0.08564631245043616,0.06582077716098335,0.056304520222045996,0.02696272799365583,0.0007930214115781126,0.0015860428231562252,0.01586042823156225,0.0007930214115781126,0.0499603489294211,0.0031720856463124504,0.06026962727993656,0.0,0.08009516256938938,0.0023790642347343376,0.014274385408406027,0.0,0.0031720856463124504,0.0,0.011102299762093577,0.06026962727993656,0.013481363996827915,0.0,0.0,0.012688342585249802,0.04282315622521808,0.0007930214115781126,0.040444091990483745
1,948,0.049578059071729956,0.028481012658227847,0.05907172995780591,0.015822784810126583,0.039029535864978905,0.2489451476793249,0.05168776371308017,0.18459915611814345,0.07278481012658228,0.0031645569620253164,0.10126582278481013,0.0031645569620253164,0.08966244725738397,0.017932489451476793,0.02531645569620253,0.0,0.0,0.060126582278481014,0.04746835443037975,0.05168776371308017,0.05379746835443038,0.0580168776371308,0.002109704641350211,0.00949367088607595,0.03375527426160337,0.08544303797468354,0.07489451476793249,0.04113924050632911,0.024261603375527425,0.0,0.0,0.016877637130801686,0.0,0.052742616033755275,0.0010548523206751054,0.0379746835443038,0.0,0.06856540084388185,0.0010548523206751054,0.011603375527426161,0.0,0.0031645569620253164,0.0,0.013713080168776372,0.06856540084388185,0.02109704641350211,0.0,0.002109704641350211,0.016877637130801686,0.05063291139240506,0.0,0.04852320675105485
2,1013,0.04639684106614018,0.02566633761105627,0.07206317867719644,0.012833168805528134,0.045409674234945706,0.2458045409674235,0.044422507403751234,0.20236920039486672,0.06219151036525173,0.006910167818361303,0.12142152023692004,0.005923000987166831,0.07107601184600197,0.01678183613030602,0.040473840078973346,0.0,0.0019743336623889436,0.06614017769002961,0.044422507403751234,0.050345508390918066,0.044422507403751234,0.04146100691016782,0.0009871668311944718,0.005923000987166831,0.02171767028627838,0.08094768015794669,0.060217176702862786,0.04738400789733465,0.03257650542941757,0.0029615004935834156,0.0009871668311944718,0.024679170779861797,0.0,0.045409674234945706,0.004935834155972359,0.049358341559723594,0.0,0.06120434353405726,0.003948667324777887,0.014807502467917079,0.0,0.005923000987166831,0.0,0.011846001974333662,0.06614017769002961,0.03060217176702863,0.0,0.0009871668311944718,0.017769002961500493,0.0562685093780849,0.0009871668311944718,0.045409674234945706
3,1103,0.04079782411604715,0.02085222121486854,0.056210335448776065,0.019945602901178604,0.04895738893925657,0.2456935630099728,0.03626473254759746,0.19038984587488667,0.0643699002719855,0.0027198549410698096,0.128739800543971,0.005439709882139619,0.07978241160471441,0.008159564823209429,0.03626473254759746,0.0,0.0009066183136899365,0.06618313689936536,0.04079782411604715,0.03535811423390753,0.038984587488667274,0.0643699002719855,0.0,0.009066183136899365,0.03535811423390753,0.07796917497733455,0.0643699002719855,0.04895738893925657,0.024478694469628286,0.0009066183136899365,0.0009066183136899365,0.016319129646418858,0.0,0.05439709882139619,0.003626473254759746,0.044424297370806894,0.0,0.06255666364460562,0.003626473254759746,0.007252946509519492,0.0,0.001813236627379873,0.0,0.011786038077969175,0.08612873980054397,0.025385312783318223,0.0,0.0009066183136899365,0.024478694469628286,0.06346328195829556,0.0,0.04079782411604715
4,761,0.06176084099868594,0.02759526938239159,0.05387647831800263,0.022339027595269383,0.04204993429697766,0.21681997371879105,0.04467805519053877,0.19185282522996058,0.07227332457293036,0.003942181340341655,0.11038107752956636,0.005256241787122208,0.07490144546649145,0.006570302233902759,0.0328515111695138,0.0,0.0,0.052562417871222074,0.05913272010512484,0.04467805519053877,0.04467805519053877,0.07752956636005257,0.0,0.009198423127463863,0.040735873850197106,0.08015768725361366,0.03942181340341656,0.04467805519053877,0.023653088042049936,0.002628120893561104,0.005256241787122208,0.017082785808147174,0.0,0.04467805519053877,0.001314060446780552,0.0328515111695138,0.0,0.07095926412614981,0.006570302233902759,0.010512483574244415,0.0,0.005256241787122208,0.0,0.018396846254927726,0.07227332457293036,0.022339027595269383,0.0,0.0,0.01445466491458607,0.05781865965834428,0.0,0.06176084099868594
5,1181,0.03895004233700254,0.027095681625740897,0.060118543607112614,0.017781541066892465,0.04657070279424217,0.2701100762066046,0.04487722269263336,0.18797629127857748,0.07197290431837426,0.002540220152413209,0.09314140558848434,0.005080440304826418,0.07874682472480948,0.013547840812870448,0.03048264182895851,0.0,0.003386960203217612,0.05927180355630821,0.03810330228619814,0.03810330228619814,0.04572396274343776,0.06096528365791702,0.000846740050804403,0.0059271803556308214,0.04064352243861134,0.08044030482641829,0.056731583403895,0.04403048264182896,0.03810330228619814,0.001693480101608806,0.001693480101608806,0.023708721422523286,0.0,0.04911092294665537,0.004233700254022015,0.04318374259102455,0.0,0.07027942421676546,0.001693480101608806,0.016088060965283656,0.0,0.000846740050804403,0.0,0.011854360711261643,0.06943268416596104,0.03048264182895851,0.0,0.000846740050804403,0.015241320914479255,0.06519898391193904,0.0,0.03810330228619814
6,842,0.05344418052256532,0.032066508313539195,0.06413301662707839,0.02494061757719715,0.04156769596199525,0.23159144893111638,0.035629453681710214,0.2007125890736342,0.05938242280285035,0.0059382422802850355,0.11995249406175772,0.009501187648456057,0.06294536817102138,0.011876484560570071,0.032066508313539195,0.0011876484560570072,0.0,0.0688836104513064,0.05463182897862233,0.040380047505938245,0.0332541567695962,0.05938242280285035,0.0,0.009501187648456057,0.030878859857482184,0.08194774346793349,0.047505938242280284,0.04275534441805225,0.029691211401425176,0.0011876484560570072,0.0023752969121140144,0.009501187648456057,0.0,0.0344418052256532,0.004750593824228029,0.0498812351543943,0.0011876484560570072,0.05819477434679335,0.0059382422802850355,0.017814726840855107,0.0,0.010688836104513063,0.0,0.014251781472684086,0.07600950118764846,0.027315914489311165,0.0,0.0011876484560570072,0.026128266033254157,0.06175771971496437,0.0,0.05344418052256532
7,941,0.048884165781083955,0.02763018065887354,0.05844845908607864,0.022316684378320937,0.0563230605738576,0.25823591923485656,0.03719447396386823,0.18384697130712008,0.07226354941551541,0.005313496280552604,0.09564293304994687,0.004250797024442083,0.07970244420828905,0.006376195536663124,0.031880977683315624,0.0010626992561105207,0.0010626992561105207,0.048884165781083955,0.04782146652497343,0.04144527098831031,0.03719447396386823,0.05419766206163656,0.0,0.004250797024442083,0.03719447396386823,0.08076514346439957,0.05951115834218916,0.06057385759829968,0.03506907545164718,0.0010626992561105207,0.003188097768331562,0.020191285866099893,0.0,0.057385759829968117,0.003188097768331562,0.057385759829968117,0.0,0.07013815090329437,0.0021253985122210413,0.012752391073326248,0.0,0.005313496280552604,0.0,0.01381509032943677,0.07438894792773645,0.009564293304994687,0.0,0.0,0.010626992561105207,0.06269925611052073,0.0,0.048884165781083955
8,1149,0.04177545691906005,0.02610966057441253,0.04960835509138381,0.015665796344647518,0.05221932114882506,0.24456048738033073,0.04351610095735422,0.195822454308094,0.07658833768494343,0.004351610095735422,0.11662315056570931,0.007832898172323759,0.07745865970409051,0.012184508268059183,0.038294168842471714,0.0,0.0017406440382941688,0.06353350739773717,0.0391644908616188,0.04612706701479547,0.050478677110530897,0.05308964316797215,0.0,0.007832898172323759,0.04264577893820714,0.08703220191470844,0.057441253263707574,0.05134899912967798,0.017406440382941687,0.0008703220191470844,0.0,0.013054830287206266,0.0,0.04960835509138381,0.005221932114882507,0.053959965187119235,0.0008703220191470844,0.0731070496083551,0.0,0.012184508268059183,0.0,0.0017406440382941688,0.0,0.012184508268059183,0.06875543951261967,0.028720626631853787,0.0,0.0,0.022628372497824196,0.04873803307223673,0.0,0.04003481288076589
9,974,0.04722792607802875,0.024640657084188913,0.060574948665297744,0.01026694045174538,0.049281314168377825,0.24948665297741274,0.04106776180698152,0.17761806981519507,0.061601642710472276,0.001026694045174538,0.13141683778234087,0.008213552361396304,0.07392197125256673,0.014373716632443531,0.026694045174537988,0.0,0.002053388090349076,0.0646817248459959,0.04620123203285421,0.04722792607802875,0.045174537987679675,0.07084188911704312,0.0,0.00513347022587269,0.023613963039014373,0.07597535934291581,0.05646817248459959,0.0513347022587269,0.027720739219712527,0.001026694045174538,0.001026694045174538,0.018480492813141684,0.001026694045174538,0.048254620123203286,0.006160164271047228,0.054414784394250515,0.0,0.054414784394250515,0.003080082135523614,0.00513347022587269,0.0,0.004106776180698152,0.0,0.018480492813141684,0.08521560574948665,0.023613963039014373,0.0,0.003080082135523614,0.017453798767967144,0.048254620123203286,0.002053388090349076,0.04722792607802875
