,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,925,0.04972972972972973,0.03783783783783784,0.08648648648648649,0.011891891891891892,0.06918918918918919,0.21513513513513513,0.04756756756756757,0.18054054054054053,0.05297297297297297,0.006486486486486486,0.13513513513513514,0.002162162162162162,0.06486486486486487,0.02054054054054054,0.043243243243243246,0.002162162162162162,0.0,0.05621621621621622,0.04864864864864865,0.04216216216216216,0.05189189189189189,0.046486486486486484,0.0,0.006486486486486486,0.04432432432432432,0.06594594594594595,0.05297297297297297,0.0,0.0681081081081081,0.02810810810810811,0.003243243243243243,0.0,0.01945945945945946,0.0,0.02810810810810811,0.002162162162162162,0.061621621621621624,0.001081081081081081,0.04972972972972973,0.004324324324324324,0.00972972972972973,0.001081081081081081,0.025945945945945945,0.05297297297297297,0.017297297297297298,0.001081081081081081,0.03135135135135135,0.0681081081081081,0.0,0.04540540540540541
1,795,0.061635220125786164,0.03647798742138365,0.07547169811320754,0.005031446540880503,0.06037735849056604,0.22012578616352202,0.0440251572327044,0.17861635220125785,0.05786163522012579,0.025157232704402517,0.11069182389937107,0.016352201257861635,0.0830188679245283,0.018867924528301886,0.033962264150943396,0.0037735849056603774,0.0,0.05660377358490566,0.05660377358490566,0.055345911949685536,0.05157232704402516,0.03018867924528302,0.0012578616352201257,0.005031446540880503,0.027672955974842768,0.06792452830188679,0.05911949685534591,0.0012578616352201257,0.06289308176100629,0.02012578616352201,0.0012578616352201257,0.0037735849056603774,0.013836477987421384,0.0,0.04150943396226415,0.005031446540880503,0.05911949685534591,0.0,0.052830188679245285,0.005031446540880503,0.010062893081761006,0.0025157232704402514,0.027672955974842768,0.06540880503144654,0.021383647798742137,0.0,0.026415094339622643,0.055345911949685536,0.0025157232704402514,0.05408805031446541
2,919,0.055495103373231776,0.035908596300326445,0.10119695321001088,0.022850924918389554,0.05767138193688792,0.20021762785636563,0.060935799782372145,0.1795429815016322,0.04787812840043525,0.015233949945593036,0.11316648531011969,0.01088139281828074,0.06855277475516866,0.014145810663764961,0.026115342763873776,0.001088139281828074,0.0,0.08052230685527748,0.05331882480957562,0.04787812840043525,0.06528835690968444,0.03482045701849837,0.0,0.013057671381936888,0.026115342763873776,0.06964091403699674,0.04787812840043525,0.0,0.060935799782372145,0.01632208922742111,0.0,0.001088139281828074,0.008705114254624592,0.002176278563656148,0.029379760609358,0.00544069640914037,0.04570184983677911,0.0,0.04461371055495103,0.002176278563656148,0.01088139281828074,0.002176278563656148,0.01958650707290533,0.06311207834602829,0.02176278563656148,0.002176278563656148,0.031556039173014146,0.10228509249183895,0.002176278563656148,0.04787812840043525
3,780,0.05897435897435897,0.038461538461538464,0.09358974358974359,0.014102564102564103,0.06282051282051282,0.22692307692307692,0.05384615384615385,0.17692307692307693,0.05128205128205128,0.0038461538461538464,0.08846153846153847,0.00641025641025641,0.08846153846153847,0.011538461538461539,0.029487179487179487,0.002564102564102564,0.0,0.057692307692307696,0.057692307692307696,0.05128205128205128,0.05512820512820513,0.04230769230769231,0.0,0.014102564102564103,0.026923076923076925,0.06538461538461539,0.05512820512820513,0.0,0.06153846153846154,0.019230769230769232,0.001282051282051282,0.0038461538461538464,0.014102564102564103,0.0,0.04487179487179487,0.0038461538461538464,0.05384615384615385,0.0,0.05,0.001282051282051282,0.016666666666666666,0.001282051282051282,0.019230769230769232,0.06153846153846154,0.011538461538461539,0.001282051282051282,0.021794871794871794,0.09230769230769231,0.0,0.05128205128205128
4,959,0.049009384775808136,0.03232533889468196,0.08654848800834203,0.005213764337851929,0.04483837330552659,0.22210636079249219,0.049009384775808136,0.20125130344108447,0.06465067778936393,0.018769551616266946,0.12095933263816476,0.009384775808133473,0.06569343065693431,0.017726798748696558,0.04483837330552659,0.0031282586027111575,0.0,0.072992700729927,0.047966631908237745,0.056308654848800835,0.051094890510948905,0.029197080291970802,0.0,0.008342022940563087,0.0364963503649635,0.07716371220020855,0.04275286757038582,0.0,0.04483837330552659,0.035453597497393116,0.0031282586027111575,0.004171011470281543,0.018769551616266946,0.0,0.03753910323253389,0.005213764337851929,0.04483837330552659,0.0010427528675703858,0.06256517205422316,0.0031282586027111575,0.013555787278415016,0.0010427528675703858,0.017726798748696558,0.06256517205422316,0.018769551616266946,0.0,0.028154327424400417,0.06777893639207508,0.0,0.04171011470281543
5,841,0.0558858501783591,0.022592152199762187,0.08204518430439953,0.02497027348394768,0.054696789536266346,0.21878715814506539,0.052318668252080855,0.19976218787158145,0.04875148632580262,0.01070154577883472,0.11414982164090369,0.007134363852556481,0.0713436385255648,0.0178359096313912,0.020214030915576695,0.0023781212841854932,0.0,0.07491082045184304,0.0558858501783591,0.054696789536266346,0.0535077288941736,0.04042806183115339,0.0,0.01070154577883472,0.04280618311533888,0.059453032104637336,0.054696789536266346,0.0,0.05826397146254459,0.02497027348394768,0.0,0.0023781212841854932,0.0178359096313912,0.0,0.036860879904875146,0.0035671819262782403,0.05112960760998811,0.0,0.04518430439952437,0.0011890606420927466,0.007134363852556481,0.0035671819262782403,0.013079667063020214,0.07847800237812129,0.0178359096313912,0.0,0.0178359096313912,0.08204518430439953,0.0011890606420927466,0.04994054696789536
6,751,0.06125166444740346,0.03462050599201065,0.07190412782956059,0.017310252996005325,0.06524633821571238,0.22902796271637815,0.0492676431424767,0.18508655126498003,0.05326231691078562,0.014647137150466045,0.09986684420772303,0.013315579227696404,0.0692410119840213,0.014647137150466045,0.02929427430093209,0.0013315579227696406,0.0013315579227696406,0.07323568575233022,0.06125166444740346,0.043941411451398134,0.05059920106524634,0.03861517976031957,0.0013315579227696406,0.010652463382157125,0.02663115845539281,0.06657789613848203,0.05059920106524634,0.0,0.06524633821571238,0.02929427430093209,0.0013315579227696406,0.0013315579227696406,0.023968042609853527,0.0,0.03062583222370173,0.009320905459387484,0.05992010652463382,0.0013315579227696406,0.05059920106524634,0.0013315579227696406,0.015978695073235686,0.005326231691078562,0.018641810918774968,0.06125166444740346,0.011984021304926764,0.0,0.02663115845539281,0.06524633821571238,0.0013315579227696406,0.0492676431424767
7,811,0.05795314426633785,0.0345252774352651,0.09617755856966707,0.02342786683107275,0.05672009864364982,0.2342786683107275,0.036991368680641186,0.18865598027127004,0.0468557336621455,0.018495684340320593,0.11220715166461159,0.007398273736128237,0.05795314426633785,0.01726263871763255,0.02219482120838471,0.002466091245376079,0.0,0.08014796547472257,0.05672009864364982,0.04315659679408138,0.040690505548705305,0.030826140567200986,0.0,0.0036991368680641184,0.025893958076448828,0.0690505548705302,0.04932182490752158,0.0,0.05795314426633785,0.011097410604192354,0.004932182490752158,0.0012330456226880395,0.01972872996300863,0.0,0.0345252774352651,0.0036991368680641184,0.06781750924784218,0.0,0.04315659679408138,0.0012330456226880395,0.008631319358816275,0.002466091245376079,0.02466091245376079,0.08384710234278668,0.02219482120838471,0.0012330456226880395,0.027127003699136867,0.09124537607891492,0.002466091245376079,0.04932182490752158
8,850,0.05764705882352941,0.02588235294117647,0.08352941176470588,0.010588235294117647,0.052941176470588235,0.22588235294117648,0.04,0.1988235294117647,0.05647058823529412,0.010588235294117647,0.11764705882352941,0.015294117647058824,0.07411764705882352,0.012941176470588235,0.02823529411764706,0.0,0.0,0.08470588235294117,0.05411764705882353,0.04470588235294118,0.04352941176470588,0.03529411764705882,0.0,0.007058823529411765,0.02823529411764706,0.07058823529411765,0.047058823529411764,0.0,0.05176470588235294,0.021176470588235293,0.001176470588235294,0.002352941176470588,0.018823529411764704,0.001176470588235294,0.042352941176470586,0.012941176470588235,0.05529411764705883,0.0,0.05647058823529412,0.0035294117647058825,0.0058823529411764705,0.001176470588235294,0.018823529411764704,0.07764705882352942,0.02,0.0,0.027058823529411764,0.07411764705882352,0.001176470588235294,0.05058823529411765
9,692,0.06647398843930635,0.044797687861271675,0.08670520231213873,0.01878612716763006,0.05346820809248555,0.20809248554913296,0.046242774566473986,0.2023121387283237,0.049132947976878616,0.008670520231213872,0.11271676300578035,0.002890173410404624,0.06791907514450866,0.01878612716763006,0.031791907514450865,0.001445086705202312,0.0,0.07225433526011561,0.06502890173410404,0.05057803468208093,0.0476878612716763,0.030346820809248554,0.0,0.010115606936416185,0.04190751445086705,0.07658959537572255,0.046242774566473986,0.001445086705202312,0.05346820809248555,0.02601156069364162,0.0,0.004335260115606936,0.01878612716763006,0.002890173410404624,0.028901734104046242,0.001445086705202312,0.049132947976878616,0.0,0.046242774566473986,0.002890173410404624,0.011560693641618497,0.002890173410404624,0.031791907514450865,0.04335260115606936,0.01300578034682081,0.001445086705202312,0.030346820809248554,0.07803468208092486,0.002890173410404624,0.05635838150289017
